Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_cloud_fraction_update_add,16,16,256,16384,2,1,1,32,32,32.0000,64.0000,2.73,2.73,0.4091,20603.6860,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,1,1,32,64,32.0000,64.0000,2.65,2.65,0.4091,21243.6850,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,1,1,64,32,32.0000,64.0000,2.79,2.79,0.4091,20181.0880,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,1,1,64,64,32.0000,64.0000,2.66,2.66,0.4091,21211.6860,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,2,1,32,32,32.0000,64.0000,2.82,2.82,0.4091,19983.3480,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,2,1,32,64,32.0000,64.0000,2.65,2.65,0.4091,21275.8460,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,2,1,64,32,32.0000,64.0000,2.82,2.82,0.4091,19951.3480,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,2,1,64,64,32.0000,64.0000,2.65,2.65,0.4091,21244.0920,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,4,1,32,32,32.0000,64.0000,2.60,2.60,0.4091,21685.3640,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,4,1,32,64,32.0000,64.0000,2.87,2.87,0.4091,19612.9500,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,4,1,64,32,32.0000,64.0000,2.60,2.60,0.4091,21634.4480,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,4,1,64,64,32.0000,64.0000,2.65,2.65,0.4091,21288.5640,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,8,1,32,32,32.0000,64.0000,2.80,2.80,0.4091,20091.5960,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,8,1,32,64,32.0000,64.0000,2.64,2.64,0.4091,21342.4400,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,8,1,64,32,32.0000,64.0000,2.59,2.59,0.4091,21730.5440,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,8,1,64,64,32.0000,64.0000,2.64,2.64,0.4091,21339.3610,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,16,1,32,32,32.0000,64.0000,2.75,2.75,0.4091,20458.1720,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,16,1,32,64,32.0000,64.0000,2.79,2.79,0.4091,20198.9220,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,16,1,64,32,32.0000,64.0000,2.78,2.78,0.4091,20225.9990,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,16,1,64,64,32.0000,64.0000,2.81,2.81,0.4091,20048.4890,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,32,1,32,32,32.0000,64.0000,2.97,2.97,0.4091,18991.3480,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,32,1,32,64,32.0000,64.0000,2.45,2.45,0.4091,22974.3080,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,32,1,64,32,32.0000,64.0000,3.03,3.03,0.4091,18575.3480,14745600,36044800
l1_cloud_fraction_update_add,16,16,256,16384,2,32,1,64,64,32.0000,64.0000,2.65,2.65,0.4091,21246.6830,14745600,36044800
l1_cloud_fraction_update_add,16,32,256,16384,2,1,1,32,32,64.0000,64.0000,2.97,2.97,0.4091,18965.7480,14745600,36044800
