name,time_ns
s000_run_timed,267101734
s000_run_timed,276779537
s000_run_timed,270744555
s000_run_timed,270226106
s000_run_timed,269686275
s000_run_timed,269865678
s000_run_timed,269714281
s000_run_timed,269445937
s000_run_timed,269114697
s000_run_timed,269427165
s000_run_timed,268724340
base_s000,282171000
base_s000,274895000
base_s000,274838000
base_s000,274780000
base_s000,274650000
base_s000,274469000
base_s000,274557000
base_s000,275111000
base_s000,274426000
base_s000,274378000
dace_s000_cpy,189560000
dace_s000_cpy,189568000
dace_s000_cpy,190149000
dace_s000_cpy,189407000
dace_s000_cpy,189978000
dace_s000_cpy,189329000
dace_s000_cpy,189076000
dace_s000_cpy,189666000
dace_s000_cpy,189056000
dace_s000_cpy,192611000
dace_s000_cpy,188930000
dace_s000,189187000
dace_s000,189279000
dace_s000,188932000
dace_s000,191757000
dace_s000,190314000
dace_s000,189131000
dace_s000,188617000
dace_s000,189179000
dace_s000,188401000
dace_s000,188822000
dace_s000,188614000
s111_run_timed,181675053
s111_run_timed,181486809
s111_run_timed,181522968
s111_run_timed,183598903
s111_run_timed,181507804
s111_run_timed,181398703
s111_run_timed,181430798
s111_run_timed,181289968
s111_run_timed,181365626
s111_run_timed,181306916
s111_run_timed,181287683
base_s111,187976000
base_s111,185511000
base_s111,185533000
base_s111,185525000
base_s111,185489000
base_s111,185869000
base_s111,185477000
base_s111,185437000
base_s111,185449000
base_s111,185374000
dace_s111_cpy,185838000
dace_s111_cpy,185741000
dace_s111_cpy,186161000
dace_s111_cpy,185791000
dace_s111_cpy,186033000
dace_s111_cpy,186098000
dace_s111_cpy,185598000
dace_s111_cpy,185546000
dace_s111_cpy,185565000
dace_s111_cpy,187244000
dace_s111_cpy,186656000
dace_s111,185316000
dace_s111,185333000
dace_s111,185706000
dace_s111,185903000
dace_s111,185669000
dace_s111,186094000
dace_s111,185529000
dace_s111,185466000
dace_s111,186435000
dace_s111,186051000
dace_s111,185550000
s1111_run_timed,222634394
s1111_run_timed,222799063
s1111_run_timed,222722249
s1111_run_timed,222771818
s1111_run_timed,222706343
s1111_run_timed,222623417
s1111_run_timed,223238699
s1111_run_timed,222649882
s1111_run_timed,222578273
s1111_run_timed,223360512
s1111_run_timed,222614357
base_s1111,240498000
base_s1111,225527000
base_s1111,226386000
base_s1111,225127000
base_s1111,222823000
base_s1111,226276000
base_s1111,227221000
base_s1111,226256000
base_s1111,224020000
base_s1111,222960000
dace_s1111_cpy,231205000
dace_s1111_cpy,230944000
dace_s1111_cpy,231174000
dace_s1111_cpy,230810000
dace_s1111_cpy,230808000
dace_s1111_cpy,230907000
dace_s1111_cpy,231068000
dace_s1111_cpy,230766000
dace_s1111_cpy,230902000
dace_s1111_cpy,230845000
dace_s1111_cpy,230773000
dace_s1111,231043000
dace_s1111,232841000
dace_s1111,230948000
dace_s1111,236896000
dace_s1111,230770000
dace_s1111,230974000
dace_s1111,231393000
dace_s1111,231164000
dace_s1111,230897000
dace_s1111,231691000
dace_s1111,231596000
s112_run_timed,282179869
s112_run_timed,280256552
s112_run_timed,279933862
s112_run_timed,279999170
s112_run_timed,280459015
s112_run_timed,279947818
s112_run_timed,282148927
s112_run_timed,281749164
s112_run_timed,281782455
s112_run_timed,282206740
s112_run_timed,281899561
base_s112,312408000
base_s112,307339000
base_s112,307524000
base_s112,307428000
base_s112,307625000
base_s112,306617000
base_s112,307296000
base_s112,308057000
base_s112,308389000
base_s112,306819000
dace_s112_cpy,307268000
dace_s112_cpy,307161000
dace_s112_cpy,307836000
dace_s112_cpy,307555000
dace_s112_cpy,308530000
dace_s112_cpy,308031000
dace_s112_cpy,307493000
dace_s112_cpy,307960000
dace_s112_cpy,307419000
dace_s112_cpy,307930000
dace_s112_cpy,310618000
dace_s112,306842000
dace_s112,308500000
dace_s112,308165000
dace_s112,308392000
dace_s112,307098000
dace_s112,307161000
dace_s112,308080000
dace_s112,307154000
dace_s112,307911000
dace_s112,307822000
dace_s112,307966000
s1112_run_timed,379380465
s1112_run_timed,380615588
s1112_run_timed,383643732
s1112_run_timed,379743644
s1112_run_timed,377840475
s1112_run_timed,378986820
s1112_run_timed,377896838
s1112_run_timed,378943186
s1112_run_timed,377521478
s1112_run_timed,379398299
s1112_run_timed,378049716
base_s1112,286194000
base_s1112,283287000
base_s1112,287562000
base_s1112,283927000
base_s1112,284750000
base_s1112,287502000
base_s1112,287589000
base_s1112,282663000
base_s1112,285881000
base_s1112,284371000
dace_s1112_cpy,284420000
dace_s1112_cpy,284338000
dace_s1112_cpy,284611000
dace_s1112_cpy,283858000
dace_s1112_cpy,283914000
dace_s1112_cpy,283363000
dace_s1112_cpy,283100000
dace_s1112_cpy,283116000
dace_s1112_cpy,283070000
dace_s1112_cpy,282783000
dace_s1112_cpy,284163000
dace_s1112,284558000
dace_s1112,284288000
dace_s1112,284049000
dace_s1112,283959000
dace_s1112,283656000
dace_s1112,284155000
dace_s1112,284127000
dace_s1112,283684000
dace_s1112,283720000
dace_s1112,282921000
dace_s1112,283628000
s113_run_timed,372702508
s113_run_timed,372744395
s113_run_timed,372629133
s113_run_timed,371706092
s113_run_timed,371290223
s113_run_timed,370710845
s113_run_timed,370536713
s113_run_timed,369964080
s113_run_timed,369905704
s113_run_timed,370489349
s113_run_timed,369625260
base_s113,396717000
base_s113,384935000
base_s113,384511000
base_s113,383608000
base_s113,383493000
base_s113,383459000
base_s113,382908000
base_s113,383758000
base_s113,382761000
base_s113,383090000
dace_s113_cpy,384788000
dace_s113_cpy,384665000
dace_s113_cpy,384113000
dace_s113_cpy,383959000
dace_s113_cpy,383823000
dace_s113_cpy,383694000
dace_s113_cpy,383875000
dace_s113_cpy,382877000
dace_s113_cpy,382572000
dace_s113_cpy,382611000
dace_s113_cpy,381944000
dace_s113,384703000
dace_s113,384327000
dace_s113,384635000
dace_s113,384216000
dace_s113,383613000
dace_s113,383926000
dace_s113,383147000
dace_s113,382877000
dace_s113,383831000
dace_s113,383437000
dace_s113,383653000
s1113_run_timed,192362446
s1113_run_timed,192147470
s1113_run_timed,192086963
s1113_run_timed,192079353
s1113_run_timed,191697172
s1113_run_timed,191777434
s1113_run_timed,191736118
s1113_run_timed,191690315
s1113_run_timed,192070538
s1113_run_timed,191658049
s1113_run_timed,192188523
base_s1113,198746000
base_s1113,192515000
base_s1113,192631000
base_s1113,192155000
base_s1113,191996000
base_s1113,192345000
base_s1113,193175000
base_s1113,192050000
base_s1113,191483000
base_s1113,191456000
dace_s1113_cpy,192272000
dace_s1113_cpy,192129000
dace_s1113_cpy,191979000
dace_s1113_cpy,191937000
dace_s1113_cpy,192077000
dace_s1113_cpy,191801000
dace_s1113_cpy,191795000
dace_s1113_cpy,191805000
dace_s1113_cpy,191497000
dace_s1113_cpy,192134000
dace_s1113_cpy,192033000
dace_s1113,192549000
dace_s1113,192267000
dace_s1113,192369000
dace_s1113,192886000
dace_s1113,192839000
dace_s1113,192466000
dace_s1113,192330000
dace_s1113,192498000
dace_s1113,192463000
dace_s1113,191886000
dace_s1113,191929000
s114_run_timed,1725485
s114_run_timed,1384910
s114_run_timed,977678
s114_run_timed,969170
s114_run_timed,964281
s114_run_timed,964400
s114_run_timed,963051
s114_run_timed,964348
s114_run_timed,957257
s114_run_timed,962312
s114_run_timed,964624
base_s114,2691000
base_s114,1582000
base_s114,1574000
base_s114,1833000
base_s114,1834000
base_s114,1669000
base_s114,2084000
base_s114,2251000
base_s114,2267000
base_s114,2256000
dace_s114_cpy,1716000
