Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes,Roofline (GFLOP/s),Vector Bandwidth,Bank Bandwidth,Bandwidth,Compute,Roofline (GFLOP/s) v2,Roofline (GFLOP/s) v3,Performance % of Roofline,Performance % of Roofline Bank
l1_matrix_add,64,64,8192,16384,2,4,1,32,256,128.0,256.0,4.939254167797173,23.15,0.0833,1326.84,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,128000000000.0,85.2992,5.3312,23.162018719036862,5.7905046797592155
l1_matrix_add,32,16,8192,16384,2,8,1,32,256,32.0,128.0,7.165583854693996,67.18,0.0833,914.594,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,32000000000.0,32.0,1.3328,67.20423032988816,22.392449545918737
l1_matrix_add,32,32,8192,16384,2,8,1,32,256,64.0,128.0,4.0111614288048845,37.6,0.0833,1633.841,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,64000000000.0,64.0,1.3328,37.61968626955361,6.267439732507632
l1_matrix_add,32,64,8192,16384,2,8,1,32,256,128.0,128.0,8.611894443320185,80.74,0.0833,760.994,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,1.3328,80.76881793330006,10.096102241662507
l1_matrix_add,64,16,8192,16384,2,8,1,32,256,32.0,256.0,4.939254167797173,23.15,0.0833,1326.84,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,32000000000.0,32.0,5.3312,23.162018719036862,15.435169274366164
l1_matrix_add,64,32,8192,16384,2,8,1,32,256,64.0,256.0,4.939254167797173,23.15,0.0833,1326.84,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,64000000000.0,64.0,5.3312,23.162018719036862,7.717584637183082
l1_matrix_add,64,64,8192,16384,2,8,1,32,256,128.0,256.0,4.0111614288048845,18.8,0.0833,1633.841,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,128000000000.0,85.2992,5.3312,18.809843134776806,4.702460783694201
l1_matrix_add,32,16,8192,16384,2,16,1,32,256,32.0,128.0,6.995087982956305,65.58,0.0833,936.886,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,32000000000.0,32.0,1.3328,65.60519191698215,21.85964994673845
l1_matrix_add,32,32,8192,16384,2,16,1,32,256,64.0,128.0,7.853457098141851,73.63,0.0833,834.486,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,64000000000.0,64.0,1.3328,73.65562254409748,12.271026715846642
l1_matrix_add,32,64,8192,16384,2,16,1,32,256,128.0,128.0,8.36680344088877,78.44,0.0833,783.286,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,1.3328,78.4701703264628,9.80877129080785
l1_matrix_add,64,16,8192,16384,2,16,1,32,256,32.0,256.0,4.0111614288048845,18.8,0.0833,1633.841,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,32000000000.0,32.0,5.3312,18.809843134776806,12.534879465015264
l1_matrix_add,64,32,8192,16384,2,16,1,32,256,64.0,256.0,4.939254167797173,23.15,0.0833,1326.84,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,64000000000.0,64.0,5.3312,23.162018719036862,7.717584637183082
l1_matrix_add,64,64,8192,16384,2,16,1,32,256,128.0,256.0,13.679809464567883,64.12,0.0833,479.071,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,128000000000.0,85.2992,5.3312,64.1497667718707,16.037441692967676
l1_matrix_add,32,16,8192,16384,2,1,1,64,32,32.0,128.0,4.939254167797173,46.31,0.0833,1326.84,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,32000000000.0,21.3248,10.6624,46.324037438073724,23.162018719036862
l1_matrix_add,32,32,8192,16384,2,1,1,64,32,64.0,128.0,4.662128034943197,43.71,0.0833,1405.71,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,10.6624,43.72494030371396,21.86247015185698
l1_matrix_add,32,64,8192,16384,2,1,1,64,32,128.0,128.0,4.66223416742668,43.71,0.0833,1405.678,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,10.6624,43.725935693902684,21.862967846951342
l1_matrix_add,64,16,8192,16384,2,1,1,64,32,32.0,256.0,5.842336435351058,27.39,0.0833,1121.743,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,32.0,27.396910805030096,27.396910805030096
l1_matrix_add,64,32,8192,16384,2,1,1,64,32,64.0,256.0,5.957227874692418,27.92,0.0833,1100.109,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,42.6496,27.935679934594546,27.935679934594546
l1_matrix_add,64,64,8192,16384,2,1,1,64,32,128.0,256.0,5.692619729075915,26.68,0.0833,1151.245,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,42.6496,26.694832913208636,26.694832913208636
l1_matrix_add,32,16,8192,16384,2,2,1,64,32,32.0,128.0,4.586282162444356,43.0,0.0833,1428.957,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,32000000000.0,21.3248,10.6624,43.01360071320112,21.50680035660056
l1_matrix_add,32,32,8192,16384,2,2,1,64,32,64.0,128.0,4.673361709895881,43.81,0.0833,1402.331,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,10.6624,43.8302981495337,21.91514907476685
l1_matrix_add,32,64,8192,16384,2,2,1,64,32,128.0,128.0,4.586327096322247,43.0,0.0833,1428.943,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,10.6624,43.014022136875816,21.507011068437908
l1_matrix_add,64,16,8192,16384,2,2,1,64,32,32.0,256.0,5.842263520530739,27.39,0.0833,1121.757,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,32.0,27.396568880039858,27.396568880039858
l1_matrix_add,64,32,8192,16384,2,2,1,64,32,64.0,256.0,5.9755819572729845,28.01,0.0833,1096.73,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,42.6496,28.02174912436686,28.02174912436686
l1_matrix_add,64,64,8192,16384,2,2,1,64,32,128.0,256.0,5.709377226958548,26.76,0.0833,1147.866,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,42.6496,26.77341511741516,26.77341511741516
l1_matrix_add,32,16,8192,16384,2,4,1,64,32,32.0,128.0,4.586230810519163,43.0,0.0833,1428.973,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,32000000000.0,21.3248,10.6624,43.013119096255664,21.506559548127832
l1_matrix_add,32,32,8192,16384,2,4,1,64,32,64.0,128.0,4.686649670505702,43.94,0.0833,1398.355,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,10.6624,43.95492263004297,21.977461315021486
l1_matrix_add,32,64,8192,16384,2,4,1,64,32,128.0,128.0,5.842336435351058,54.77,0.0833,1121.743,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,10.6624,54.79382161006019,27.396910805030096
l1_matrix_add,64,16,8192,16384,2,4,1,64,32,32.0,256.0,5.842180191536078,27.39,0.0833,1121.773,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,32.0,27.396178119072992,27.396178119072992
l1_matrix_add,64,32,8192,16384,2,4,1,64,32,64.0,256.0,5.997324191904126,28.11,0.0833,1092.754,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,42.6496,28.123706632203476,28.123706632203476
l1_matrix_add,64,64,8192,16384,2,4,1,64,32,128.0,256.0,5.842336435351058,27.39,0.0833,1121.743,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,42.6496,27.396910805030096,27.396910805030096
l1_matrix_add,32,16,8192,16384,2,8,1,64,32,32.0,128.0,4.586012577665723,42.99,0.0833,1429.041,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,32000000000.0,21.3248,10.6624,43.01107234455397,21.505536172276987
l1_matrix_add,32,32,8192,16384,2,8,1,64,32,64.0,128.0,4.720800957183886,44.26,0.0833,1388.239,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,10.6624,44.27521906122342,22.13760953061171
l1_matrix_add,32,64,8192,16384,2,8,1,64,32,128.0,128.0,4.720909777864541,44.26,0.0833,1388.207,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,10.6624,44.27623966334541,22.138119831672704
l1_matrix_add,64,16,8192,16384,2,8,1,64,32,32.0,256.0,5.842336435351058,27.39,0.0833,1121.743,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,32.0,27.396910805030096,27.396910805030096
l1_matrix_add,64,32,8192,16384,2,8,1,64,32,64.0,256.0,6.053362250355152,28.38,0.0833,1082.638,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,42.6496,28.386490144597616,28.386490144597616
l1_matrix_add,64,64,8192,16384,2,8,1,64,32,128.0,256.0,5.780340702820845,27.1,0.0833,1133.774,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,42.6496,27.10618952028082,27.10618952028082
l1_matrix_add,32,32,8192,16384,2,16,1,64,32,64.0,128.0,4.762136596063477,44.65,0.0833,1376.189,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,10.6624,44.66289574639365,22.331447873196826
l1_matrix_add,32,64,8192,16384,2,16,1,64,32,128.0,128.0,5.842336435351058,54.77,0.0833,1121.743,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,10.6624,54.79382161006019,27.396910805030096
l1_matrix_add,64,16,8192,16384,2,16,1,64,32,32.0,256.0,5.788703830635189,27.13,0.0833,1132.136,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,32.0,27.14540736905007,27.14540736905007
l1_matrix_add,64,32,8192,16384,2,16,1,64,32,64.0,256.0,4.586327096322247,21.5,0.0833,1428.943,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,42.6496,21.507011068437908,21.507011068437908
l1_matrix_add,64,64,8192,16384,2,16,1,64,32,128.0,256.0,5.856982245665086,27.45,0.0833,1118.938,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,42.6496,27.465590512760194,27.465590512760194
l1_matrix_add,32,16,8192,16384,2,1,1,64,64,32.0,128.0,5.842336435351058,54.77,0.0833,1121.743,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,5.3312,54.79382161006019,18.257301360472056
l1_matrix_add,32,32,8192,16384,2,1,1,64,64,64.0,128.0,6.429239225658097,60.27,0.0833,1019.343,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,5.3312,60.2982370353588,15.0745592588397
l1_matrix_add,32,64,8192,16384,2,1,1,64,64,128.0,128.0,6.578981711442746,61.68,0.0833,996.142,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,5.3312,61.7026345986152,15.4256586496538
l1_matrix_add,64,16,8192,16384,2,1,1,64,64,32.0,256.0,8.045738530685306,37.71,0.0833,814.543,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,21.3248,37.72949115905099,25.14293290839158
l1_matrix_add,64,32,8192,16384,2,1,1,64,64,64.0,256.0,9.202646097764074,43.14,0.0833,712.143,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,21.3248,43.15466544944888,21.57733272472444
l1_matrix_add,64,64,8192,16384,2,1,1,64,64,128.0,256.0,9.512556935126614,44.59,0.0833,688.942,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,21.3248,44.607953814931975,22.303976907465987
l1_matrix_add,32,16,8192,16384,2,2,1,64,64,32.0,128.0,5.842263520530739,54.77,0.0833,1121.757,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,5.3312,54.793137760079716,18.25707350165856
l1_matrix_add,32,32,8192,16384,2,2,1,64,64,64.0,128.0,6.42915092553443,60.27,0.0833,1019.357,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,5.3312,60.29740889044147,15.074352222610367
l1_matrix_add,32,64,8192,16384,2,2,1,64,64,128.0,128.0,4.586282162444356,43.0,0.0833,1428.957,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,5.3312,43.01360071320112,10.75340017830028
l1_matrix_add,64,16,8192,16384,2,2,1,64,64,32.0,256.0,8.045600246514363,37.71,0.0833,814.557,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,21.3248,37.72884269261312,25.142500770357383
l1_matrix_add,64,32,8192,16384,2,2,1,64,64,64.0,256.0,9.202465186749551,43.14,0.0833,712.157,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,21.3248,43.15381708972441,21.576908544862206
l1_matrix_add,64,64,8192,16384,2,2,1,64,64,128.0,256.0,5.842263520530739,27.39,0.0833,1121.757,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,21.3248,27.396568880039858,13.698284440019929
l1_matrix_add,32,16,8192,16384,2,4,1,64,64,32.0,128.0,5.842180191536078,54.77,0.0833,1121.773,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,5.3312,54.792356238145985,18.256813098550243
l1_matrix_add,32,32,8192,16384,2,4,1,64,64,64.0,128.0,6.429050014077281,60.27,0.0833,1019.373,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,5.3312,60.29646246696129,15.074115616740322
l1_matrix_add,32,64,8192,16384,2,4,1,64,64,128.0,128.0,6.610616567898123,61.97,0.0833,991.375,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,5.3312,61.99933005606732,15.49983251401683
l1_matrix_add,64,16,8192,16384,2,4,1,64,64,32.0,256.0,5.842263520530739,27.39,0.0833,1121.757,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,21.3248,27.396568880039858,18.25707350165856
l1_matrix_add,64,32,8192,16384,2,4,1,64,64,64.0,256.0,9.202258440013875,43.14,0.0833,712.173,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,21.3248,43.152847576595676,21.576423788297838
l1_matrix_add,64,64,8192,16384,2,4,1,64,64,128.0,256.0,5.842263520530739,27.39,0.0833,1121.757,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,21.3248,27.396568880039858,13.698284440019929
l1_matrix_add,32,16,8192,16384,2,8,1,64,64,32.0,128.0,5.840789989661689,54.76,0.0833,1122.04,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,5.3312,54.77931788023043,18.25246871769278
l1_matrix_add,32,32,8192,16384,2,8,1,64,64,64.0,128.0,5.842263520530739,54.77,0.0833,1121.757,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,5.3312,54.793137760079716,13.698284440019929
l1_matrix_add,32,64,8192,16384,2,8,1,64,64,128.0,128.0,6.629628580561883,62.15,0.0833,988.532,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,5.3312,62.177638998367,15.54440974959175
l1_matrix_add,64,16,8192,16384,2,8,1,64,64,32.0,256.0,8.040842217366286,37.69,0.0833,815.039,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,21.3248,37.70653050610691,25.127631929269644
l1_matrix_add,64,32,8192,16384,2,8,1,64,64,64.0,256.0,9.196241014033754,43.11,0.0833,712.639,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,21.3248,43.12462960512527,21.562314802562636
l1_matrix_add,64,64,8192,16384,2,8,1,64,64,128.0,256.0,5.842263520530739,27.39,0.0833,1121.757,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,21.3248,27.396568880039858,13.698284440019929
l1_matrix_add,32,16,8192,16384,2,16,1,64,64,32.0,128.0,5.788836773811734,54.27,0.0833,1132.11,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,5.3312,54.29206157911665,18.090114918161667
l1_matrix_add,32,32,8192,16384,2,16,1,64,64,64.0,128.0,6.364349697398168,59.67,0.0833,1029.736,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,5.3312,59.68965427481775,14.922413568704437
l1_matrix_add,64,32,8192,16384,2,16,1,64,64,64.0,256.0,8.944635143342639,41.93,0.0833,732.685,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,21.3248,41.94475513647321,20.972377568236606
l1_matrix_add,64,64,8192,16384,2,16,1,64,64,128.0,256.0,9.342466339265986,43.79,0.0833,701.485,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,21.3248,43.810335099349054,21.905167549674527
l1_matrix_add,32,32,8192,16384,2,1,1,64,128,64.0,128.0,7.569913935197859,70.97,0.0833,865.743,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,64000000000.0,64.0,2.6656,70.99634167915158,11.827990523746655
l1_matrix_add,32,64,8192,16384,2,1,1,64,128,128.0,128.0,8.045738530685306,75.43,0.0833,814.543,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,2.6656,75.45898231810197,9.432372789762747
l1_matrix_add,64,64,8192,16384,2,1,1,64,128,128.0,256.0,12.917493687702406,60.55,0.0833,507.343,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,128000000000.0,85.2992,10.6624,60.574981653766535,15.143745413441634
l1_matrix_add,32,64,8192,16384,2,2,1,64,128,128.0,128.0,8.033824046798594,75.32,0.0833,815.751,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,2.6656,75.34723933447061,9.418404916808827
l1_matrix_add,64,32,8192,16384,2,2,1,64,128,64.0,256.0,11.708063049463068,54.88,0.0833,559.751,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,64000000000.0,64.0,10.6624,54.90350694713698,18.293848514786042
l1_matrix_add,32,64,8192,16384,2,4,1,64,128,128.0,128.0,8.01604775184696,75.15,0.0833,817.56,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,2.6656,75.18051988151785,9.397564985189732
l1_matrix_add,64,32,8192,16384,2,4,1,64,128,64.0,256.0,11.67034689080419,54.7,0.0833,561.56,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,64000000000.0,64.0,10.6624,54.72664170732757,18.234917016881546
l1_matrix_add,32,32,8192,16384,2,8,1,64,128,64.0,128.0,7.479570874229628,70.12,0.0833,876.2,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,64000000000.0,64.0,2.6656,70.14903656052697,11.686829490983794
l1_matrix_add,32,64,8192,16384,2,8,1,64,128,128.0,128.0,7.9436612889540745,74.47,0.0833,825.01,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,2.6656,74.50162523403806,9.312703154254757
l1_matrix_add,64,16,8192,16384,2,8,1,64,128,32.0,256.0,9.758058632329227,45.74,0.0833,671.609,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,32000000000.0,32.0,10.6624,45.759203520451436,30.493933226028837
l1_matrix_add,32,16,8192,16384,2,16,1,64,128,32.0,128.0,5.840789989661689,54.76,0.0833,1122.04,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,32000000000.0,32.0,2.6656,54.77931788023043,18.25246871769278
l1_matrix_add,32,32,8192,16384,2,16,1,64,128,64.0,128.0,7.2939180992362855,68.38,0.0833,898.502,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,64000000000.0,64.0,2.6656,68.40784531846757,11.396747030056696
l1_matrix_add,32,64,8192,16384,2,16,1,64,128,128.0,128.0,7.734668394503967,72.51,0.0833,847.302,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,2.6656,72.54153281159934,9.067691601449917
l1_matrix_add,64,16,8192,16384,2,16,1,64,128,32.0,256.0,9.364011367809212,43.89,0.0833,699.871,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,32000000000.0,32.0,10.6624,43.91136783373918,29.262535524403788
l1_matrix_add,64,32,8192,16384,2,16,1,64,128,64.0,256.0,10.96890058262242,51.42,0.0833,597.471,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,64000000000.0,64.0,10.6624,51.43729639960243,17.13890716034753
l1_matrix_add,64,64,8192,16384,2,16,1,64,128,128.0,256.0,11.996975859966941,56.24,0.0833,546.271,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,128000000000.0,85.2992,10.6624,56.258327674664905,14.064581918666226
l1_matrix_add,32,16,8192,16384,2,1,1,64,256,32.0,128.0,7.306726188418902,68.5,0.0833,896.927,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,32000000000.0,32.0,1.3328,68.52796920410886,22.83351933880907
l1_matrix_add,32,32,8192,16384,2,1,1,64,256,64.0,128.0,8.242796231778334,77.28,0.0833,795.07,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,64000000000.0,64.0,1.3328,77.30713752793305,12.879369112153647
l1_matrix_add,32,64,8192,16384,2,1,1,64,256,128.0,128.0,8.81657736097303,82.66,0.0833,743.327,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,128000000000.0,128.0,1.3328,82.6884881543839,6.8879510632601795
l1_matrix_add,64,16,8192,16384,2,1,1,64,256,32.0,256.0,11.112938698753833,52.09,0.0833,589.727,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,32000000000.0,32.0,5.3312,52.112745248508,34.72793343360573
l1_matrix_add,64,32,8192,16384,2,1,1,64,256,64.0,256.0,13.448054386479717,63.04,0.0833,487.327,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,64000000000.0,64.0,5.3312,63.06298012867514,21.012584978874557
l1_matrix_add,64,64,8192,16384,2,1,1,64,256,128.0,256.0,15.026815583534155,70.44,0.0833,436.127,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,128000000000.0,128.0,5.3312,70.46638460165701,11.739699674636059
l1_matrix_add,32,16,8192,16384,2,2,1,64,256,32.0,128.0,7.279076431635372,68.24,0.0833,900.334,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,32000000000.0,32.0,1.3328,68.26864900618408,22.747113848860536
l1_matrix_add,32,32,8192,16384,2,2,1,64,256,64.0,128.0,5.840789989661689,54.76,0.0833,1122.04,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,64000000000.0,64.0,1.3328,54.77931788023043,9.12623435884639
l1_matrix_add,32,64,8192,16384,2,2,1,64,256,128.0,128.0,8.7763514183096,82.28,0.0833,746.734,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,128000000000.0,128.0,1.3328,82.31121903426622,6.856524545554375
l1_matrix_add,64,16,8192,16384,2,2,1,64,256,32.0,256.0,5.840789989661689,27.38,0.0833,1122.04,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,32000000000.0,32.0,5.3312,27.389658940115215,18.25246871769278
l1_matrix_add,64,32,8192,16384,2,2,1,64,256,64.0,256.0,13.354689098371015,62.6,0.0833,490.734,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,64000000000.0,64.0,5.3312,62.625155210698416,20.866701716204712
l1_matrix_add,64,64,8192,16384,2,2,1,64,256,128.0,256.0,4.586012577665723,21.5,0.0833,1429.041,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,128000000000.0,128.0,5.3312,21.505536172276987,3.5828223263013457
l1_matrix_add,32,16,8192,16384,2,4,1,64,256,32.0,128.0,7.246815916987158,67.94,0.0833,904.342,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,32000000000.0,32.0,1.3328,67.96608565601701,22.64629974058487
l1_matrix_add,32,32,8192,16384,2,4,1,64,256,64.0,128.0,8.172162076559154,76.61,0.0833,801.942,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,64000000000.0,64.0,1.3328,76.64467733867754,12.769003244623677
l1_matrix_add,32,64,8192,16384,2,4,1,64,256,128.0,128.0,8.729496951016463,81.84,0.0833,750.742,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,128000000000.0,128.0,1.3328,81.87178262883087,6.819919492981612
l1_matrix_add,64,16,8192,16384,2,4,1,64,256,32.0,256.0,10.974943983173182,51.45,0.0833,597.142,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,32000000000.0,32.0,5.3312,51.465636175594526,34.296699947416194
l1_matrix_add,64,32,8192,16384,2,4,1,64,256,64.0,256.0,4.586012577665723,21.5,0.0833,1429.041,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,64000000000.0,64.0,5.3312,21.505536172276987,7.165644652602691
l1_matrix_add,64,64,8192,16384,2,4,1,64,256,128.0,256.0,14.775601859575872,69.26,0.0833,443.542,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,128000000000.0,128.0,5.3312,69.28834905638446,11.54343895279365
l1_matrix_add,32,16,8192,16384,2,8,1,64,256,32.0,128.0,4.662128034943197,43.71,0.0833,1405.71,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,32000000000.0,32.0,1.3328,43.72494030371396,14.56915010919749
l1_matrix_add,32,32,8192,16384,2,8,1,64,256,64.0,128.0,8.069008143374614,75.65,0.0833,812.194,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,64000000000.0,64.0,1.3328,75.67722223303022,12.607825224022834
l1_matrix_add,32,64,8192,16384,2,8,1,64,256,128.0,128.0,8.611894443320185,80.74,0.0833,760.994,6553600,78643200,10.6624,128000000000.0,2048000000000.0,128000000000.0,128000000000.0,128.0,1.3328,80.76881793330006,6.728042533843895
l1_matrix_add,64,16,8192,16384,2,8,1,64,256,32.0,256.0,10.786505018318758,50.56,0.0833,607.574,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,32000000000.0,32.0,5.3312,50.58197506339454,33.70782818224612
l1_matrix_add,64,32,8192,16384,2,8,1,64,256,64.0,256.0,12.972467947893184,60.81,0.0833,505.193,6553600,78643200,21.3248,256000000000.0,2048000000000.0,256000000000.0,64000000000.0,64.0,5.3312,60.83277661639587,20.269481168583102
