Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes,Roofline (GFLOP/s),Vector Bandwidth,Bank Bandwidth,Bandwidth,Compute,Roofline (GFLOP/s) v2,Roofline (GFLOP/s) v3,Performance % of Roofline,Performance % of Roofline Bank
l1_matrix_add,16,32,8192,16384,2,1,1,32,32,64.0,64.0,6.429050014077281,120.54,0.0833,1019.373,6553600,78643200,5.3312,64000000000.0,128000000000.0,64000000000.0,64000000000.0,10.6624,2.6656,120.59292493392257,60.29646246696129
l1_matrix_add,16,32,8192,16384,2,8,1,64,64,64.0,64.0,6.427366521517398,120.51,0.0833,1019.64,6553600,78643200,5.3312,64000000000.0,512000000000.0,64000000000.0,64000000000.0,42.6496,1.3328,120.56134681717809,15.070168352147261
