,compiler,cluster,source_file,name,median_ns,mean_ns,variance_ns,impl,kernel,median_cpp_ns,median_kernel_ns,median_kernel_cpp_ns,num_impls,norm_runtime,speedup_over_median,norm_cpp_runtime,speedup_over_cpp_median
1082,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s233,179970000.0,182831100.0,79639129433333.31,dace,s233,198880384.0,189425192.0,198880384.0,2,0.9500848229310492,1.0525376007112297,0.9049157909912322,1.1050752014224594
1083,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s123,180405042.0,180392273.54545453,21709546363.871796,cpp,s123,180405042.0,166403021.0,180405042.0,2,1.0841452331565542,0.9223856448535401,1.0,1.0
1084,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s244,180532281.0,180551307.9090909,14802566387.291452,cpp,s244,180532281.0,178883640.5,180532281.0,2,1.0092162731896102,0.9908678908233591,1.0,1.0
1085,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s1112,180821318.0,181092210.1818182,312802449554.76117,cpp,s1112,180821318.0,169894409.0,180821318.0,2,1.0643158834026138,0.9395706815940806,1.0,1.0
1086,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s261,180824771.0,180810005.9090909,1787448118.4908547,cpp,s261,180824771.0,180055385.5,180824771.0,2,1.0042730490835554,0.9957451321755026,1.0,1.0
1087,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s453,180947000.0,181044700.0,142489122222.22205,dace,s453,181297297.0,181122148.5,181297297.0,2,0.9990329813253072,1.0009679547049688,0.998067831094029,1.0019359094099378
1088,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s453,181297297.0,181312800.0,150282895385.00134,cpp,s453,181297297.0,181122148.5,181297297.0,2,1.0009670186746928,0.9990339155470145,1.0,1.0
1089,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s111,181430798.0,181624657.36363637,442544550020.0565,cpp,s111,181430798.0,183395899.0,181430798.0,2,0.9892849239774986,1.0108311324298975,1.0,1.0
1090,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s244,181650000.0,181649909.0909091,2036690909.0909226,dace,s244,212833250.0,197241625.0,212833250.0,2,0.920951650038373,1.0858333333333334,0.8534850640113798,1.1716666666666666
1091,llvm,intel_xeon,runtimes_v7f_.csv,dace_s221,182224000.0,374784909.09090906,4.0724477202509094e+17,dace,s221,194158959.0,188191479.5,194158959.0,2,0.9682903842625883,1.0327480436166476,0.9385299598768451,1.0654960872332953
1092,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s253,182482959.0,181743853.36363637,9288538470165.059,cpp,s253,182482959.0,193527479.5,182482959.0,2,0.9429304792862763,1.060523571957204,1.0,1.0
1093,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s241,182568527.0,204214676.45454547,1813164944296732.5,cpp,s241,182568527.0,173637763.5,182568527.0,2,1.0514333018347128,0.9510826775745417,1.0,1.0
1094,llvm,intel_xeon,runtimes_v7f_.csv,dace_s233,182610000.0,183213909.0909091,2095057690909.0776,dace,s233,175081120.0,178845560.0,175081120.0,2,1.0210485516106746,0.9793853567712612,1.043002238048283,0.9587707135425223
1095,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s212,182635205.0,182609814.63636363,5332355164.45454,cpp,s212,182635205.0,181083102.5,182635205.0,2,1.0085712166324299,0.9915016247825823,1.0,1.0
1096,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s233,182814499.0,184286757.36363637,9188526775984.059,cpp,s233,182814499.0,190216749.5,182814499.0,2,0.9610851803563176,1.0404905001544762,1.0,1.0
1097,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s111,183076000.0,183079636.36363637,8128054545.454872,dace,s111,183222456.0,183149228.0,183222456.0,2,0.9996001730348544,1.00039998689069,0.99920066566513,1.0007999737813804
1098,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s111,183222456.0,183251909.45454547,10408179976.671812,cpp,s111,183222456.0,183149228.0,183222456.0,2,1.0003998269651455,0.999600332832565,1.0,1.0
1099,intel,amd_epyc,runtimes_v7f_default.csv,dace_s451,183710000.0,183746545.45454547,240754872727.2724,dace,s451,191821565.0,187765782.5,191821565.0,2,0.9783997784580372,1.0220770916117794,0.9577129662142002,1.0441541832235588
1100,intel,amd_epyc,runtimes_v7f_default.csv,dace_s113,183904000.0,183610090.9090909,454391290909.08923,dace,s113,197609836.0,190756918.0,197609836.0,2,0.9640751272779527,1.0372635614233514,0.9306419342405607,1.0745271228467026
1101,llvm,intel_xeon,runtimes_v7f_.csv,dace_s1213,184538000.0,184546818.1818182,4037763636.3634224,dace,s1213,185205424.0,184800712.0,185063424.0,2,0.998578403745544,1.0014236200674116,0.9971608436251563,1.0028472401348232
1102,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s212,184920000.0,184859818.1818182,163329963636.36322,dace,s212,190831156.0,187875578.0,190831156.0,2,0.9842684289705818,1.0159830088687,0.9690241566214691,1.0319660177374
1103,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s291,185039500.0,185022700.0,119483122222.2239,dace,s291,190339398.0,187689449.0,190339398.0,2,0.9858812042226199,1.0143209909235595,0.9721555387077562,1.028641981847119
1104,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s1213,185056000.0,186268200.0,4970851733333.317,dace,s1213,186304165.0,185680082.5,186304165.0,2,0.9966389367583354,1.003372398084904,0.9933003913251215,1.0067447961698082
1105,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s1213,185063424.0,185074091.36363637,8665760715.854832,cpp,s1213,185063424.0,184800712.0,185063424.0,2,1.001421596254456,0.9985804218125781,1.0,1.0
1106,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s111,185361000.0,187560100.0,27495655211111.12,dace,s111,181582302.0,183395899.0,181430798.0,2,1.0107150760225014,0.9893985196454486,1.0216622648597953,0.9787970392908972
1107,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s221,186047238.0,186057923.0909091,4030706408.691255,cpp,s221,186047238.0,182910119.0,186047238.0,2,1.017151150615128,0.9831380512082636,1.0,1.0
1108,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s261,186124000.0,186439909.0909091,3997557690909.0874,dace,s261,191778511.0,188951255.5,191778511.0,2,0.9850371171521536,1.015190171606026,0.9705154087884226,1.0303803432120522
1109,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s1213,186304165.0,186328262.9090909,31586308149.09079,cpp,s1213,186304165.0,185680082.5,186304165.0,2,1.0033610632416645,0.9966501956625607,1.0,1.0
1110,gcc,arm,runtimes_v8f_intrinsic_neon.csv,dace_s322,186533000.0,186815636.36363637,944966254545.4678,dace,s322,103822327.0,145133079.5,103733159.0,2,1.2852548891171292,0.7780557836951103,1.7982003228109538,0.5561115673902205
1111,intel,intel_xeon,runtimes_v7f_default.csv,dace_s1213,187199000.0,321556454.54545456,1.981736901040727e+17,dace,s1213,191510191.0,189354595.5,191510191.0,2,0.9886160909149945,1.0115149947382198,0.977488451254273,1.0230299894764394
1112,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s3113,187949693.0,188075384.27272728,152872516884.21692,cpp,s3113,187949693.0,266109346.5,187949693.0,2,0.7062874546572907,1.4158541163459097,1.0,1.0
1113,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s2244,188215970.0,188295155.0909091,53085295715.88849,cpp,s2244,188215970.0,158052485.0,188215970.0,2,1.1908447374301012,0.8397400337495272,1.0,1.0
1114,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s221,188343000.0,188884181.8181818,3170400763636.358,dace,s221,249981475.0,219162237.5,249981475.0,2,0.8593770630763888,1.1636335701353382,0.753427829002129,1.3272671402706764
1115,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s453,188795707.0,188793135.63636363,65685458108.45681,cpp,s453,188795707.0,193715353.5,188795707.0,2,0.9746037347524961,1.026058042199021,1.0,1.0
1116,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s000,189131000.0,189293909.0909091,923024290909.0914,dace,s000,269686275.0,229408637.5,269686275.0,2,0.824428417609167,1.2129615848274475,0.7013000568901773,1.4259231696548953
1117,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s1113,189150500.0,189173900.0,46713433333.33253,dace,s1113,190794071.0,189972285.5,190794071.0,2,0.9956741821690617,1.0043446118302621,0.9913856285397883,1.0086892236605243
1118,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s244,189163000.0,190388400.0,9183955822222.22,dace,s244,220971945.0,205067472.5,220971945.0,2,0.9224427340615904,1.0840781363162986,0.85604984831898,1.1681562726325974
1119,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s453,189239674.0,189253611.63636363,369609685079.45624,cpp,s453,189239674.0,195248837.0,189239674.0,2,0.969223053553963,1.0317542451484036,1.0,1.0
1120,intel,intel_xeon,runtimes_v7f_default.csv,dace_s1113,190089500.0,190125600.0,25752933333.334446,dace,s1113,191549010.0,190819255.0,191549010.0,2,0.9961756742001744,1.0038390074149282,0.9923804878970661,1.0076780148298565
1121,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s291,190339398.0,190409887.0909091,33698431713.0906,cpp,s291,190339398.0,187689449.0,190339398.0,2,1.01411879577738,0.986077769353878,1.0,1.0
1122,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s1113,190794071.0,190706306.1818182,44103984667.767105,cpp,s1113,190794071.0,189972285.5,190794071.0,2,1.0043258178309382,0.9956928142698942,1.0,1.0
1123,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s212,190831156.0,190862134.72727272,3449209997.6185036,cpp,s212,190831156.0,187875578.0,190831156.0,2,1.0157315710294181,0.9845120783107345,1.0,1.0
1124,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s1213,191510191.0,191387558.72727272,144400622001.01724,cpp,s1213,191510191.0,189354595.5,191510191.0,2,1.0113839090850056,0.9887442256271365,1.0,1.0
1125,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s1113,191549010.0,191591758.8181818,30381442079.56422,cpp,s1113,191549010.0,190819255.0,191549010.0,2,1.0038243257998256,0.9961902439485331,1.0,1.0
1126,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s261,191778511.0,191866503.8181818,56568741678.56482,cpp,s261,191778511.0,188951255.5,191778511.0,2,1.0149628828478465,0.9852577043942113,1.0,1.0
1127,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s451,191821565.0,191425415.9090909,662017518530.2908,cpp,s451,191821565.0,187765782.5,191821565.0,2,1.0216002215419628,0.9788564831071,1.0,1.0
1128,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s1113,191979000.0,191950818.1818182,46606163636.36368,dace,s1113,192070538.0,192011752.0,192044504.0,2,0.9998294271071492,1.0001706019929264,0.9996589123945979,1.0003412039858526
1129,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s1113,192044504.0,192025057.27272728,53526772414.62417,cpp,s1113,192044504.0,192011752.0,192044504.0,2,1.000170572892851,0.9998294561972989,1.0,1.0
1130,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s2244,192255174.0,192250858.0909091,7659060384.890226,cpp,s2244,192255174.0,163354837.0,192255174.0,2,1.1769175466778494,0.8496771951635487,1.0,1.0
1131,intel,amd_epyc,runtimes_v7f_default.csv,dace_s123,192622000.0,192552272.72727272,528234418181.8164,dace,s123,212824758.0,202723379.0,212824758.0,2,0.9501716129149564,1.0524414604769965,0.9050732715974709,1.1048829209539928
1132,gcc,amd_epyc,runtimes_v7f_default.csv,dace_s113,192700500.0,192754300.0,104663566666.66634,dace,s113,197932938.0,195316719.0,197932938.0,2,0.9866052480637871,1.0135766072220882,0.9735645918619164,1.0271532144441764
1133,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s000,192922908.0,195457599.72727272,31043609866564.562,cpp,s000,192922908.0,131942954.0,192922908.0,2,1.4621690825566933,0.6839154321683768,1.0,1.0
1134,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s2244,192982076.0,193213275.8181818,502146972940.75977,cpp,s2244,192982076.0,159485038.0,192982076.0,2,1.2100324796611956,0.8264240975415769,1.0,1.0
1135,gcc,arm,runtimes_v8f_.csv,cpp_s000,193184906.0,195706381.9090909,22000963376438.305,cpp,s000,193184906.0,139963453.0,193184906.0,2,1.3802525006295752,0.7245051173925565,1.0,1.0
1136,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s221,194158959.0,194244708.45454547,188249260786.4729,cpp,s221,194158959.0,188191479.5,194158959.0,2,1.0317096157374117,0.9692649799384225,1.0,1.0
1137,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s291,194238314.0,194367597.0,117579108966.99834,cpp,s291,194238314.0,194238314.0,194238314.0,1,1.0,1.0,1.0,1.0
1138,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s291,194486107.0,194690459.36363637,438201159872.44696,cpp,s291,194486107.0,194733553.5,194486107.0,2,0.998729307325047,1.001272309389174,1.0,1.0
1139,gcc,amd_epyc,runtimes_v7f_default.csv,dace_s254,194768000.0,194788454.54545453,313998072727.2716,dace,s254,237535653.0,216019185.0,237270370.0,2,0.9016236219945002,1.109110249116898,0.8208694579099783,1.218220498233796
1140,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s291,194981000.0,195285100.0,831565877777.7657,dace,s291,194486107.0,194733553.5,194486107.0,2,1.0012706926749528,0.9987309199357887,1.002544618778348,0.9974618398715772
1141,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s451,194996257.0,194912805.1818182,378104825075.76404,cpp,s451,194996257.0,204316628.5,194996257.0,2,0.9543827070345379,1.0477976943936929,1.0,1.0
1142,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s222,197491492.0,197453432.8181818,29227736002.564873,cpp,s222,197491492.0,139371246.0,197491492.0,2,1.4170174814968648,0.7057075957479728,1.0,1.0
1143,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s113,197609836.0,197665572.8181818,16802138091.964289,cpp,s113,197609836.0,190756918.0,197609836.0,2,1.0359248727220471,0.9653209671202804,1.0,1.0
1144,intel,intel_xeon,runtimes_v7f_default.csv,dace_s233,197619000.0,198173909.0909091,3313843090909.1255,dace,s233,182814499.0,190216749.5,182814499.0,2,1.0389148196436824,0.9625428197693542,1.0809810003089526,0.9250856395387084
1145,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s113,197932938.0,197939414.54545453,39691023206.87174,cpp,s113,197932938.0,195316719.0,197932938.0,2,1.013394751936213,0.9867822959309582,1.0,1.0
1146,intel,amd_epyc,runtimes_v7f_default.csv,dace_s254,198027000.0,198145272.72727272,92401418181.81842,dace,s254,218108809.0,208067904.5,218108809.0,2,0.9517421751128368,1.0507047246082606,0.9079275656399555,1.101409449216521
1147,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s254,198230500.0,198072000.0,279816666666.67914,dace,s254,239741251.0,218985875.5,239741251.0,2,0.9052204830443505,1.1047032394106862,0.8268518628861247,1.209406478821372
1148,intel,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s453,198635000.0,198637454.54545453,635515272727.2722,dace,s453,188795707.0,193715353.5,188795707.0,2,1.025396265247504,0.9752327308883127,1.052116084398042,0.9504654617766255
1149,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s233,198880384.0,200383420.0,10657880696772.176,cpp,s233,198880384.0,189425192.0,198880384.0,2,1.0499151770689508,0.9524578954956161,1.0,1.0
1150,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s123,200880000.0,200823272.72727272,495054818181.8166,dace,s123,220419732.0,210649866.0,220419732.0,2,0.9536203550207812,1.0486353345280766,0.9113521651500783,1.097270669056153
1151,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s124,201055938.0,201145533.9090909,83451744901.48943,cpp,s124,201055938.0,201158969.0,201055938.0,2,0.9994878130440209,1.0005124494258906,1.0,1.0
1152,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s453,201258000.0,201374272.72727272,95723018181.81725,dace,s453,189239674.0,195248837.0,189239674.0,2,1.030776946446037,0.9701419918711306,1.0635084902968075,0.9402839837422612
1153,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s124,201262000.0,358959181.8181818,2.7263857935976365e+17,dace,s124,201055938.0,201158969.0,201055938.0,2,1.000512186955979,0.9994880752452028,1.0010248988517811,0.9989761504904056
1154,gcc,arm,runtimes_v8f_intrinsic_sve.csv,dace_s151,201904500.0,202861900.0,13707744544444.441,dace,s151,209704307.0,205804403.5,209704307.0,2,0.9810504370476213,1.0193155848433293,0.9628056900137965,1.0386311696866588
1155,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s161,203662746.0,203618871.27272728,303854243836.4215,cpp,s161,203662746.0,309165873.0,203662746.0,2,0.65874911750043,1.5180285991037359,1.0,1.0
1156,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s253,204572000.0,219370181.8181818,1221667905363636.5,dace,s253,182482959.0,193527479.5,182482959.0,2,1.0570695207137237,0.9460115729425337,1.1210471439144079,0.8920231458850674
1157,gcc,arm,runtimes_v8f_intrinsic_neon.csv,dace_s1421,204714000.0,217023000.0,973472343999999.8,dace,s1421,208009319.0,206361659.5,208009319.0,2,0.9920156704302914,1.008048592182264,0.9841578299672237,1.0160971843645281
1158,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s272,205355000.0,205361400.0,26063377777.778248,dace,s272,224064837.0,214709918.5,224064837.0,2,0.956429965763319,1.0455548610942027,0.9164981116604208,1.0911097221884054
1159,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s1421,205812000.0,207809100.0,21339993433333.348,dace,s1421,215098746.0,206926921.0,208041842.0,2,0.9946120060424617,1.0054171816998037,0.9892817618871111,1.0108343633996073
1160,intel,intel_xeon,runtimes_v7f_default.csv,dace_s243,206326000.0,4747254272.727273,1.4790936282262644e+20,dace,s243,207976777.0,207151388.5,207976777.0,2,0.9960155299659023,1.0040004095460582,0.9920626859218998,1.0080008190921164
1161,graceclang,arm,runtimes_v8f_.csv,dace_s1421,206364500.0,209309500.0,39124103166666.68,dace,s1421,212386023.0,209375261.5,212386023.0,2,0.985620261541739,1.0145895321142928,0.9716482143460071,1.0291790642285858
1162,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,dace_s322,206690000.0,206689363.63636363,155861054545.45428,dace,s322,154877243.0,180783621.5,154877243.0,2,1.1433004731570775,0.8746607068556775,1.3345408014526705,0.7493214137113552
1163,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,dace_s123,207053000.0,206917000.0,156874800000.00113,dace,s123,217815897.0,212434448.5,217815897.0,2,0.9746677220290851,1.0259906811299522,0.9505871832669771,1.0519813622599046
1164,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s243,207887000.0,370864181.8181818,2.9147661014496365e+17,dace,s243,232887643.0,218369305.5,228851611.0,2,0.9519973492794755,1.0504230928340879,0.9083921196429768,1.1008461856681755
1165,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s243,207976777.0,5758836339.090909,2.5120740187359376e+20,cpp,s243,207976777.0,207151388.5,207976777.0,2,1.0039844700340979,0.9960313429609499,1.0,1.0
1166,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1421,208009319.0,209241140.1818182,7461311240568.174,cpp,s1421,208009319.0,206361659.5,208009319.0,2,1.0079843295697086,0.9920789149836119,1.0,1.0
1167,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1421,208041842.0,208815465.36363637,12487365746877.848,cpp,s1421,208041842.0,206926921.0,208041842.0,2,1.0053879939575383,0.9946408809435556,1.0,1.0
1168,intel,amd_epyc,runtimes_v7f_default.csv,dace_s322,208331000.0,208260000.0,595718200000.0011,dace,s322,209352635.0,208841817.5,209352635.0,2,0.9975540458988775,1.0024519514618564,0.9951200279853177,1.0049039029237128
1169,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s322,208583000.0,208535600.0,367331377777.774,dace,s322,209432368.0,209007684.0,209432368.0,2,0.9979680938429039,1.0020360432058222,0.9959444282270637,1.0040720864116444
1170,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s322,209352635.0,209143222.0909091,599816321934.8895,cpp,s322,209352635.0,208841817.5,209352635.0,2,1.0024459541011226,0.9975600139926588,1.0,1.0
1171,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s322,209432368.0,209327740.63636363,854774961373.855,cpp,s322,209432368.0,209007684.0,209432368.0,2,1.0020319061570961,0.9979722141135319,1.0,1.0
1172,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s151,209704307.0,210777333.27272728,4565959924058.195,cpp,s151,209704307.0,205804403.5,209704307.0,2,1.0189495629523788,0.9814028450068982,1.0,1.0
1173,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s452,210245967.0,211455362.8181818,5871190130403.592,cpp,s452,210245967.0,211094733.5,210245967.0,2,0.9959792151801835,1.0040370167956658,1.0,1.0
1174,intel,intel_xeon,runtimes_v7f_default.csv,dace_s272,210610000.0,2388702818.181818,2.476704925092236e+19,dace,s272,575224882.0,267816122.0,325022244.0,2,0.7863977658521991,1.2716211101087318,0.6479864190464453,1.5432422202174636
1175,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s126,210717000.0,210641363.63636363,508807454545.4508,dace,s126,456857071.0,333787035.5,456857071.0,2,0.6312917447028885,1.584053662020625,0.4612317798622843,2.16810732404125
1176,llvm,arm,runtimes_v8f_.csv,dace_s452,211860000.0,212383090.9090909,2639587090909.0967,dace,s452,214129824.0,212307546.5,212755093.0,2,0.9978919896754589,1.002112463419239,0.9957928480706217,1.0042249268384782
1177,gcc,arm,runtimes_v8f_.csv,dace_s452,211943500.0,212978800.0,5296904622222.23,dace,s452,214448507.0,211094733.5,210245967.0,2,1.0040207848198164,0.9959953171482022,1.0080740335913316,0.9919906342964044
1178,intel,amd_epyc,runtimes_v7f_default.csv,dace_s2233,212153000.0,212077363.63636363,164360854545.4545,dace,s2233,212940014.0,212546507.0,212940014.0,2,0.9981486075421602,1.0018548264695761,0.9963040577239748,1.0037096529391525
1179,graceclang,arm,runtimes_v8f_.csv,dace_s452,212208000.0,212528272.72727272,2705274418181.827,dace,s452,213180636.0,212694318.0,213180636.0,2,0.9977135355350677,1.0022917043655282,0.9954375030572664,1.0045834087310563
1180,graceclang,arm,runtimes_v8f_.csv,cpp_s1421,212386023.0,213983343.0,10606907151777.668,cpp,s1421,212386023.0,209375261.5,212386023.0,2,1.014379738458261,0.9858241071730036,1.0,1.0
1181,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s274,212410205.0,6377571804.636364,3.028609568801933e+20,cpp,s274,212410205.0,213023852.5,212410205.0,2,0.99711934840724,1.0028889737195066,1.0,1.0
1182,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s452,212755093.0,213665081.1818182,3594079568026.7646,cpp,s452,212755093.0,212307546.5,212755093.0,2,1.0021080103245412,0.9978964240353109,1.0,1.0
1183,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s123,212824758.0,212624472.36363637,267447805238.44833,cpp,s123,212824758.0,202723379.0,212824758.0,2,1.0498283870850436,0.9525366357987354,1.0,1.0
1184,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s244,212833250.0,212834788.0909091,5159961732.490941,cpp,s244,212833250.0,197241625.0,212833250.0,2,1.079048349961627,0.9267425320056899,1.0,1.0
1185,intel,intel_xeon,runtimes_v7f_default.csv,dace_s1161,212842000.0,688225181.8181819,2.483335399049563e+18,dace,s1161,214562760.0,213702380.0,214562760.0,2,0.9959739334676572,1.004042341267231,0.9919801553634005,1.0080846825344623
1186,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s2233,212940014.0,213091433.72727272,314355900049.0133,cpp,s2233,212940014.0,212546507.0,212940014.0,2,1.0018513924578398,0.9981520288619874,1.0,1.0
1187,intel,amd_epyc,runtimes_v7f_default.csv,dace_s323,213174000.0,213131909.0909091,125445690909.09148,dace,s323,213380791.0,213277395.5,213380791.0,2,0.999515206476722,1.000485028662032,0.9990308827751979,1.0009700573240639
1188,graceclang,arm,runtimes_v8f_.csv,cpp_s452,213180636.0,214408960.63636363,5629203106004.249,cpp,s452,213180636.0,212694318.0,213180636.0,2,1.0022864644649323,0.9977187515286332,1.0,1.0
1189,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,dace_s126,213364000.0,213368090.9090909,82822090909.09149,dace,s126,544469366.0,378478731.0,543593462.0,2,0.5637410573541581,1.7738640586040757,0.39250656035300147,2.5477281172081514
1190,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s323,213380791.0,213355950.0,565693711727.4092,cpp,s323,213380791.0,213277395.5,213380791.0,2,1.000484793523278,0.999515441387599,1.0,1.0
1191,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s151,213581000.0,229864818.1818182,2701829024363636.5,dace,s151,216471342.0,215026171.0,216471342.0,2,0.9932790925249746,1.0067663837139071,0.9866479231232372,1.0135327674278143
1192,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s323,213610407.0,213583851.1818182,306328538232.16,cpp,s323,213610407.0,215981953.5,213610407.0,2,0.9890197006667967,1.0111022048658893,1.0,1.0
1193,gcc,arm,runtimes_v8f_intrinsic_sve.csv,dace_s424,213634000.0,214633800.0,6326468400000.007,dace,s424,219136940.0,215241215.5,216848431.0,2,0.9925329565888834,1.0075232196186001,0.9851766001479624,1.0150464392372
1194,gcc,amd_epyc,runtimes_v7f_default.csv,dace_s451,213637000.0,213736363.63636363,145097254545.4544,dace,s451,194996257.0,204316628.5,194996257.0,2,1.0456172929654621,0.9563728591021218,1.0955953887873857,0.9127457182042437
1195,intel,intel_xeon,runtimes_v7f_default.csv,dace_s274,213637500.0,4969128500.0,1.741637516853216e+20,dace,s274,212410205.0,213023852.5,212410205.0,2,1.00288065159276,0.997127622725411,1.0057779474390132,0.9942552454508221
1196,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s151,213978000.0,214607400.0,14355034488888.97,dace,s151,229830146.0,215310948.5,216643897.0,2,0.9938091931260987,1.0062293717111106,0.9876945668125606,1.012458743422221
1197,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s113,214433500.0,214681100.0,239747433333.3328,dace,s113,214662753.0,214548126.5,214662753.0,2,0.9994657305944827,1.0005345550019002,0.9989320317717159,1.0010691100038007
1198,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s1161,214562760.0,214614311.8181818,11322015003.563501,cpp,s1161,214562760.0,213702380.0,214562760.0,2,1.0040260665323428,0.9959900776817002,1.0,1.0
1199,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s113,214662753.0,214740813.9090909,55439954614.69177,cpp,s113,214662753.0,214548126.5,214662753.0,2,1.0005342694055173,0.9994660158858579,1.0,1.0
1200,intel,intel_xeon,runtimes_v7f_default.csv,dace_s211,215128000.0,1189444000.0,1.0429232897728401e+19,dace,s211,220143639.0,217635819.5,220143639.0,2,0.9884769910313408,1.0116573365624186,0.9772165163491279,1.0233146731248373
1201,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s341,215225434.0,215273336.0,62532362549.000626,cpp,s341,215225434.0,215647717.0,215225434.0,2,0.9980417923923581,1.0019620497083073,1.0,1.0
1202,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s221,215480522.0,215552954.9090909,56307897180.89148,cpp,s221,215480522.0,144763261.0,215480522.0,2,1.4885028184050095,0.6718159936516211,1.0,1.0
