,compiler,cluster,source_file,name,median_ns,mean_ns,variance_ns,impl,kernel,median_cpp_ns,median_kernel_ns,median_kernel_cpp_ns,num_impls,norm_runtime,speedup_over_median,norm_cpp_runtime,speedup_over_cpp_median
410,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s3110,64917000.0,66319090.90909091,9853384690909.09,dace,s3110,64770639.0,64843819.5,64770639.0,2,1.0011285655373832,0.9988727066870003,1.0022596812731768,0.9977454133740007
411,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s13110,64920500.0,65480600.0,3046175377777.783,dace,s13110,64811789.0,64866144.5,64811789.0,2,1.0008379640938887,0.9991627375020217,1.0016773337332194,0.9983254750040434
412,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s3110,65213321.0,68297075.27272727,51871048665219.84,cpp,s3110,65213321.0,65299660.5,65213321.0,2,0.9986777955759816,1.0013239549631279,1.0,1.0
413,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s4121,65244000.0,65687300.0,1131548900000.0015,dace,s4121,66039656.0,65572912.0,65901824.0,2,0.9949840263308727,1.0050412604990497,0.9900181215014625,1.0100825209980995
414,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s13110,65263048.0,66049903.18181818,6546774332948.962,cpp,s13110,65263048.0,65295274.0,65263048.0,2,0.9995064573892438,1.0004937863153434,1.0,1.0
415,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s252,65267000.0,65220363.63636363,96111454545.45493,dace,s252,65347176.0,65307088.0,65347176.0,2,0.9993861615756011,1.000614215453445,0.9987730762841228,1.0012284309068902
416,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s13110,65327500.0,65640200.0,892956622222.2224,dace,s13110,65263048.0,65295274.0,65263048.0,2,1.0004935426107562,0.9995067008533925,1.0009875726306867,0.9990134017067851
417,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s252,65347176.0,65373385.0,4284396739.999977,cpp,s252,65347176.0,65307088.0,65347176.0,2,1.000613838424399,0.9993865381420615,1.0,1.0
418,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s3110,65386000.0,66261272.72727273,7179139018181.817,dace,s3110,65213321.0,65299660.5,65213321.0,2,1.0013222044240184,0.9986795414920625,1.0026479099262557,0.997359082984125
419,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s4121,65511168.0,65676680.81818182,168363459070.7636,cpp,s4121,65511168.0,65688584.0,65511168.0,2,0.9972991349608024,1.0027081794664385,1.0,1.0
420,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s481,65520752.0,65561810.09090909,46218675957.69129,cpp,s481,65520752.0,66689876.0,65520752.0,2,0.9824692431576871,1.0178435680957996,1.0,1.0
421,intel,intel_xeon,runtimes_v7f_default.csv,dace_s126,65581000.0,67022727.27272727,11899017418181.814,dace,s126,75878664.0,70729832.0,75878664.0,2,0.9272042382342998,1.0785110321587046,0.8642877528787275,1.157022064317409
422,gcc,arm,runtimes_v8f_.csv,cpp_s481,65660419.0,65725539.45454545,50710926196.67241,cpp,s481,65660419.0,65760709.5,65660419.0,2,0.9984749176101879,1.0015274118186788,1.0,1.0
423,graceclang,arm,runtimes_v8f_.csv,cpp_s481,65797196.0,65896687.81818182,47411816311.96361,cpp,s481,65797196.0,65991348.0,65797196.0,2,0.9970579173500138,1.0029507640416775,1.0,1.0
424,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s252,65800583.0,65793650.0,13993695419.000006,cpp,s252,65800583.0,66547791.5,65800583.0,2,0.9887718512792419,1.0113556516664906,1.0,1.0
425,gcc,arm,runtimes_v8f_.csv,dace_s481,65861000.0,66034900.0,170876099999.99957,dace,s481,65660419.0,65760709.5,65660419.0,2,1.001525082389812,0.9984772399447321,1.0030548236373575,0.9969544798894642
426,llvm,arm,runtimes_v8f_intrinsic_neon.csv,dace_s4121,65866000.0,66070454.54545455,448170872727.27313,dace,s4121,65511168.0,65688584.0,65511168.0,2,1.0027008650391978,0.9973064099839067,1.0054163589328768,0.9946128199678135
427,graceclang,arm,runtimes_v8f_.csv,cpp_s4121,65901824.0,66000054.09090909,54927692705.09056,cpp,s4121,65901824.0,65572912.0,65901824.0,2,1.0050159736691273,0.9950090607507313,1.0,1.0
428,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s2244,66033000.0,66018181.81818182,95883363636.36343,dace,s2244,77247742.0,71640371.0,77247742.0,2,0.9217288950108871,1.0849177078127603,0.8548211027320385,1.1698354156255206
429,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s441,66109013.0,66648597.63636363,2431093017997.6553,cpp,s441,66109013.0,64226256.5,66109013.0,2,1.0293144362228241,0.9715204264205245,1.0,1.0
430,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s3112,66166696.0,66193081.0,12551654179.80061,cpp,s3112,66166696.0,66210598.0,66166696.0,2,0.9993369339452273,1.0006635060030804,1.0,1.0
431,gcc,amd_epyc,runtimes_v7f_default.csv,dace_s481,66180500.0,66192100.0,76840099999.99968,dace,s481,66675592.0,66428046.0,66675592.0,2,0.9962734715996313,1.0037404673582098,0.9925746141106628,1.0074809347164195
432,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,dace_s481,66185500.0,66360700.0,427611344444.4419,dace,s481,66130387.0,65991348.0,65797196.0,2,1.0029420826499862,0.9970665478088101,1.0059015280833548,0.9941330956176202
433,llvm,arm,runtimes_v8f_intrinsic_neon.csv,dace_s481,66237500.0,66753500.0,2472250944444.4424,dace,s481,66425425.0,66262998.5,66288497.0,2,0.9996151924818193,1.00038495565201,0.9992306810033723,1.0007699113040196
434,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,dace_s3112,66254500.0,66261200.0,38911066666.666176,dace,s3112,66166696.0,66210598.0,66166696.0,2,1.0006630660547726,0.9993373733104921,1.001327012006161,0.9986747466209842
435,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s4117,66275787.0,66308883.0,25355219948.599964,cpp,s4117,66275787.0,68770893.5,66275787.0,2,0.9637185679432826,1.0376473311437253,1.0,1.0
436,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s481,66288497.0,66403240.81818182,59636080810.56311,cpp,s481,66288497.0,66262998.5,66288497.0,2,1.0003848075181807,0.9996153405016861,1.0,1.0
437,gcc,arm,runtimes_v8f_.csv,cpp_s291,66299641.0,66517034.54545455,701877716807.8743,cpp,s291,66299641.0,68116070.5,66299641.0,2,0.973333319337615,1.027397275047085,1.0,1.0
438,intel,amd_epyc,runtimes_v7f_default.csv,dace_s2244,66428000.0,66379454.54545455,69645472727.27304,dace,s2244,79885334.0,73156667.0,79885334.0,2,0.9080238715632029,1.1012926326247967,0.8315418697504601,1.2025852652495936
439,llvm,intel_xeon,runtimes_v7f_.csv,dace_s126,66446000.0,67767863.63636364,11653659932900.422,dace,s126,83378656.5,72156610.0,77867220.0,2,0.9208581168100884,1.0859436233934323,0.8533244155884852,1.1718872467868646
440,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s1113,66636000.0,86190000.0,4082889015399999.0,dace,s1113,67510087.0,66731248.0,66826496.0,2,0.9985726626901987,1.0014293775136562,0.9971493941564735,1.0028587550273125
441,intel,amd_epyc,runtimes_v7f_default.csv,dace_s3112,66651000.0,66766818.18181818,236622763636.3637,dace,s3112,66789733.0,66720366.5,66789733.0,2,0.9989603399435762,1.0010407420743874,0.9979228394280301,1.002081484148775
442,llvm,arm,runtimes_v8f_.csv,cpp_s291,66655421.0,68576439.18181819,14655338322772.746,cpp,s291,66655421.0,66935460.5,66655421.0,2,0.9958162758886226,1.0042013011964923,1.0,1.0
443,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s481,66675592.0,66714189.27272727,32993866281.01806,cpp,s481,66675592.0,66428046.0,66675592.0,2,1.0037265284003687,0.9962873070553314,1.0,1.0
444,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s3112,66789733.0,66703132.36363637,136820622186.85481,cpp,s3112,66789733.0,66720366.5,66789733.0,2,1.0010396600564238,0.998961419714015,1.0,1.0
445,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s291,66796722.0,67322500.18181819,1881410573130.3684,cpp,s291,66796722.0,67033111.0,66796722.0,2,0.9964735487213178,1.0035389311469507,1.0,1.0
446,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1113,66826496.0,67265063.81818181,3393036558777.344,cpp,s1113,66826496.0,66731248.0,66826496.0,2,1.0014273373098013,0.9985746970782368,1.0,1.0
447,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s481,66830915.0,66840841.18181818,10638481442.763508,cpp,s481,66830915.0,67112457.5,66830915.0,2,0.9958049144601805,1.0042127584217573,1.0,1.0
448,gcc,arm,runtimes_v8f_.csv,cpp_s1113,66920674.0,67269488.45454545,1004181759551.6722,cpp,s1113,66920674.0,66949337.0,66920674.0,2,0.9995718702935027,1.0004283130800506,1.0,1.0
449,graceclang,arm,runtimes_v8f_.csv,dace_s1113,66925000.0,67174181.81818181,445132763636.3629,dace,s1113,67177612.0,67051306.0,67177612.0,2,0.9981162783018723,1.0018872768023908,0.9962396400753275,1.0037745536047815
450,gcc,arm,runtimes_v8f_.csv,dace_s1113,66978000.0,67080727.27272727,589699018181.8176,dace,s1113,66920674.0,66949337.0,66920674.0,2,1.0004281297064974,0.9995720535101078,1.000856626160101,0.9991441070202156
451,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s1232,67006495.0,68316249.72727273,4655242628998.815,cpp,s1232,67006495.0,69441747.5,67006495.0,2,0.9649310020603961,1.0363435290862475,1.0,1.0
452,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s3112,67050000.0,66989500.0,84092055555.55565,dace,s3112,67192286.0,67121143.0,67192286.0,2,0.998940080624074,1.0010610439970171,0.9978824057273479,1.0021220879940342
453,graceclang,arm,runtimes_v8f_.csv,cpp_s1113,67177612.0,67327660.81818181,307860697938.96295,cpp,s1113,67177612.0,67051306.0,67177612.0,2,1.0018837216981278,0.9981198200376638,1.0,1.0
454,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s3112,67192286.0,67113015.27272727,282293632449.81726,cpp,s3112,67192286.0,67121143.0,67192286.0,2,1.001059919375926,0.9989412028636739,1.0,1.0
455,llvm,arm,runtimes_v8f_intrinsic_neon.csv,dace_s291,67215500.0,67304100.0,500801211111.1091,dace,s291,67664413.0,66935460.5,66655421.0,2,1.0041837241113774,0.995833706511147,1.0084026023929846,0.991667413022294
456,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s291,67269500.0,67388800.0,342106844444.4454,dace,s291,66796722.0,67033111.0,66796722.0,2,1.0035264512786823,0.9964859408795963,1.0070778622939012,0.9929718817591925
457,intel,amd_epyc,runtimes_v7f_default.csv,dace_s252,67295000.0,67318363.63636364,43392054545.454445,dace,s252,65800583.0,66547791.5,65800583.0,2,1.0112281487207582,0.9888965227728658,1.022711303332981,0.9777930455457314
458,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s343,67356000.0,67991454.54545455,1716915072727.2747,dace,s343,69799520.0,68577760.0,69799520.0,2,0.9821843116485578,1.018138844349427,0.9649923094027008,1.0362776886988538
459,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s481,67394000.0,67444500.0,40660722222.222115,dace,s481,66830915.0,67112457.5,66830915.0,2,1.0041950855398194,0.9958224396830578,1.0084255168435148,0.9916448793661157
460,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s4117,67452693.0,67508147.54545455,37089789061.87241,cpp,s4117,67452693.0,67902596.5,67452693.0,2,0.9933742813501985,1.0066699116075322,1.0,1.0
461,graceclang,arm,runtimes_v8f_.csv,cpp_s441,67732153.0,67846936.27272727,103347926932.61935,cpp,s441,67732153.0,65417826.5,67732153.0,2,1.0353776122476341,0.9658311983674873,1.0,1.0
462,intel,amd_epyc,runtimes_v7f_default.csv,dace_s481,67859000.0,67867300.0,42516899999.99994,dace,s481,65520752.0,66689876.0,65520752.0,2,1.0175307568423129,0.9827712757335062,1.0356871361915994,0.9655425514670125
463,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s441,67920063.0,68076442.45454545,143993113220.0735,cpp,s441,67920063.0,65564781.5,67920063.0,2,1.0359229672716899,0.9653227427071144,1.0,1.0
464,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s442,68230500.0,68163300.0,73977566666.66681,dace,s442,69549948.0,68890224.0,69549948.0,2,0.9904235468881623,1.009669048299514,0.9810287708626324,1.0193380965990282
465,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s4117,68352500.0,68292800.0,62923955555.5561,dace,s4117,67452693.0,67902596.5,67452693.0,2,1.0066257186498015,0.9934178925423357,1.0133398232150643,0.9868357850846714
466,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s453,68645507.0,69225477.63636364,3692314609249.0596,cpp,s453,68645507.0,68818753.5,68645507.0,2,0.9974825684687822,1.0025237849871222,1.0,1.0
467,gcc,arm,runtimes_v8f_.csv,dace_s453,68682000.0,68370272.72727273,369436018181.8198,dace,s453,69931260.0,68859278.0,69036556.0,2,0.9974255030672845,1.0025811420750705,0.9948642281634096,1.0051622841501413
468,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s442,68863645.0,68857940.0,153840339225.1989,cpp,s442,68863645.0,78230072.5,68863645.0,2,0.8802707552137319,1.136014111654996,1.0,1.0
469,llvm,arm,runtimes_v8f_intrinsic_neon.csv,dace_s453,68992000.0,68826727.27272727,972494418181.8157,dace,s453,70642883.0,68818753.5,68645507.0,2,1.0025174315312178,0.9974888900162338,1.0050475699742447,0.9949777800324675
470,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,dace_s453,69020500.0,69128400.0,692501377777.7806,dace,s453,69065977.0,69043238.5,69065977.0,2,0.9996706628991628,1.0003294455994958,0.9993415426527594,1.0006588911989915
471,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s453,69036556.0,69112808.63636364,1098656065092.057,cpp,s453,69036556.0,68859278.0,69036556.0,2,1.0025744969327155,0.9974321140817047,1.0,1.0
472,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s453,69065977.0,69137078.72727273,846050607450.4188,cpp,s453,69065977.0,69043238.5,69065977.0,2,1.0003293371008373,0.9996707713263797,1.0,1.0
473,gcc,arm,runtimes_v8f_intrinsic_neon.csv,dace_s293,69324000.0,69779272.72727273,18740041418181.82,dace,s293,20726869.0,45019280.0,20714560.0,2,1.5398735830515282,0.6494039582251457,3.3466315480512256,0.29880791645029137
474,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s4117,69500769.0,69409858.0909091,65147631610.29088,cpp,s4117,69500769.0,70351134.5,69500769.0,2,0.9879125545587328,1.0122353394391939,1.0,1.0
475,intel,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s341,69536000.0,69749700.0,872499344444.4448,dace,s341,275339746.0,172437873.0,275339746.0,2,0.40325248038753064,2.4798359554763,0.252546176170294,3.9596719109526
476,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s442,69549948.0,71123784.9090909,36377979894223.305,cpp,s442,69549948.0,68890224.0,69549948.0,2,1.0095764531118379,0.9905143854313162,1.0,1.0
477,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s343,69799520.0,70347712.18181819,1593410205643.7515,cpp,s343,69799520.0,68577760.0,69799520.0,2,1.0178156883514422,0.9824961547013504,1.0,1.0
478,intel,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s342,69871000.0,69842909.0909091,36313490909.09118,dace,s342,289755264.0,179813132.0,289755264.0,2,0.3885756241652028,2.5735016244221494,0.24113798326024544,4.147003248844299
479,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s126,69911000.0,72320545.45454545,24871638872727.29,dace,s126,80198127.0,75054563.5,80198127.0,2,0.9314690105419107,1.0735730214129393,0.8717285878758739,1.1471460428258786
480,gcc,arm,runtimes_v8f_.csv,dace_s291,69932500.0,69902700.0,518729788888.8888,dace,s291,66299641.0,68116070.5,66299641.0,2,1.026666680662385,0.974025960747864,1.0547945500941702,0.948051921495728
481,llvm,arm,runtimes_v8f_intrinsic_neon.csv,dace_s000,70310000.0,70500200.0,1555076400000.001,dace,s000,71474494.0,70749066.5,71188133.0,2,0.9937940311905034,1.006244723367942,0.9876646153931302,1.012489446735884
482,graceclang,arm,runtimes_v8f_.csv,dace_s000,70963000.0,71027818.18181819,530758763636.36426,dace,s000,193760866.0,131942954.0,192922908.0,2,0.5378309174433066,1.8593204064089737,0.3678308643367536,2.7186408128179473
483,llvm,arm,runtimes_v8f_.csv,cpp_s000,71188133.0,71249542.27272727,307636105674.6144,cpp,s000,71188133.0,70749066.5,71188133.0,2,1.0062059688094966,0.993832307696565,1.0,1.0
484,intel,amd_epyc,runtimes_v7f_default.csv,dace_s4117,71201500.0,71294700.0,65397122222.221504,dace,s4117,69500769.0,70351134.5,69500769.0,2,1.0120874454412672,0.9880569159357597,1.0244706788783877,0.9761138318715196
485,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s482,71250425.0,71226365.63636364,59030399414.65511,cpp,s482,71250425.0,66789462.5,71250425.0,2,1.066791411893755,0.9373903734609302,1.0,1.0
486,gcc,amd_epyc,runtimes_v7f_default.csv,dace_s4117,71266000.0,71326900.0,73291433333.3336,dace,s4117,66275787.0,68770893.5,66275787.0,2,1.0362814320567175,0.9649888235624281,1.0752946622874504,0.9299776471248562
487,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s343,71338000.0,72506000.0,4025733800000.0054,dace,s343,73696043.0,72517021.5,73696043.0,2,0.9837414516535267,1.0165272575625894,0.9680031260294396,1.0330545151251787
488,intel,intel_xeon,runtimes_v7f_default.csv,dace_s1232,71877000.0,72117909.0909091,20430330690909.086,dace,s1232,67006495.0,69441747.5,67006495.0,2,1.035068997939604,0.96611916885791,1.072687058172495,0.9322383377158201
489,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s482,72147124.0,72161440.63636364,70200372630.85454,cpp,s482,72147124.0,66997562.0,72147124.0,2,1.076861931184899,0.9286241541658681,1.0,1.0
490,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s343,72929122.0,74875473.0909091,10999750455707.496,cpp,s343,72929122.0,62013061.0,72929122.0,2,1.1760284176264093,0.8503195883806197,1.0,1.0
491,gcc,arm,runtimes_v8f_.csv,cpp_s119,73461177.0,73932713.72727273,1592135506023.2148,cpp,s119,73461177.0,75152088.5,73461177.0,2,0.9775001396002454,1.0230177567125014,1.0,1.0
492,graceclang,arm,runtimes_v8f_.csv,cpp_s119,73636669.0,74128461.54545455,2078075439022.4773,cpp,s119,73636669.0,73764334.5,73636669.0,2,0.9982692787664207,1.001733721822751,1.0,1.0
493,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s343,73696043.0,74684936.54545455,4995132763939.682,cpp,s343,73696043.0,72517021.5,73696043.0,2,1.0162585483464734,0.9840015630147197,1.0,1.0
494,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s482,73793641.0,73860090.72727273,154748958205.8181,cpp,s482,73793641.0,67634320.5,73793641.0,2,1.0910679733967312,0.9165331806842273,1.0,1.0
495,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s119,73839678.0,74281566.72727273,1979206417663.2168,cpp,s119,73839678.0,73971339.0,73839678.0,2,0.9982201079258549,1.0017830657387212,1.0,1.0
496,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s119,73892000.0,74332454.54545455,2323845072727.2637,dace,s119,73991118.0,73764334.5,73636669.0,2,1.0017307212335793,0.9982722689871705,1.0034674436455022,0.996544537974341
497,gcc,arm,runtimes_v8f_intrinsic_neon.csv,dace_s221,74046000.0,74126000.0,59002799999.99949,dace,s221,215480522.0,144763261.0,215480522.0,2,0.5114971815949905,1.9550449855495233,0.3436319873032422,2.9100899710990467
498,llvm,arm,runtimes_v8f_intrinsic_neon.csv,dace_s119,74103000.0,74651800.0,1659196177777.7786,dace,s119,74102224.0,73971339.0,73839678.0,2,1.0017798920741452,0.9982232703129428,1.0035661314774422,0.9964465406258856
499,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1213,74141055.0,74242736.27272727,73538869484.81938,cpp,s1213,74141055.0,74658027.5,74141055.0,2,0.9930754599697936,1.0069728236265318,1.0,1.0
500,llvm,arm,runtimes_v8f_.csv,cpp_s1213,74280120.0,74423018.0,96871607011.99844,cpp,s1213,74280120.0,74838560.0,74280120.0,2,0.9925380712830392,1.0075180277037785,1.0,1.0
501,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,dace_s343,74300000.0,74288500.0,14655388888.888878,dace,s343,286769071.0,180534535.5,286769071.0,2,0.4115556051047086,2.4298053230148047,0.2590934919895877,3.85961064602961
502,gcc,arm,runtimes_v8f_.csv,cpp_s2244,74779732.0,75212524.0,650284824186.399,cpp,s2244,74779732.0,64279616.0,74779732.0,2,1.1633506335818808,0.8595860707283626,1.0,1.0
503,gcc,arm,runtimes_v8f_intrinsic_neon.csv,dace_s1213,74870000.0,75139272.72727273,1514873018181.818,dace,s1213,84993566.0,79931783.0,84993566.0,2,0.9366737133838238,1.0676076265526913,0.8808902076187743,1.1352152531053827
504,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,dace_s1213,75175000.0,75284000.0,75937799999.99942,dace,s1213,74141055.0,74658027.5,74141055.0,2,1.0069245400302065,0.9931230794812105,1.0139456472530637,0.9862461589624211
505,llvm,arm,runtimes_v8f_intrinsic_neon.csv,dace_s1213,75397000.0,75505363.63636364,102074254545.45532,dace,s1213,74366597.0,74838560.0,74280120.0,2,1.0074619287169608,0.9925933392575301,1.0150360554075573,0.9851866785150603
506,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s13110,75508400.0,75624224.18181819,54865324219.16358,cpp,s13110,75508400.0,75708950.0,75508400.0,2,0.9973510397383665,1.0026559958891992,1.0,1.0
507,graceclang,arm,runtimes_v8f_.csv,cpp_s2244,75732841.0,76091993.0,548589110001.396,cpp,s2244,75732841.0,64861920.5,75732841.0,2,1.1676009655002428,0.8564569827771283,1.0,1.0
508,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s126,75878664.0,77308639.81818181,11188823210121.965,cpp,s126,75878664.0,70729832.0,75878664.0,2,1.0727957617657002,0.9321438764393638,1.0,1.0
509,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s13110,75909500.0,75926000.0,75226222222.22235,dace,s13110,75508400.0,75708950.0,75508400.0,2,1.0026489602616335,0.9973580381902133,1.0053119917783981,0.9947160763804267
510,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s3110,75922000.0,75898090.9090909,80019690909.09099,dace,s3110,75982733.0,75952366.5,75982733.0,2,0.999600190206055,1.0003999697057506,0.9992006999800863,1.0007999394115012
511,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s3110,75982733.0,75979036.54545455,63374643559.072754,cpp,s3110,75982733.0,75952366.5,75982733.0,2,1.000399809793945,0.9996003499900431,1.0,1.0
512,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s2244,76312126.0,76546692.45454545,336745406386.6747,cpp,s2244,76312126.0,65393563.0,76312126.0,2,1.1669669383208252,0.8569223061614087,1.0,1.0
513,gcc,arm,runtimes_v8f_intrinsic_neon.csv,dace_s119,76843000.0,81593636.36363636,69565980254545.44,dace,s119,73898186.0,75152088.5,73461177.0,2,1.0224998603997546,0.9779952435485341,1.0460355134250028,0.955990487097068
514,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s2244,77247742.0,77238264.63636364,4638357530.654562,cpp,s2244,77247742.0,71640371.0,77247742.0,2,1.078271104989113,0.9274105513660192,1.0,1.0
515,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s126,77867220.0,79484470.72727273,14761534360052.422,cpp,s126,77867220.0,72156610.0,77867220.0,2,1.0791418831899116,0.9266622077942426,1.0,1.0
516,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s13110,78153828.0,78343716.72727273,420751782335.42346,cpp,s13110,78153828.0,81486914.0,78153828.0,2,0.9590966716447257,1.0426477638433782,1.0,1.0
517,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s2244,78403997.0,78393374.0,2388100784.3998947,cpp,s2244,78403997.0,69853998.5,78403997.0,2,1.1223981258567468,0.8909494563140703,1.0,1.0
518,intel,amd_epyc,runtimes_v7f_default.csv,dace_s343,78662500.0,78597500.0,97401833333.3329,dace,s343,345648752.0,212155626.0,345648752.0,2,0.37077734624864483,2.6970364023518196,0.2275792970315715,4.394072804703639
519,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s3110,78682941.0,78695485.81818181,46833464866.96308,cpp,s3110,78682941.0,81601970.5,78682941.0,2,0.9642284434785799,1.0370986323452247,1.0,1.0
520,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s222,79210431.0,79755631.9090909,2846578770396.6904,cpp,s222,79210431.0,70750715.5,79210431.0,2,1.1195707413022558,0.8931994764679414,1.0,1.0
521,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s119,79222000.0,79204200.0,45233511111.11067,dace,s119,79754805.0,79488402.5,79754805.0,2,0.9966485362440137,1.0033627338365605,0.9933194620687744,1.0067254676731212
522,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s222,79242970.0,79866239.9090909,3337735990469.087,cpp,s222,79242970.0,70927985.0,79242970.0,2,1.1172313720740834,0.8950697456190752,1.0,1.0
523,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s2233,79376616.0,81782802.54545455,29669531875689.867,cpp,s2233,79376616.0,83910808.0,79376616.0,2,0.945964148027272,1.0571225157797102,1.0,1.0
524,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,dace_s261,79455000.0,79487000.0,96226400000.00061,dace,s261,112752193.0,93211790.0,106968580.0,2,0.8524136270744291,1.1731393870744447,0.7427882093975633,1.3462787741488893
525,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s119,79754805.0,79839126.0909091,118638045222.8918,cpp,s119,79754805.0,79488402.5,79754805.0,2,1.0033514637559864,0.9966597310343872,1.0,1.0
526,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s2244,79885334.0,79895218.72727273,26242477031.2176,cpp,s2244,79885334.0,73156667.0,79885334.0,2,1.0919761284367973,0.9157709348752301,1.0,1.0
527,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s126,80198127.0,82630540.18181819,30471187999246.95,cpp,s126,80198127.0,75054563.5,80198127.0,2,1.0685309894580894,0.935864293937937,1.0,1.0
528,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,dace_s233,80388000.0,80773909.0909091,1562623290909.0896,dace,s233,88288570.0,83379328.5,86370657.0,2,0.9641238595487129,1.037211132258546,0.9307327603169674,1.074422264517092
529,intel,amd_epyc,runtimes_v7f_default.csv,dace_s441,80708000.0,80646000.0,48487200000.000145,dace,s441,118818257.0,99763128.5,118818257.0,2,0.8089962816272347,1.236099624572533,0.6792558823683131,1.4721992491450662
530,llvm,intel_xeon,runtimes_v7f_.csv,dace_s222,81251000.0,81272909.0909091,2611290909.090531,dace,s222,197554513.0,139371246.0,197491492.0,2,0.5829825185031351,1.7153173007101452,0.4114151914959456,2.4306346014202904
531,gcc,amd_epyc,runtimes_v7f_default.csv,dace_s441,81262000.0,81268818.18181819,34905563636.36395,dace,s441,91490767.0,86376383.5,91490767.0,2,0.9407895619987378,1.0629369631562107,0.8881989151976396,1.1258739263124216
