,compiler,cluster,source_file,name,median_ns,mean_ns,variance_ns,impl,kernel
1755,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s1221,44095000.0,44319454.54545455,225197872727.27246,dace,s1221
1756,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s123,128602000.0,137291909.0909091,844093373690909.1,dace,s123
1757,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s1232,29632000.0,29704818.181818184,33143763636.36366,dace,s1232
1758,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s124,97793000.0,98206454.54545455,1117350272727.272,dace,s124
1759,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s1251,569107000.0,569888363.6363636,4768773454545.427,dace,s1251
1760,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s126,46813000.0,47363090.90909091,2023211290909.089,dace,s126
1761,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s127,108830500.0,109047800.0,613287511111.1111,dace,s127
1762,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s128,129857000.0,131305636.36363636,17266866454545.443,dace,s128
1763,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s13110,65004000.0,65344400.0,1229683822222.22,dace,s13110
1764,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s1351,523112000.0,533502272.72727275,838873620218181.2,dace,s1351
1765,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s1421,211427500.0,222776900.0,999842626766666.9,dace,s1421
1766,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s151,213581000.0,229864818.1818182,2701829024363636.5,dace,s151
1767,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s152,121885500.0,122112700.0,263322011111.1107,dace,s152
1768,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s161,256738000.0,307262181.8181818,1.5798438500563636e+16,dace,s161
1769,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s162,320526500.0,321685800.0,11738605955555.521,dace,s162
1770,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s171,44404000.0,44453363.63636363,104887454545.45413,dace,s171
1771,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s172,41869000.0,42659000.0,5120045555555.558,dace,s172
1772,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s173,266018000.0,286446200.0,3895457230844445.0,dace,s173
1773,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s174,26999478000.0,27079778090.909092,5.230460416629098e+16,dace,s174
1774,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s175,44935000.0,45838909.09090909,10876034890909.082,dace,s175
1775,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s211,96201000.0,96236909.0909091,105279290909.09088,dace,s211
1776,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s212,83315000.0,83454000.0,464416200000.0008,dace,s212
1777,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s221,84684000.0,84676818.18181819,3173763636.3637633,dace,s221
1778,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s222,62337000.0,62364363.63636363,12500854545.454447,dace,s222
1779,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s2233,53252000.0,54101909.09090909,4145083690909.0913,dace,s2233
1780,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s2244,54777500.0,55155700.0,639853344444.4432,dace,s2244
1781,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s2251,95579000.0,95799545.45454545,351310072727.2737,dace,s2251
1782,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s231,479181000.0,480269818.1818182,4145187163636.323,dace,s231
1783,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s233,97577000.0,98494909.0909091,11241184090909.09,dace,s233
1784,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s235,990507000.0,992726636.3636364,30133178054545.477,dace,s235
1785,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s241,169253000.0,171192909.0909091,24019001290909.168,dace,s241
1786,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s242,0.0,0.0,0.0,dace,s242
1787,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s243,109195000.0,109795818.18181819,3680599563636.3657,dace,s243
1788,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s244,84068000.0,84058727.27272727,47116618181.817314,dace,s244
1789,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s251,304224500.0,304894500.0,2581583833333.3335,dace,s251
1790,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s252,54259500.0,54564600.0,1026617377777.7782,dace,s252
1791,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s253,87338000.0,87425000.0,1178030200000.0012,dace,s253
1792,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s254,136469500.0,137177600.0,7898884933333.344,dace,s254
1793,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s255,34248000.0,34385727.27272727,176979618181.8182,dace,s255
1794,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s261,83008000.0,83136090.9090909,179156690909.09116,dace,s261
1795,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s271,255441000.0,255721500.0,4615500055555.543,dace,s271
1796,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s272,34229000.0,34944300.0,5360911566666.664,dace,s272
1797,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s273,108321000.0,108922700.0,8331113566666.667,dace,s273
1798,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s274,97828000.0,97920727.27272727,93111418181.81912,dace,s274
1799,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s291,68324000.0,70016600.0,10001420488888.895,dace,s291
1800,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s292,33838000.0,33880000.0,57296444444.4441,dace,s292
1801,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s293,49097000.0,49143600.0,261640266666.6679,dace,s293
1802,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s311,221120500.0,222618100.0,14543047433333.348,dace,s311
1803,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s3110,64975000.0,65864909.09090909,8428355690909.091,dace,s3110
1804,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s3111,24031000.0,24178200.0,96226177777.77776,dace,s3111
1805,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s31111,25232000.0,25414818.181818184,133890163636.36372,dace,s31111
1806,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s3112,41610000.0,41611727.27272727,5973818181.818262,dace,s3112
1807,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s3113,95032000.0,95039909.0909091,997289290909.0886,dace,s3113
1808,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s321,83322000.0,83358818.18181819,19009563636.3633,dace,s321
1809,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s322,133551000.0,147990000.0,3431475256600000.5,dace,s322
1810,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s323,101854500.0,101894100.0,54007877777.77746,dace,s323
1811,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s3251,157926500.0,158425100.0,1318030544444.4507,dace,s3251
1812,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s331,27542000.0,27784727.272727273,423726418181.818,dace,s331
1813,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s341,216070000.0,216242818.1818182,595080563636.3639,dace,s341
1814,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s342,223209000.0,223137272.72727272,85196818181.81683,dace,s342
1815,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s343,52897000.0,52986363.63636363,139704854545.45428,dace,s343
1816,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s351,342179500.0,344025000.0,28839857555555.582,dace,s351
1817,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s352,328287000.0,329717636.3636364,17438450854545.434,dace,s352
1818,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s353,552023000.0,554575727.2727273,27513477218181.27,dace,s353
1819,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s4112,468747500.0,472366200.0,119268212399999.9,dace,s4112
1820,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s4113,608174500.0,638940400.0,8926855552488892.0,dace,s4113
1821,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s4114,973465000.0,995111363.6363636,5582028181254546.0,dace,s4114
1822,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s4115,565287000.0,566885900.0,29503686988888.934,dace,s4115
1823,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s4117,64783500.0,64837400.0,262500711111.1112,dace,s4117
1824,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s4121,65244000.0,65687300.0,1131548900000.0015,dace,s4121
1825,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s424,220426000.0,220958000.0,2921373555555.552,dace,s424
1826,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s431,425700000.0,430056900.0,66861184988888.75,dace,s431
1827,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s441,67895500.0,77569900.0,915931098988889.0,dace,s441
1828,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s442,52532000.0,52859000.0,1021867333333.3334,dace,s442
1829,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s443,128465000.0,128498200.0,474203288888.88855,dace,s443
1830,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s451,744729000.0,756370090.9090909,910248222690910.2,dace,s451
1831,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s452,392644000.0,398310636.3636364,288504633654545.8,dace,s452
1832,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s453,69232500.0,69659200.0,2136296844444.4448,dace,s453
1833,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s471,99331000.0,99618636.36363636,760921054545.4539,dace,s471
1834,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s481,68436000.0,69470000.0,8955204444444.443,dace,s481
1835,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s482,61989000.0,62037500.0,69328944444.4442,dace,s482
1836,graceclang,arm,runtimes_v8f_intrinsic_sve.csv,dace_s491,761041000.0,779428400.0,3709866146266669.0,dace,s491
1837,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s000,195164111.0,196315230.27272728,18897117060576.664,cpp,s000
1838,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s111,87582923.0,87509968.54545455,113857786553.6735,cpp,s111
1839,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1111,128835382.0,129170620.45454545,652586444266.274,cpp,s1111
1840,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1112,106008411.0,106292828.9090909,2305913344387.6924,cpp,s1112
1841,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1113,67402383.0,67453214.36363636,279639228577.446,cpp,s1113
1842,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1115,4378485.0,4534224.363636363,241046232887.05453,cpp,s1115
1843,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s112,129399587.0,153457253.9090909,3001648188560731.0,cpp,s112
1844,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s113,139687956.0,140380591.9090909,4506957799106.1045,cpp,s113
1845,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s114,550186.0,596103.5454545454,10136878322.072727,cpp,s114
1846,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s115,303732.0,329542.9090909091,5882880526.890911,cpp,s115
1847,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s116,251101014.0,252001100.72727272,7313012556131.572,cpp,s116
1848,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1161,237462390.0,237916598.9090909,2308578667237.296,cpp,s1161
1849,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s118,3389027.0,3479332.272727273,46684536222.01819,cpp,s118
1850,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s119,73730753.0,74256782.54545455,2348138686036.2715,cpp,s119
1851,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s121,130870179.0,130989956.27272727,565479809601.815,cpp,s121
1852,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1213,74381730.0,75099775.36363636,5619410612006.456,cpp,s1213
1853,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s122,29549558.0,29657478.181818184,89330358591.56354,cpp,s122
1854,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1221,43163235.0,43576419.72727273,1942982809150.4238,cpp,s1221
1855,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s123,154278534.0,154872276.45454547,14383715302821.697,cpp,s123
1856,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1232,31611282.0,31688859.0,27359475051.0001,cpp,s1232
1857,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s124,99282197.0,145670137.8181818,1.4275948898070494e+16,cpp,s124
1858,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s125,1160475.0,1298600.0909090908,135597864564.89091,cpp,s125
1859,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1251,441061275.0,441838565.0,7923875949262.033,cpp,s1251
1860,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s126,51988097.0,52713635.27272727,4180681980994.21,cpp,s126
1861,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s127,108506031.0,108927059.63636364,765876327977.6547,cpp,s127
1862,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s128,129250423.0,129683496.63636364,1659287738695.2568,cpp,s128
1863,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s13110,64811789.0,65643219.72727273,7309273994421.019,cpp,s13110
1864,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s132,23295.0,23324.18181818182,506679.3636363636,cpp,s132
1865,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s1351,439389276.0,468072818.8181818,8863509186335867.0,cpp,s1351
1866,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s151,216649971.0,216800387.1818182,5765272418206.159,cpp,s151
1867,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s152,99171883.0,135257756.0909091,1.4198825043268388e+16,cpp,s152
1868,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s161,253241719.0,253209219.9090909,83122775853.49069,cpp,s161
1869,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s162,326947471.0,327124609.90909094,3622202764643.986,cpp,s162
1870,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s171,44112550.0,44283372.18181818,166614775641.56445,cpp,s171
1871,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s172,45006960.0,46290340.81818182,21641785640237.965,cpp,s172
1872,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s173,270807577.0,270938095.90909094,1201769848445.706,cpp,s173
1873,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s174,27089907437.0,27127809408.545456,9145435891532636.0,cpp,s174
1874,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s175,43527222.0,43690903.72727273,193185470816.0175,cpp,s175
1875,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s211,95545568.0,96096116.27272727,2487117219753.824,cpp,s211
1876,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s212,85075597.0,85569210.81818181,2249193113256.7646,cpp,s212
1877,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s221,84806932.0,84851917.9090909,20456734409.09036,cpp,s221
1878,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s222,94313926.0,95514941.45454545,15960862161905.879,cpp,s222
1879,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s2233,47321278.0,47544592.90909091,745844702575.0881,cpp,s2233
1880,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s2244,76467814.0,76913866.72727273,1183077941140.608,cpp,s2244
1881,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s2251,95815812.0,97334847.72727273,27092312490047.617,cpp,s2251
1882,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s231,478849045.0,479974527.72727275,10361812482985.027,cpp,s231
1883,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s233,92170250.0,92984167.36363636,3372881407108.474,cpp,s233
1884,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s235,993060096.0,996762159.4545455,56250349090923.68,cpp,s235
1885,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s241,183614218.0,183786643.27272728,10358335677293.066,cpp,s241
1886,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s242,32.0,43.63636363636363,670.2545454545455,cpp,s242
1887,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s243,115355738.0,116026268.27272727,12148707593878.818,cpp,s243
1888,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s244,98656740.0,104694936.72727273,144257256730976.6,cpp,s244
1889,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s251,303831642.0,304814564.09090906,5991598998701.569,cpp,s251
1890,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s252,54415634.0,54819062.54545455,1610453621512.8723,cpp,s252
1891,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s253,87681194.0,87929575.0,2079039155505.0012,cpp,s253
1892,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s254,133888085.0,134200640.45454545,2907688865678.3,cpp,s254
1893,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s255,34246423.0,34277468.63636363,10843013747.855099,cpp,s255
1894,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s256,35250847.0,35612179.45454545,1107585465382.0708,cpp,s256
1895,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s258,2112.0,1931.6363636363637,394295.8545454545,cpp,s258
1896,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s261,83601149.0,83712773.45454545,76967427765.47243,cpp,s261
1897,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s271,260082577.0,287290081.6363636,4513472891589274.0,cpp,s271
1898,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s272,38701469.0,38954922.09090909,503537048965.89044,cpp,s272
1899,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s273,85013931.0,85035857.0909091,82308854376.29082,cpp,s273
1900,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s274,97885238.0,98399896.0,2342300725918.8,cpp,s274
1901,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s291,66796722.0,67322500.18181819,1881410573130.3684,cpp,s291
1902,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s292,41505399.0,42138351.54545455,2930614115135.0747,cpp,s292
1903,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s293,49055976.0,49092303.54545455,265947910496.47314,cpp,s293
1904,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s3110,64770639.0,65645643.09090909,8502878372982.091,cpp,s3110
1905,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s3111,23913769.0,24041154.181818184,88672679466.76418,cpp,s3111
1906,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s3112,41496531.0,41534463.54545455,17427987276.672646,cpp,s3112
1907,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s3113,95676013.0,95675103.0,445622777308.3993,cpp,s3113
1908,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s321,83172826.0,83184400.0,51391865035.79944,cpp,s321
1909,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s322,127703961.0,155849793.0909091,8524268072038901.0,cpp,s322
1910,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s323,105113372.0,105035189.72727273,13688132060943.598,cpp,s323
1911,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s3251,114848528.0,115008344.81818181,215598190156.76532,cpp,s3251
1912,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s331,23389946.0,24113871.0,3354858270902.4004,cpp,s331
1913,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s341,215225434.0,215273336.0,62532362549.000626,cpp,s341
1914,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s342,226378424.0,235631375.36363637,950306159299065.8,cpp,s342
1915,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s343,60766989.0,60889211.0,203687239251.9996,cpp,s343
1916,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s351,345374551.0,375732241.09090906,7752067522091422.0,cpp,s351
1917,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s352,332870500.0,335107692.1818182,22008689410556.992,cpp,s352
1918,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s353,572138781.0,577469072.1818181,153103093844533.8,cpp,s353
1919,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s000,71123000.0,70948000.0,452329199999.9982,dace,s000
1920,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s111,87195000.0,87291909.0909091,234915090909.0915,dace,s111
1921,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1111,127276000.0,127481090.9090909,149705890909.09015,dace,s1111
1922,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1112,104167000.0,104281500.0,1344596055555.5598,dace,s1112
1923,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1113,67595000.0,67911454.54545455,3081068872727.2734,dace,s1113
1924,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s112,128716000.0,128862090.9090909,2562071290909.0845,dace,s112
1925,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s113,136471000.0,139713545.45454547,70388990472727.27,dace,s113
1926,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s114,555000.0,561818.1818181818,305563636.363636,dace,s114
1927,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s116,252352000.0,253188818.1818182,6329611363636.377,dace,s116
1928,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1161,251147000.0,252579454.54545453,19516323072727.293,dace,s1161
1929,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s119,74002000.0,74397727.27272727,1556848018181.8179,dace,s119
1930,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s121,130687000.0,146582909.0909091,2808282792290909.0,dace,s121
1931,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1213,75216000.0,75361454.54545455,140244872727.27213,dace,s1213
1932,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s122,29669000.0,30105272.727272727,1498335818181.8176,dace,s122
1933,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1221,43199000.0,43263727.27272727,60363418181.81825,dace,s1221
1934,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s123,148754000.0,147152000.0,49299525400000.016,dace,s123
1935,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1232,30001000.0,30055000.0,17686199999.99999,dace,s1232
1936,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s124,276541000.0,276188545.45454544,8844149672727.264,dace,s124
1937,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1251,445157000.0,445614727.27272725,10425273018181.814,dace,s1251
1938,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s126,46352000.0,46896000.0,1760728000000.0015,dace,s126
1939,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s127,108559000.0,108756200.0,349264400000.00134,dace,s127
1940,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s128,129516000.0,132233181.81818181,82771932563636.4,dace,s128
1941,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s13110,64920500.0,65480600.0,3046175377777.783,dace,s13110
1942,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s1351,439241000.0,440195818.1818182,3739551963636.3955,dace,s1351
1943,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s151,216373000.0,218248636.36363637,16883005254545.422,dace,s151
1944,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s152,122471000.0,122357500.0,356027388888.8869,dace,s152
1945,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s161,253487000.0,253864181.8181818,3610705363636.3594,dace,s161
1946,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s162,316556000.0,317322800.0,8806760622222.248,dace,s162
1947,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s171,43927000.0,44235909.09090909,696729690909.0918,dace,s171
1948,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s172,41927000.0,42688600.0,4899624044444.443,dace,s172
1949,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s173,263677500.0,265694200.0,27092310177777.734,dace,s173
1950,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s174,26399374000.0,26390049727.272728,3035856465418141.0,dace,s174
1951,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s175,43754000.0,43835545.45454545,95334672727.27292,dace,s175
1952,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s211,96204000.0,96615363.63636364,1945984854545.4478,dace,s211
1953,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s212,83497000.0,121476000.0,1.55589682252e+16,dace,s212
1954,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s221,88716000.0,88572636.36363636,1393104254545.454,dace,s221
1955,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s222,62291000.0,62297727.27272727,4005618181.8181787,dace,s222
1956,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s2233,45604000.0,45855000.0,777616599999.9998,dace,s2233
1957,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s2244,53991000.0,54402900.0,646795433333.3333,dace,s2244
1958,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s2251,95571000.0,95534545.45454545,55120872727.272995,dace,s2251
1959,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s231,483070000.0,483974909.09090906,4956752690909.161,dace,s231
1960,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s233,90644000.0,90935090.9090909,1318791890909.0906,dace,s233
1961,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s235,1003274000.0,1005704636.3636364,29029263654545.344,dace,s235
1962,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s241,178020000.0,178843818.1818182,13963860363636.453,dace,s241
1963,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s242,0.0,272.72727272727275,218181.81818181818,dace,s242
1964,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s243,108702000.0,108842545.45454545,123796672727.2731,dace,s243
1965,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s244,83933000.0,83975636.36363636,92460054545.45357,dace,s244
1966,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s251,299196000.0,299879300.0,4098780011111.105,dace,s251
