,compiler,cluster,source_file,name,median_ns,mean_ns,variance_ns,impl,kernel
416,gcc,arm,runtimes_v8f_.csv,cpp_s1113,66920674.0,67269488.45454545,1004181759551.6722,cpp,s1113
417,gcc,arm,runtimes_v8f_.csv,cpp_s1115,4197630.0,4427307.0,243535694254.6,cpp,s1115
418,gcc,arm,runtimes_v8f_.csv,cpp_s112,129734115.0,129616797.9090909,531510826656.0796,cpp,s112
419,gcc,arm,runtimes_v8f_.csv,cpp_s113,139590417.0,140134129.54545453,3620190491915.8076,cpp,s113
420,gcc,arm,runtimes_v8f_.csv,cpp_s114,581710.0,586102.3636363636,422821440.6545454,cpp,s114
421,gcc,arm,runtimes_v8f_.csv,cpp_s115,265048.0,298952.1818181818,8080954543.163637,cpp,s115
422,gcc,arm,runtimes_v8f_.csv,cpp_s116,243889871.0,244454697.36363637,2669635329304.2593,cpp,s116
423,gcc,arm,runtimes_v8f_.csv,cpp_s1161,107357685.0,108869590.0,25447991570110.598,cpp,s1161
424,gcc,arm,runtimes_v8f_.csv,cpp_s118,3394966.0,3455590.1818181816,40621748035.56366,cpp,s118
425,gcc,arm,runtimes_v8f_.csv,cpp_s119,73461177.0,73932713.72727273,1592135506023.2148,cpp,s119
426,gcc,arm,runtimes_v8f_.csv,cpp_s121,129007047.0,143925473.36363637,1158542103485402.5,cpp,s121
427,gcc,arm,runtimes_v8f_.csv,cpp_s1213,96147581.0,96793014.45454545,2525255591869.075,cpp,s1213
428,gcc,arm,runtimes_v8f_.csv,cpp_s122,29515758.0,29695781.818181816,166820867285.3639,cpp,s122
429,gcc,arm,runtimes_v8f_.csv,cpp_s1221,34086072.0,34105716.45454545,52964185851.27073,cpp,s1221
430,gcc,arm,runtimes_v8f_.csv,cpp_s123,146579366.0,149102738.45454547,16717180241539.059,cpp,s123
431,gcc,arm,runtimes_v8f_.csv,cpp_s1232,34889708.0,34880876.09090909,67846014020.09084,cpp,s1232
432,gcc,arm,runtimes_v8f_.csv,cpp_s124,94354228.0,94841162.54545455,1269790775235.0737,cpp,s124
433,gcc,arm,runtimes_v8f_.csv,cpp_s125,1087742.0,1208236.2727272727,159110044160.6181,cpp,s125
434,gcc,arm,runtimes_v8f_.csv,cpp_s1251,434106439.0,435777065.1818182,23841794999382.965,cpp,s1251
435,gcc,arm,runtimes_v8f_.csv,cpp_s126,50096417.0,50775164.72727273,3651408581820.4165,cpp,s126
436,gcc,arm,runtimes_v8f_.csv,cpp_s127,106633291.0,108092365.63636364,21332884628300.062,cpp,s127
437,gcc,arm,runtimes_v8f_.csv,cpp_s128,130783301.0,148603798.72727272,3309484379676108.0,cpp,s128
438,gcc,arm,runtimes_v8f_.csv,cpp_s13110,145216824.0,146105790.54545453,8678863418082.037,cpp,s13110
439,gcc,arm,runtimes_v8f_.csv,cpp_s132,21215.0,21066.81818181818,366784.1636363631,cpp,s132
440,gcc,arm,runtimes_v8f_.csv,cpp_s1351,442617235.0,445211446.27272725,68809901186914.27,cpp,s1351
441,gcc,arm,runtimes_v8f_.csv,cpp_s1421,211381891.0,212791365.9090909,12686023727608.291,cpp,s1421
442,gcc,arm,runtimes_v8f_.csv,cpp_s151,213150546.0,216088034.54545453,75840226228428.61,cpp,s151
443,gcc,arm,runtimes_v8f_.csv,cpp_s152,98787353.0,99454203.81818181,5092453280304.164,cpp,s152
444,gcc,arm,runtimes_v8f_.csv,cpp_s161,134835464.0,137435398.45454547,28408532650977.914,cpp,s161
445,gcc,arm,runtimes_v8f_.csv,cpp_s162,319507384.0,319848014.0,17294558808842.104,cpp,s162
446,gcc,arm,runtimes_v8f_.csv,cpp_s171,44464515.0,44567444.27272727,91815766161.61987,cpp,s171
447,gcc,arm,runtimes_v8f_.csv,cpp_s172,45212614.0,45503712.09090909,373443300270.4902,cpp,s172
448,gcc,arm,runtimes_v8f_.csv,cpp_s173,260731597.0,261557535.0,6536536112095.588,cpp,s173
449,gcc,arm,runtimes_v8f_.csv,cpp_s174,27169550855.0,27142470298.545456,5320925259317879.0,cpp,s174
450,gcc,arm,runtimes_v8f_.csv,cpp_s175,43383819.0,43538314.54545455,153409670449.87247,cpp,s175
451,gcc,arm,runtimes_v8f_.csv,cpp_s211,103632479.0,104196652.27272727,2606494105236.8125,cpp,s211
452,gcc,arm,runtimes_v8f_.csv,cpp_s212,85036023.0,85066832.63636364,90084470839.85417,cpp,s212
453,gcc,arm,runtimes_v8f_.csv,cpp_s221,225538668.0,224663212.9090909,6806518524315.65,cpp,s221
454,gcc,arm,runtimes_v8f_.csv,cpp_s222,125431870.0,125424527.27272727,66321292053.41823,cpp,s222
455,gcc,arm,runtimes_v8f_.csv,cpp_s2233,46104289.0,46344413.27272727,726260857516.0181,cpp,s2233
456,gcc,arm,runtimes_v8f_.csv,cpp_s2244,74779732.0,75212524.0,650284824186.399,cpp,s2244
457,gcc,arm,runtimes_v8f_.csv,cpp_s2251,113355257.0,114050401.63636364,59390939006297.65,cpp,s2251
458,gcc,arm,runtimes_v8f_.csv,cpp_s231,492632667.0,496005349.6363636,44396262045284.07,cpp,s231
459,gcc,arm,runtimes_v8f_.csv,cpp_s233,87215229.0,88165006.54545455,7327881427248.875,cpp,s233
460,gcc,arm,runtimes_v8f_.csv,cpp_s235,988830695.0,988943423.8181819,7530092810267.432,cpp,s235
461,gcc,arm,runtimes_v8f_.csv,cpp_s241,169609244.0,169893953.1818182,1705120284119.9634,cpp,s241
462,gcc,arm,runtimes_v8f_.csv,cpp_s242,32.0,32.0,409.6,cpp,s242
463,gcc,arm,runtimes_v8f_.csv,cpp_s243,113115030.0,113527727.81818181,1412392745732.3618,cpp,s243
464,gcc,arm,runtimes_v8f_.csv,cpp_s244,89489720.0,89607276.45454545,178569985334.47235,cpp,s244
465,gcc,arm,runtimes_v8f_.csv,cpp_s251,304845538.0,306878946.1818182,32308236176777.35,cpp,s251
466,gcc,arm,runtimes_v8f_.csv,cpp_s252,53690609.0,53616217.45454545,428267682203.6722,cpp,s252
467,gcc,arm,runtimes_v8f_.csv,cpp_s253,86152927.0,86296852.45454545,689943220111.8743,cpp,s253
468,gcc,arm,runtimes_v8f_.csv,cpp_s254,133040176.0,133043597.36363636,4376470765323.0625,cpp,s254
469,gcc,arm,runtimes_v8f_.csv,cpp_s255,39920122.0,40537358.18181818,2659582724689.3633,cpp,s255
470,gcc,arm,runtimes_v8f_.csv,cpp_s256,37898013.0,38285179.45454545,1386657764578.4712,cpp,s256
471,gcc,arm,runtimes_v8f_.csv,cpp_s258,2560.0,2141.090909090909,468470.69090909103,cpp,s258
472,gcc,arm,runtimes_v8f_.csv,cpp_s261,91060339.0,91649540.54545455,3148675025749.267,cpp,s261
473,gcc,arm,runtimes_v8f_.csv,cpp_s271,248480689.0,272498959.90909094,5924036811198271.0,cpp,s271
474,gcc,arm,runtimes_v8f_.csv,cpp_s272,41938290.0,42032309.09090909,37428670828.290794,cpp,s272
475,gcc,arm,runtimes_v8f_.csv,cpp_s273,175346147.0,192383790.72727272,7748480459450786.0,cpp,s273
476,gcc,arm,runtimes_v8f_.csv,cpp_s274,145945857.0,146267062.8181818,196114630609434.0,cpp,s274
477,gcc,arm,runtimes_v8f_.csv,cpp_s291,66299641.0,66517034.54545455,701877716807.8743,cpp,s291
478,gcc,arm,runtimes_v8f_.csv,cpp_s292,41449306.0,41466009.09090909,1451442843.2909207,cpp,s292
479,gcc,arm,runtimes_v8f_.csv,cpp_s293,20750108.0,20772367.454545453,7163217267.672709,cpp,s293
480,gcc,arm,runtimes_v8f_.csv,cpp_s311,415086196.0,417654457.1818182,52019020647307.375,cpp,s311
481,gcc,arm,runtimes_v8f_.csv,cpp_s3110,145317492.0,147059811.45454547,10924483183612.043,cpp,s3110
482,gcc,arm,runtimes_v8f_.csv,cpp_s3111,23230217.0,23363882.90909091,72683088818.6908,cpp,s3111
483,gcc,arm,runtimes_v8f_.csv,cpp_s31111,24151627.0,24244219.727272727,68918373434.61841,cpp,s31111
484,gcc,arm,runtimes_v8f_.csv,cpp_s3112,41491297.0,41499519.81818182,3255933648.3635154,cpp,s3112
485,gcc,arm,runtimes_v8f_.csv,cpp_s3113,91136609.0,91456591.36363636,3557912440893.056,cpp,s3113
486,gcc,arm,runtimes_v8f_.csv,cpp_s321,83118537.0,83172325.0,15605909062.399923,cpp,s321
487,gcc,arm,runtimes_v8f_.csv,cpp_s322,104221698.0,104232400.27272727,118968045115.21817,cpp,s322
488,gcc,arm,runtimes_v8f_.csv,cpp_s323,253526330.0,254018960.9090909,1358269495371.2917,cpp,s323
489,gcc,arm,runtimes_v8f_.csv,cpp_s3251,113332644.0,113536590.54545455,988052823834.8746,cpp,s3251
490,gcc,arm,runtimes_v8f_.csv,cpp_s331,23710159.0,23779997.727272727,41819053262.418434,cpp,s331
491,gcc,arm,runtimes_v8f_.csv,cpp_s341,231644179.0,231724807.27272728,381766563689.818,cpp,s341
492,gcc,arm,runtimes_v8f_.csv,cpp_s342,233737494.0,234096967.8181818,1483229524924.5698,cpp,s342
493,gcc,arm,runtimes_v8f_.csv,cpp_s343,54499706.0,54570846.45454545,144119855443.47208,cpp,s343
494,gcc,arm,runtimes_v8f_.csv,cpp_s351,345215776.0,345414119.27272725,11873659891825.635,cpp,s351
495,gcc,arm,runtimes_v8f_.csv,cpp_s352,320859684.0,343362172.8181818,6764425731369466.0,cpp,s352
496,gcc,arm,runtimes_v8f_.csv,cpp_s353,571497606.0,578949902.0,575031417016460.2,cpp,s353
497,gcc,arm,runtimes_v8f_.csv,cpp_s4112,470969234.0,474421958.72727275,54391724829728.92,cpp,s4112
498,gcc,arm,runtimes_v8f_.csv,cpp_s4113,612796718.0,620578542.2727273,1134092425446725.5,cpp,s4113
499,gcc,arm,runtimes_v8f_.csv,cpp_s4114,567728744.0,596171366.3636364,4155059672163231.0,cpp,s4114
500,gcc,arm,runtimes_v8f_.csv,cpp_s4115,575697281.0,577643865.9090909,17472205142279.668,cpp,s4115
501,gcc,arm,runtimes_v8f_.csv,cpp_s4116,65662.0,65484.454545454544,329139.8727272734,cpp,s4116
502,gcc,arm,runtimes_v8f_.csv,cpp_s4117,63225839.0,72466882.18181819,952465922605102.2,cpp,s4117
503,gcc,arm,runtimes_v8f_.csv,cpp_s4121,65017528.0,65072513.81818182,69834279279.96255,cpp,s4121
504,gcc,arm,runtimes_v8f_.csv,cpp_s424,221233220.0,221506817.0,2777365234842.1997,cpp,s424
505,gcc,arm,runtimes_v8f_.csv,cpp_s431,429632149.0,432435425.72727275,36776772675912.25,cpp,s431
506,gcc,arm,runtimes_v8f_.csv,cpp_s441,67961203.0,68073501.0,156608012188.8002,cpp,s441
507,gcc,arm,runtimes_v8f_.csv,cpp_s442,53909526.0,54086322.90909091,327905886414.88947,cpp,s442
508,gcc,arm,runtimes_v8f_.csv,cpp_s443,125139547.0,142974406.72727272,1829679228861174.8,cpp,s443
509,gcc,arm,runtimes_v8f_.csv,cpp_s451,749472981.0,750225847.2727273,2525857837511.2227,cpp,s451
510,gcc,arm,runtimes_v8f_.csv,cpp_s452,214448507.0,236268261.9090909,2754535193608970.5,cpp,s452
511,gcc,arm,runtimes_v8f_.csv,cpp_s453,69931260.0,69664475.0,602126198674.5979,cpp,s453
512,gcc,arm,runtimes_v8f_.csv,cpp_s471,131388676.0,135198291.1818182,48577408450009.59,cpp,s471
513,gcc,arm,runtimes_v8f_.csv,cpp_s481,65660419.0,65725539.45454545,50710926196.67241,cpp,s481
514,gcc,arm,runtimes_v8f_.csv,cpp_s482,64304485.0,64569625.72727273,537459642099.41815,cpp,s482
515,gcc,arm,runtimes_v8f_.csv,cpp_s491,809208803.0,820146691.4545455,810303506471270.4,cpp,s491
516,gcc,arm,runtimes_v8f_.csv,dace_s000,86742000.0,86711909.0909091,73886890909.09067,dace,s000
517,gcc,arm,runtimes_v8f_.csv,dace_s111,87014000.0,87031818.18181819,422409763636.3551,dace,s111
518,gcc,arm,runtimes_v8f_.csv,dace_s1111,127605000.0,130368300.0,73649578233333.34,dace,s1111
519,gcc,arm,runtimes_v8f_.csv,dace_s1112,102686000.0,102706100.0,1597678544444.4463,dace,s1112
520,gcc,arm,runtimes_v8f_.csv,dace_s1113,66978000.0,67080727.27272727,589699018181.8176,dace,s1113
521,gcc,arm,runtimes_v8f_.csv,dace_s112,122876000.0,122738545.45454545,709327472727.2751,dace,s112
522,gcc,arm,runtimes_v8f_.csv,dace_s113,132904500.0,133513400.0,3645786488888.854,dace,s113
523,gcc,arm,runtimes_v8f_.csv,dace_s114,588000.0,588818.1818181818,380963636.3636363,dace,s114
524,gcc,arm,runtimes_v8f_.csv,dace_s116,246693000.0,250927181.8181818,109212026763636.31,dace,s116
525,gcc,arm,runtimes_v8f_.csv,dace_s1161,106734000.0,106909181.81818181,183023363636.36386,dace,s1161
526,gcc,arm,runtimes_v8f_.csv,dace_s118,3386000.0,3699636.3636363638,774244654545.4546,dace,s118
527,gcc,arm,runtimes_v8f_.csv,dace_s119,77209000.0,81198363.63636364,53687807054545.45,dace,s119
528,gcc,arm,runtimes_v8f_.csv,dace_s121,128716500.0,130626100.0,51891376544444.44,dace,s121
529,gcc,arm,runtimes_v8f_.csv,dace_s1213,77937000.0,78661909.0909091,1552890690909.0898,dace,s1213
530,gcc,arm,runtimes_v8f_.csv,dace_s122,29632000.0,29614545.454545453,79240072727.27303,dace,s122
531,gcc,arm,runtimes_v8f_.csv,dace_s1221,43783000.0,43827200.0,60769733333.333405,dace,s1221
532,gcc,arm,runtimes_v8f_.csv,dace_s123,132801000.0,132806909.0909091,161143690909.09125,dace,s123
533,gcc,arm,runtimes_v8f_.csv,dace_s1232,30722500.0,30802400.0,51422266666.66647,dace,s1232
534,gcc,arm,runtimes_v8f_.csv,dace_s124,101568000.0,102354636.36363636,13112631254545.465,dace,s124
535,gcc,arm,runtimes_v8f_.csv,dace_s1251,537647500.0,532952000.0,2374137181777778.0,dace,s1251
536,gcc,arm,runtimes_v8f_.csv,dace_s126,44022000.0,44712909.09090909,2160263090909.093,dace,s126
537,gcc,arm,runtimes_v8f_.csv,dace_s127,106460000.0,106945300.0,1097852455555.5532,dace,s127
538,gcc,arm,runtimes_v8f_.csv,dace_s128,130828500.0,131029600.0,904037377777.7761,dace,s128
539,gcc,arm,runtimes_v8f_.csv,dace_s13110,145294000.0,146133000.0,7450713999999.966,dace,s13110
540,gcc,arm,runtimes_v8f_.csv,dace_s132,34000.0,36000.0,12200000.0,dace,s132
541,gcc,arm,runtimes_v8f_.csv,dace_s1351,428437000.0,429978200.0,18802765288888.94,dace,s1351
542,gcc,arm,runtimes_v8f_.csv,dace_s1421,208897500.0,210778500.0,16079382944444.441,dace,s1421
543,gcc,arm,runtimes_v8f_.csv,dace_s151,208766000.0,209630200.0,8849869955555.55,dace,s151
544,gcc,arm,runtimes_v8f_.csv,dace_s152,118732000.0,119065300.0,741237566666.6646,dace,s152
545,gcc,arm,runtimes_v8f_.csv,dace_s161,119001000.0,119593181.81818181,7099226563636.365,dace,s161
546,gcc,arm,runtimes_v8f_.csv,dace_s162,303231000.0,303190818.1818182,5397220163636.354,dace,s162
547,gcc,arm,runtimes_v8f_.csv,dace_s171,41285000.0,41271727.27272727,28484418181.818565,dace,s171
548,gcc,arm,runtimes_v8f_.csv,dace_s172,41075000.0,41193818.18181818,158048363636.3638,dace,s172
549,gcc,arm,runtimes_v8f_.csv,dace_s173,255208500.0,256879100.0,44024968544444.414,dace,s173
550,gcc,arm,runtimes_v8f_.csv,dace_s174,26169783000.0,26173881454.545456,147878209872692.06,dace,s174
551,gcc,arm,runtimes_v8f_.csv,dace_s175,41263000.0,41281090.90909091,130183890909.0905,dace,s175
552,gcc,arm,runtimes_v8f_.csv,dace_s211,97157000.0,131149363.63636364,1.2662623050054546e+16,dace,s211
553,gcc,arm,runtimes_v8f_.csv,dace_s212,84980000.0,85109727.27272727,232521418181.8188,dace,s212
554,gcc,arm,runtimes_v8f_.csv,dace_s221,74173000.0,101788181.81818181,8063508247563638.0,dace,s221
555,gcc,arm,runtimes_v8f_.csv,dace_s222,62257000.0,62249727.27272727,6994218181.818296,dace,s222
556,gcc,arm,runtimes_v8f_.csv,dace_s2233,46143000.0,46363900.0,581739211111.1117,dace,s2233
557,gcc,arm,runtimes_v8f_.csv,dace_s2244,53779500.0,54044000.0,549254444444.4441,dace,s2244
558,gcc,arm,runtimes_v8f_.csv,dace_s2251,107088000.0,107787818.18181819,7405744363636.361,dace,s2251
559,gcc,arm,runtimes_v8f_.csv,dace_s231,493768500.0,494322100.0,6988167877777.772,dace,s231
560,gcc,arm,runtimes_v8f_.csv,dace_s233,89268500.0,89643300.0,1254861566666.6658,dace,s233
561,gcc,arm,runtimes_v8f_.csv,dace_s235,1007472000.0,1008563818.1818181,5931602763636.114,dace,s235
562,gcc,arm,runtimes_v8f_.csv,dace_s241,170430000.0,173618636.36363637,109143505054545.42,dace,s241
563,gcc,arm,runtimes_v8f_.csv,dace_s242,0.0,90.9090909090909,90909.09090909091,dace,s242
564,gcc,arm,runtimes_v8f_.csv,dace_s243,107505000.0,108658000.0,9257996200000.002,dace,s243
565,gcc,arm,runtimes_v8f_.csv,dace_s244,85535000.0,85535090.9090909,73830290909.0911,dace,s244
566,gcc,arm,runtimes_v8f_.csv,dace_s251,304733500.0,314047800.0,997567489288888.9,dace,s251
567,gcc,arm,runtimes_v8f_.csv,dace_s252,53996000.0,54224727.27272727,221526418181.81918,dace,s252
568,gcc,arm,runtimes_v8f_.csv,dace_s253,87885000.0,88147000.0,4110793199999.9985,dace,s253
569,gcc,arm,runtimes_v8f_.csv,dace_s254,165582000.0,166239363.63636363,4125607054545.458,dace,s254
570,gcc,arm,runtimes_v8f_.csv,dace_s255,40318000.0,40448000.0,218750999999.99994,dace,s255
571,gcc,arm,runtimes_v8f_.csv,dace_s256,34545000.0,34837454.54545455,993777272727.2734,dace,s256
572,gcc,arm,runtimes_v8f_.csv,dace_s258,2000.0,2454.5454545454545,272727.2727272726,dace,s258
573,gcc,arm,runtimes_v8f_.csv,dace_s261,82632000.0,82667272.72727273,39633218181.81824,dace,s261
574,gcc,arm,runtimes_v8f_.csv,dace_s271,254972000.0,255926700.0,11387351788888.885,dace,s271
575,gcc,arm,runtimes_v8f_.csv,dace_s272,36468500.0,37294600.0,6467737600000.001,dace,s272
576,gcc,arm,runtimes_v8f_.csv,dace_s273,137747500.0,140335400.0,38707768711111.086,dace,s273
577,gcc,arm,runtimes_v8f_.csv,dace_s274,94550000.0,95712545.45454545,9203232672727.283,dace,s274
578,gcc,arm,runtimes_v8f_.csv,dace_s291,69932500.0,69902700.0,518729788888.8888,dace,s291
579,gcc,arm,runtimes_v8f_.csv,dace_s292,34401000.0,35283300.0,3900784899999.999,dace,s292
580,gcc,arm,runtimes_v8f_.csv,dace_s293,70889000.0,71396454.54545455,35005973072727.27,dace,s293
581,gcc,arm,runtimes_v8f_.csv,dace_s3110,145259500.0,145768300.0,2155693344444.4424,dace,s3110
582,gcc,arm,runtimes_v8f_.csv,dace_s3111,103802000.0,104639090.9090909,8093116690909.081,dace,s3111
583,gcc,arm,runtimes_v8f_.csv,dace_s31111,22492000.0,22680818.181818184,127481763636.3634,dace,s31111
584,gcc,arm,runtimes_v8f_.csv,dace_s3112,41618000.0,41598818.18181818,12246163636.363602,dace,s3112
585,gcc,arm,runtimes_v8f_.csv,dace_s3113,166146000.0,166336090.9090909,363420490909.09265,dace,s3113
586,gcc,arm,runtimes_v8f_.csv,dace_s321,83070000.0,96734454.54545455,2048070195072727.2,dace,s321
587,gcc,arm,runtimes_v8f_.csv,dace_s322,186942000.0,187381000.0,2446576399999.993,dace,s322
588,gcc,arm,runtimes_v8f_.csv,dace_s323,95463000.0,141598000.0,1.95819105056e+16,dace,s323
589,gcc,arm,runtimes_v8f_.csv,dace_s3251,121778000.0,122057700.0,4684372233333.324,dace,s3251
590,gcc,arm,runtimes_v8f_.csv,dace_s331,27566000.0,27650300.0,42237788888.88898,dace,s331
591,gcc,arm,runtimes_v8f_.csv,dace_s341,231911000.0,232008400.0,170049822222.22342,dace,s341
592,gcc,arm,runtimes_v8f_.csv,dace_s342,234252500.0,234341900.0,120303211111.11292,dace,s342
593,gcc,arm,runtimes_v8f_.csv,dace_s343,50166500.0,50201800.0,155842844444.44452,dace,s343
594,gcc,arm,runtimes_v8f_.csv,dace_s351,337836000.0,340227900.0,26343960544444.473,dace,s351
595,gcc,arm,runtimes_v8f_.csv,dace_s352,318346500.0,320591200.0,37588083511110.88,dace,s352
596,gcc,arm,runtimes_v8f_.csv,dace_s353,551397000.0,555092272.7272727,51580194418181.74,dace,s353
597,gcc,arm,runtimes_v8f_.csv,dace_s4112,472033000.0,477777200.0,333809814177777.94,dace,s4112
598,gcc,arm,runtimes_v8f_.csv,dace_s4113,594731000.0,599347545.4545455,78720483472727.53,dace,s4113
599,gcc,arm,runtimes_v8f_.csv,dace_s4114,590998500.0,610662500.0,4059150502277778.0,dace,s4114
600,gcc,arm,runtimes_v8f_.csv,dace_s4115,554712000.0,556523500.0,35537760944444.54,dace,s4115
601,gcc,arm,runtimes_v8f_.csv,dace_s4116,63000.0,63363.63636363636,854545.4545454554,dace,s4116
602,gcc,arm,runtimes_v8f_.csv,dace_s4117,63104500.0,63255900.0,541785211111.1109,dace,s4117
603,gcc,arm,runtimes_v8f_.csv,dace_s4121,65013500.0,75273600.0,982671763155555.5,dace,s4121
604,gcc,arm,runtimes_v8f_.csv,dace_s424,219062500.0,219818800.0,5271210844444.441,dace,s424
605,gcc,arm,runtimes_v8f_.csv,dace_s431,417872000.0,427723300.0,963427576677777.5,dace,s431
606,gcc,arm,runtimes_v8f_.csv,dace_s441,67978000.0,68032800.0,77415288888.8893,dace,s441
607,gcc,arm,runtimes_v8f_.csv,dace_s442,50889500.0,51093400.0,256881822222.22253,dace,s442
608,gcc,arm,runtimes_v8f_.csv,dace_s443,126650500.0,127115000.0,1053178666666.6688,dace,s443
609,gcc,arm,runtimes_v8f_.csv,dace_s451,745916500.0,747284300.0,9787182233333.336,dace,s451
610,gcc,arm,runtimes_v8f_.csv,dace_s452,211943500.0,212978800.0,5296904622222.23,dace,s452
611,gcc,arm,runtimes_v8f_.csv,dace_s453,68682000.0,68370272.72727273,369436018181.8198,dace,s453
612,gcc,arm,runtimes_v8f_.csv,dace_s471,98946000.0,99236400.0,594548933333.3344,dace,s471
613,gcc,arm,runtimes_v8f_.csv,dace_s481,65861000.0,66034900.0,170876099999.99957,dace,s481
614,gcc,arm,runtimes_v8f_.csv,dace_s482,61337000.0,61371100.0,45022100000.00004,dace,s482
615,gcc,arm,runtimes_v8f_.csv,dace_s491,761152000.0,763671090.9090909,28259093290908.97,dace,s491
616,gcc,arm,runtimes_v8f_.csv,s311_cpy,415031000.0,415290545.45454544,869405272727.2695,,
617,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s000,196526754.0,197236058.54545453,17041041794677.053,cpp,s000
618,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s111,87238781.0,87350994.0909091,266398246476.6923,cpp,s111
619,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1111,124316537.0,125754182.0909091,22676038290428.29,cpp,s1111
620,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1112,104324114.0,104504762.54545455,2515586958876.4756,cpp,s1112
621,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1113,67405642.0,67506679.18181819,565419287271.358,cpp,s1113
622,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1115,4138095.0,4338015.454545454,266047474042.67276,cpp,s1115
623,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s112,128186743.0,129817816.81818181,20018136192583.367,cpp,s112
624,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s113,140358820.0,141057871.0,3226197376911.79,cpp,s113
625,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s114,581067.0,589631.8181818182,895411530.7636356,cpp,s114
626,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s115,272470.0,302904.36363636365,9136943027.454546,cpp,s115
627,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s116,241538811.0,250541076.36363637,927023746506713.2,cpp,s116
628,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1161,106741466.0,107439930.9090909,1486267611673.691,cpp,s1161
629,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s118,3326087.0,3423721.727272727,55154525663.618225,cpp,s118
630,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s119,73898186.0,74173358.9090909,1289618014251.6885,cpp,s119
631,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s121,127560562.0,127431085.63636364,525271805889.6559,cpp,s121
632,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1213,84993566.0,85421288.27272727,927289834227.818,cpp,s1213
633,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s122,29365594.0,29417682.454545453,77539807220.67282,cpp,s122
634,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1221,34088989.0,34297645.90909091,593660212691.0906,cpp,s1221
635,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s123,149352737.0,148695686.1818182,7542991567651.784,cpp,s123
636,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1232,31205448.0,31294307.545454547,36517085209.47299,cpp,s1232
637,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s124,100817273.0,105238894.27272727,425271086377816.5,cpp,s124
638,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s125,1098516.0,1209088.3636363635,143339970273.05457,cpp,s125
639,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1251,426082440.0,426974127.3636364,11789532116913.275,cpp,s1251
640,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s126,51084680.0,51451283.18181818,3172903039504.5654,cpp,s126
641,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s127,108795076.0,109835036.18181819,6339895155350.361,cpp,s127
642,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s128,129048167.0,129150258.18181819,656038826576.9613,cpp,s128
643,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s13110,144703878.0,145689287.72727272,7375856707389.998,cpp,s13110
644,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s132,21471.0,20790.909090909092,705893.4909090908,cpp,s132
645,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1351,432190824.0,457294706.54545456,5400627575845212.0,cpp,s1351
646,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1421,208009319.0,209241140.1818182,7461311240568.174,cpp,s1421
647,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s151,211035724.0,211269079.0,1450114142434.229,cpp,s151
648,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s152,99024505.0,99165840.72727273,4099740896694.836,cpp,s152
649,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s161,121277458.0,121486674.18181819,25917032775469.977,cpp,s161
650,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s162,317723878.0,318111929.0,33024746240137.02,cpp,s162
651,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s171,43625995.0,43662424.27272727,33482547121.419056,cpp,s171
652,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s172,43545070.0,44005519.09090909,2117472972726.2942,cpp,s172
653,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s173,262580337.0,263254892.45454547,2974681778633.257,cpp,s173
