Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,1,32,32,16.0000,32.0000,9.26,9.26,0.0962,28743.4220,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,1,32,64,16.0000,32.0000,13.05,13.05,0.0962,20397.5270,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,1,64,64,16.0000,32.0000,10.01,10.01,0.0962,26606.3470,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,2,32,32,16.0000,32.0000,12.37,12.37,0.0962,21530.8720,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,2,32,64,16.0000,32.0000,12.91,12.91,0.0962,20621.5570,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,2,64,32,16.0000,32.0000,13.55,13.55,0.0962,19653.7080,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,2,64,64,16.0000,32.0000,12.91,12.91,0.0962,20621.4930,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,4,32,32,16.0000,32.0000,13.12,13.12,0.0962,20284.9970,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,4,32,64,16.0000,32.0000,10.99,10.99,0.0962,24235.8520,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,8,32,32,16.0000,32.0000,14.21,14.21,0.0962,18733.1800,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,8,32,64,16.0000,32.0000,15.99,15.99,0.0962,16648.0040,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,8,64,32,16.0000,32.0000,11.47,11.47,0.0962,23205.7980,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,1,8,64,64,16.0000,32.0000,11.29,11.29,0.0962,23586.5210,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,2,1,32,32,16.0000,32.0000,11.17,11.17,0.0962,23828.8300,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,2,1,32,64,16.0000,32.0000,10.01,10.01,0.0962,26606.2830,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,2,1,64,64,16.0000,32.0000,14.19,14.19,0.0962,18768.6260,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,2,2,32,32,16.0000,32.0000,13.70,13.70,0.0962,19439.0950,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,2,4,32,64,16.0000,32.0000,13.77,13.77,0.0962,19341.6730,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,2,8,32,32,16.0000,32.0000,13.74,13.74,0.0962,19375.1070,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,4,1,32,32,16.0000,32.0000,14.19,14.19,0.0962,18759.7110,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,4,1,32,64,16.0000,32.0000,12.33,12.33,0.0962,21585.9030,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,4,1,64,64,16.0000,32.0000,12.76,12.76,0.0962,20869.1030,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,4,2,32,32,16.0000,32.0000,12.88,12.88,0.0962,20675.1840,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,4,2,32,64,16.0000,32.0000,14.15,14.15,0.0962,18813.8470,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,4,4,64,64,16.0000,32.0000,13.66,13.66,0.0962,19485.3560,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,4,8,32,64,16.0000,32.0000,14.32,14.32,0.0962,18597.3540,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,8,1,32,64,16.0000,32.0000,13.86,13.86,0.0962,19205.9480,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,8,1,64,32,16.0000,32.0000,11.17,11.17,0.0962,23828.5740,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,8,1,64,64,16.0000,32.0000,13.84,13.84,0.0962,19235.2550,8192000,85196800
l1_cloud_fraction_update_add,8,8,8192,16384,2,8,2,32,32,16.0000,32.0000,13.63,13.63,0.0962,19536.7820,8192000,85196800
