Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,32,32,8192,16384,2,1,1,32,32,64.0000,128.0000,43.71,43.71,0.0833,7028.1100,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,1,1,32,32,128.0000,128.0000,43.71,43.71,0.0833,7028.0780,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,1,1,32,32,64.0000,128.0000,55.85,55.85,0.0833,5500.1090,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,1,1,32,32,128.0000,128.0000,53.37,53.37,0.0833,5756.0450,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,2,1,32,32,64.0000,128.0000,43.82,43.82,0.0833,7011.1310,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,2,1,32,32,128.0000,128.0000,43.82,43.82,0.0833,7011.0990,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,2,1,32,32,64.0000,128.0000,56.03,56.03,0.0833,5483.1300,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,2,1,32,32,128.0000,128.0000,53.53,53.53,0.0833,5739.0660,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,2,2,32,32,128.0000,128.0000,62.16,62.16,0.0833,4942.1070,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,2,2,32,32,256.0000,128.0000,60.59,60.59,0.0833,5070.0430,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,2,2,32,32,128.0000,128.0000,67.82,67.82,0.0833,4529.9440,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,2,2,32,32,256.0000,128.0000,35.34,35.34,0.0833,8692.1450,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,4,1,32,32,64.0000,128.0000,43.94,43.94,0.0833,6991.1550,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,4,1,32,32,64.0000,128.0000,18.91,18.91,0.0833,16244.1100,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,4,1,32,32,128.0000,128.0000,19.38,19.38,0.0833,15848.1430,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,4,2,32,32,128.0000,128.0000,64.81,64.81,0.0833,4740.3110,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,4,2,32,32,256.0000,128.0000,54.66,54.66,0.0833,5620.1450,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,4,2,32,32,128.0000,128.0000,70.73,70.73,0.0833,4343.1320,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,4,2,32,32,256.0000,128.0000,61.46,61.46,0.0833,4998.1170,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,4,4,32,32,512.0000,128.0000,70.78,70.78,0.0833,4340.1380,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,4,4,32,32,256.0000,128.0000,70.54,70.54,0.0833,4355.1440,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,8,1,32,32,128.0000,128.0000,17.67,17.67,0.0833,17384.1430,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,8,1,32,32,64.0000,128.0000,56.76,56.76,0.0833,5412.2380,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,8,1,32,32,128.0000,128.0000,43.71,43.71,0.0833,7028.0780,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,8,2,32,32,256.0000,128.0000,35.34,35.34,0.0833,8692.1450,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,8,2,32,32,128.0000,128.0000,38.77,38.77,0.0833,7924.1450,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,8,2,32,32,256.0000,128.0000,35.34,35.34,0.0833,8692.1450,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,8,4,32,32,256.0000,128.0000,68.49,68.49,0.0833,4485.3510,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,8,4,32,32,512.0000,128.0000,68.31,68.31,0.0833,4497.3510,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,8,8,32,32,512.0000,128.0000,153.05,153.05,0.0833,2007.1220,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,8,8,32,32,1024.0000,128.0000,388.31,388.31,0.0833,791.1140,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,8,8,32,32,512.0000,128.0000,71.79,71.79,0.0833,4279.1540,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,16,1,32,32,64.0000,128.0000,19.38,19.38,0.0833,15848.1430,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,16,1,32,32,128.0000,128.0000,54.92,54.92,0.0833,5593.3380,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,16,2,32,32,128.0000,128.0000,64.05,64.05,0.0833,4796.3670,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,16,2,32,32,256.0000,128.0000,68.88,68.88,0.0833,4460.1530,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,16,4,32,32,512.0000,128.0000,75.19,75.19,0.0833,4085.4880,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,16,16,32,32,1024.0000,128.0000,71.35,71.35,0.0833,4305.2480,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,1,1,32,64,64.0000,128.0000,60.28,60.28,0.0833,5096.1430,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,1,1,32,64,128.0000,128.0000,43.82,43.82,0.0833,7011.1310,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,1,1,32,64,64.0000,256.0000,21.91,21.91,0.0833,7011.0990,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,1,1,32,64,128.0000,256.0000,44.60,44.60,0.0833,3444.1420,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,2,1,32,64,64.0000,128.0000,54.78,54.78,0.0833,5608.1570,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,2,1,32,64,64.0000,256.0000,43.14,43.14,0.0833,3560.1570,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,2,1,32,64,128.0000,256.0000,44.75,44.75,0.0833,3432.1580,32768000,393216000
l1_matrix_add,32,64,8192,16384,2,2,2,32,64,256.0000,256.0000,53.17,53.17,0.0833,2888.9880,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,2,2,32,64,128.0000,256.0000,64.21,64.21,0.0833,2392.2620,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,4,1,32,64,64.0000,128.0000,60.28,60.28,0.0833,5096.1730,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,4,1,32,64,64.0000,256.0000,9.69,9.69,0.0833,15848.1730,32768000,393216000
l1_matrix_add,64,64,8192,16384,2,4,1,32,64,128.0000,256.0000,9.39,9.39,0.0833,16360.1570,32768000,393216000
l1_matrix_add,32,32,8192,16384,2,4,2,32,64,128.0000,256.0000,52.10,52.10,0.0833,2948.2450,32768000,393216000
l1_matrix_add,64,32,8192,16384,2,4,2,32,64,128.0000,256.0000,24.67,24.67,0.0833,6225.6110,32768000,393216000
