Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,1,1,32,32,16.0000,32.0000,39.76,39.76,0.0962,6695.8140,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,8,16,8192,16384,2,1,1,32,32,32.0000,32.0000,43.05,43.05,0.0962,6183.8140,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,8,32,8192,16384,2,1,1,32,32,64.0000,32.0000,43.69,43.69,0.0962,6094.5010,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,1,1,32,32,128.0000,32.0000,43.60,43.60,0.0962,6106.8860,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,8,128,8192,16384,2,1,1,32,32,256.0000,32.0000,97.62,97.62,0.0962,2727.2540,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,1,1,32,32,16.0000,64.0000,29.96,29.96,0.0962,4442.8690,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,1,1,32,32,32.0000,64.0000,21.80,21.80,0.0962,6106.7450,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,1,1,32,32,64.0000,64.0000,34.65,34.65,0.0962,3842.1550,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,1,1,32,32,128.0000,64.0000,34.88,34.88,0.0962,3816.5230,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,16,128,8192,16384,2,1,1,32,32,256.0000,64.0000,21.80,21.80,0.0962,6106.6810,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,32,8,8192,16384,2,1,1,32,32,16.0000,128.0000,9.94,9.94,0.0962,6695.6090,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,1,1,32,32,32.0000,128.0000,23.65,23.65,0.0962,2813.8450,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,1,1,32,32,64.0000,128.0000,10.90,10.90,0.0962,6106.9500,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,1,1,32,32,128.0000,128.0000,24.66,24.66,0.0962,2698.9000,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,32,128,8192,16384,2,1,1,32,32,256.0000,128.0000,9.94,9.94,0.0962,6695.6860,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,64,8,8192,16384,2,1,1,32,32,16.0000,128.0000,9.94,9.94,0.0962,6696.0140,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,1,1,32,32,32.0000,128.0000,24.39,24.39,0.0962,2728.9370,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,1,1,32,32,64.0000,128.0000,30.83,30.83,0.0962,2159.0030,8192000,85196800
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,1,1,32,32,128.0000,128.0000,30.24,30.24,0.0962,2201.3000,8192000,85196800
