Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,1,1,32,32,32.0000,64.0000,83.18,83.18,0.4091,677.0970,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,1,1,32,32,64.0000,64.0000,83.10,83.10,0.4091,677.7040,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,1,1,32,32,128.0000,64.0000,14.76,14.76,0.4091,3816.5230,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,1,1,32,32,32.0000,128.0000,17.42,10.65,0.4091,2645.0130,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,1,1,32,32,64.0000,128.0000,10.34,10.34,0.4091,2724.5270,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,1,1,32,32,128.0000,128.0000,10.43,10.43,0.4091,2699.3000,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,1,1,32,32,32.0000,128.0000,20.91,12.78,0.4091,2204.1240,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,1,1,32,32,64.0000,128.0000,12.94,12.94,0.4091,2175.7310,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,1,1,32,32,128.0000,128.0000,12.79,12.79,0.4091,2201.2990,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,128,16,8192,16384,2,1,1,32,32,32.0000,128.0000,23.18,14.16,0.4091,1988.2450,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,128,32,8192,16384,2,1,1,32,32,64.0000,128.0000,14.43,14.43,0.4091,1951.7270,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,128,64,8192,16384,2,1,1,32,32,128.0000,128.0000,14.23,14.23,0.4091,1978.5000,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,2,1,32,32,32.0000,64.0000,14.33,14.33,0.4091,3931.0790,14745600,36044800
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,2,1,32,32,64.0000,64.0000,14.65,14.65,0.4091,3843.4690,14745600,36044800
