Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_gather_add,32,32,128,16384,2,1,1,32,32,64.0000,128.0000,1.00,1.00,0.0833,77059.0080,8192000,98304000
l1_gather_add,32,32,128,16384,2,1,1,32,64,64.0000,128.0000,1.00,1.00,0.0833,76930.9920,8192000,98304000
l1_gather_add,32,32,128,16384,2,1,1,64,32,64.0000,128.0000,1.00,1.00,0.0833,77058.9920,8192000,98304000
l1_gather_add,32,32,128,16384,2,1,1,64,64,64.0000,128.0000,1.00,1.00,0.0833,76930.9840,8192000,98304000
l1_gather_add,32,32,256,16384,2,1,1,32,32,64.0000,128.0000,1.01,1.01,0.0833,75715.0080,8192000,98304000
l1_gather_add,32,32,256,16384,2,1,1,64,32,64.0000,128.0000,1.01,1.01,0.0833,75714.9920,8192000,98304000
l1_gather_add,32,32,256,16384,2,1,1,64,64,64.0000,128.0000,1.02,1.02,0.0833,75586.9840,8192000,98304000
l1_gather_add,32,32,128,16384,2,2,1,32,32,64.0000,128.0000,1.73,1.73,0.0833,44388.5020,8192000,98304000
l1_gather_add,32,32,128,16384,2,2,1,32,64,64.0000,128.0000,1.74,1.74,0.0833,44260.4860,8192000,98304000
l1_gather_add,32,32,128,16384,2,2,1,64,64,64.0000,128.0000,1.74,1.74,0.0833,44260.4780,8192000,98304000
l1_gather_add,32,32,128,16384,2,4,1,32,32,64.0000,128.0000,2.37,2.37,0.0833,32460.7320,8192000,98304000
l1_gather_add,32,32,128,16384,2,4,1,64,32,64.0000,128.0000,2.37,2.37,0.0833,32460.7160,8192000,98304000
l1_gather_add,32,32,128,16384,2,4,1,64,64,64.0000,128.0000,2.37,2.37,0.0833,32460.2100,8192000,98304000
l1_gather_add,32,32,128,16384,2,8,1,32,32,64.0000,128.0000,3.05,3.05,0.0833,25210.9330,8192000,98304000
l1_gather_add,32,32,128,16384,2,8,1,32,64,64.0000,128.0000,3.08,3.08,0.0833,24943.0010,8192000,98304000
l1_gather_add,32,32,128,16384,2,8,1,64,32,64.0000,128.0000,3.12,3.12,0.0833,24617.4230,8192000,98304000
l1_gather_add,32,32,128,16384,2,8,1,64,64,64.0000,128.0000,3.06,3.06,0.0833,25113.9200,8192000,98304000
l1_gather_add,32,32,128,16384,2,16,1,32,32,64.0000,128.0000,2.43,2.43,0.0833,31640.4170,8192000,98304000
l1_gather_add,32,32,128,16384,2,16,1,32,64,64.0000,128.0000,2.43,2.43,0.0833,31631.2400,8192000,98304000
l1_gather_add,32,32,128,16384,2,16,1,64,32,64.0000,128.0000,2.43,2.43,0.0833,31616.0410,8192000,98304000
l1_gather_add,32,32,128,16384,2,16,1,64,64,64.0000,128.0000,2.42,2.42,0.0833,31680.3780,8192000,98304000
l1_gather_add,32,32,256,16384,2,16,1,32,64,64.0000,128.0000,5.39,5.39,0.0833,14259.2560,8192000,98304000
l1_gather_add,32,32,256,16384,2,16,1,64,32,64.0000,128.0000,5.43,5.43,0.0833,14131.2400,8192000,98304000
l1_gather_add,32,32,128,16384,2,32,1,32,32,64.0000,128.0000,1.42,1.42,0.0833,53960.1640,8192000,98304000
l1_gather_add,32,32,128,16384,2,32,1,32,64,64.0000,128.0000,1.42,1.42,0.0833,53906.3210,8192000,98304000
l1_gather_add,32,32,128,16384,2,32,1,64,32,64.0000,128.0000,1.42,1.42,0.0833,53921.1060,8192000,98304000
l1_gather_add,32,32,128,16384,2,32,1,64,64,64.0000,128.0000,1.42,1.42,0.0833,54003.1450,8192000,98304000
l1_gather_add,32,32,256,16384,2,32,1,64,32,64.0000,128.0000,6.42,6.42,0.0833,11955.2400,8192000,98304000
