Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_gather_add,8,8,32,16384,2,1,1,32,32,16.0000,32.0000,4.21,4.21,0.0833,72964.7560,8192000,98304000
l1_gather_add,8,8,32,16384,2,1,1,32,64,16.0000,32.0000,4.21,4.21,0.0833,72964.7400,8192000,98304000
l1_gather_add,8,8,32,16384,2,1,1,64,32,16.0000,32.0000,4.26,4.26,0.0833,72196.7560,8192000,98304000
l1_gather_add,8,8,64,16384,2,1,1,32,32,16.0000,32.0000,4.90,4.90,0.0833,62724.2600,8192000,98304000
l1_gather_add,8,8,128,16384,2,1,1,32,32,16.0000,32.0000,4.96,4.96,0.0833,61986.5070,8192000,98304000
l1_gather_add,8,8,128,16384,2,1,1,32,64,16.0000,32.0000,4.88,4.88,0.0833,63010.4830,8192000,98304000
l1_gather_add,8,8,128,16384,2,1,1,64,64,16.0000,32.0000,4.89,4.89,0.0833,62880.5650,8192000,98304000
l1_gather_add,8,8,256,16384,2,1,1,64,32,16.0000,32.0000,5.00,5.00,0.0833,61456.5650,8192000,98304000
l1_gather_add,8,8,256,16384,2,1,1,64,64,16.0000,32.0000,4.98,4.98,0.0833,61650.4830,8192000,98304000
l1_gather_add,8,8,32,16384,2,1,2,64,32,32.0000,64.0000,3.47,3.47,0.0833,44292.9890,8192000,98304000
l1_gather_add,8,8,64,16384,2,1,2,32,32,32.0000,64.0000,3.79,3.79,0.0833,40581.0600,8192000,98304000
l1_gather_add,8,8,64,16384,2,1,2,64,32,32.0000,64.0000,3.75,3.75,0.0833,40964.9890,8192000,98304000
l1_gather_add,8,8,64,16384,2,1,2,64,64,32.0000,64.0000,3.77,3.77,0.0833,40709.0600,8192000,98304000
l1_gather_add,8,8,128,16384,2,1,2,64,64,32.0000,64.0000,4.13,4.13,0.0833,37186.7420,8192000,98304000
l1_gather_add,8,8,32,16384,2,1,4,32,32,64.0000,128.0000,2.50,2.50,0.0833,30727.7700,8192000,98304000
l1_gather_add,8,8,32,16384,2,1,4,64,32,64.0000,128.0000,2.63,2.63,0.0833,29187.3170,8192000,98304000
l1_gather_add,8,8,64,16384,2,1,4,64,64,64.0000,128.0000,2.94,2.94,0.0833,26116.4810,8192000,98304000
l1_gather_add,8,8,128,16384,2,1,4,32,64,64.0000,128.0000,2.75,2.75,0.0833,27971.4960,8192000,98304000
l1_gather_add,8,8,128,16384,2,1,4,64,32,64.0000,128.0000,2.74,2.74,0.0833,28035.4960,8192000,98304000
l1_gather_add,8,8,256,16384,2,1,4,32,64,64.0000,128.0000,3.39,3.39,0.0833,22642.7470,8192000,98304000
l1_gather_add,8,8,256,16384,2,1,4,64,32,64.0000,128.0000,3.39,3.39,0.0833,22674.7470,8192000,98304000
l1_gather_add,8,8,256,16384,2,1,4,64,64,64.0000,128.0000,3.39,3.39,0.0833,22674.7390,8192000,98304000
l1_gather_add,8,8,32,16384,2,1,8,32,32,128.0000,128.0000,3.37,3.37,0.0833,22789.0070,8192000,98304000
l1_gather_add,8,8,32,16384,2,1,8,32,64,128.0000,256.0000,1.50,1.50,0.0833,25606.2390,8192000,98304000
