Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,64,16,256,1024,2,32.0000,256.0000,6.4786,77.7429,30.37,30.37,0.0833,316.1190,2048000,24576000
l1_matrix_add,64,16,512,1024,2,32.0000,256.0000,7.2334,86.8008,33.91,33.91,0.0833,283.1310,2048000,24576000
l1_matrix_add,64,16,256,1024,4,32.0000,256.0000,5.8840,70.6080,27.58,27.58,0.0833,696.1250,4096000,49152000
l1_matrix_add,64,16,512,1024,4,32.0000,256.0000,7.8750,94.5004,36.91,36.91,0.0833,520.1250,4096000,49152000
l1_matrix_add,64,16,256,1024,8,32.0000,256.0000,6.8891,82.6693,32.29,32.29,0.0833,1189.1230,8192000,98304000
l1_matrix_add,64,16,512,1024,8,32.0000,256.0000,7.8835,94.6023,36.95,36.95,0.0833,1039.1290,8192000,98304000
l1_matrix_add,64,16,256,2048,2,32.0000,256.0000,6.0851,73.0206,28.52,28.52,0.0833,673.1250,4096000,49152000
l1_matrix_add,64,16,512,2048,2,32.0000,256.0000,7.7411,92.8926,36.29,36.29,0.0833,529.1270,4096000,49152000
l1_matrix_add,64,16,1024,2048,2,32.0000,256.0000,8.9800,107.7602,42.09,42.09,0.0833,456.1240,4096000,49152000
l1_matrix_add,64,16,256,2048,4,32.0000,256.0000,5.7848,69.4176,27.12,27.12,0.0833,1416.1250,8192000,98304000
l1_matrix_add,64,16,512,2048,4,32.0000,256.0000,7.9679,95.6148,37.35,37.35,0.0833,1028.1250,8192000,98304000
l1_matrix_add,64,16,1024,2048,4,32.0000,256.0000,9.0307,108.3685,42.33,42.33,0.0833,907.1270,8192000,98304000
l1_matrix_add,64,16,256,2048,8,32.0000,256.0000,7.0953,85.1440,33.26,33.26,0.0833,2309.1230,16384000,196608000
l1_matrix_add,64,16,512,2048,8,32.0000,256.0000,8.1386,97.6627,38.15,38.15,0.0833,2013.1320,16384000,196608000
l1_matrix_add,64,16,1024,2048,8,32.0000,256.0000,9.3349,112.0193,43.76,43.76,0.0833,1755.1260,16384000,196608000
l1_matrix_add,64,16,256,4096,2,32.0000,256.0000,7.0858,85.0293,33.21,33.21,0.0833,1156.1190,8192000,98304000
l1_matrix_add,64,16,512,4096,2,32.0000,256.0000,7.9756,95.7074,37.39,37.39,0.0833,1027.1310,8192000,98304000
l1_matrix_add,64,16,1024,4096,2,32.0000,256.0000,9.7743,117.2921,45.82,45.82,0.0833,838.1130,8192000,98304000
l1_matrix_add,64,16,2048,4096,2,32.0000,256.0000,10.0871,121.0447,47.28,47.28,0.0833,812.1300,8192000,98304000
l1_matrix_add,64,16,256,4096,4,32.0000,256.0000,7.1480,85.7755,33.51,33.51,0.0833,2292.1230,16384000,196608000
l1_matrix_add,64,16,512,4096,4,32.0000,256.0000,8.0824,96.9885,37.89,37.89,0.0833,2027.1270,16384000,196608000
l1_matrix_add,64,16,1024,4096,4,32.0000,256.0000,9.8692,118.4299,46.26,46.26,0.0833,1660.1220,16384000,196608000
l1_matrix_add,64,16,2048,4096,4,32.0000,256.0000,10.3036,123.6430,48.30,48.30,0.0833,1590.1260,16384000,196608000
l1_matrix_add,64,16,256,4096,8,32.0000,256.0000,7.2031,86.4378,33.76,33.76,0.0833,4549.1230,32768000,393216000
l1_matrix_add,64,16,512,4096,8,32.0000,256.0000,8.2102,98.5224,38.49,38.49,0.0833,3991.1320,32768000,393216000
l1_matrix_add,64,16,1024,4096,8,32.0000,256.0000,9.2929,111.5150,43.56,43.56,0.0833,3526.1260,32768000,393216000
l1_matrix_add,64,16,2048,4096,8,32.0000,256.0000,10.4586,125.5027,49.02,49.02,0.0833,3133.1290,32768000,393216000
l1_matrix_add,64,16,256,8192,2,32.0000,256.0000,7.1982,86.3786,33.74,33.74,0.0833,2276.1190,16384000,196608000
l1_matrix_add,64,16,512,8192,2,32.0000,256.0000,8.1144,97.3726,38.04,38.04,0.0833,2019.1310,16384000,196608000
l1_matrix_add,64,16,1024,8192,2,32.0000,256.0000,9.2454,110.9447,43.34,43.34,0.0833,1772.1260,16384000,196608000
l1_matrix_add,64,16,2048,8192,2,32.0000,256.0000,10.3491,124.1893,48.51,48.51,0.0833,1583.1310,16384000,196608000
l1_matrix_add,64,16,4096,8192,2,32.0000,256.0000,10.8637,130.3645,50.92,50.92,0.0833,1508.1410,16384000,196608000
l1_matrix_add,64,16,256,8192,4,32.0000,256.0000,7.2302,86.7620,33.89,33.89,0.0833,4532.1230,32768000,393216000
l1_matrix_add,64,16,512,8192,4,32.0000,256.0000,8.1693,98.0313,38.29,38.29,0.0833,4011.1270,32768000,393216000
l1_matrix_add,64,16,1024,8192,4,32.0000,256.0000,9.2877,111.4519,43.54,43.54,0.0833,3528.1230,32768000,393216000
l1_matrix_add,64,16,2048,8192,4,32.0000,256.0000,10.4552,125.4626,49.01,49.01,0.0833,3134.1280,32768000,393216000
l1_matrix_add,64,16,4096,8192,4,32.0000,256.0000,10.9222,131.0660,51.20,51.20,0.0833,3000.1380,32768000,393216000
l1_matrix_add,64,16,256,16384,2,32.0000,256.0000,7.2558,87.0695,34.01,34.01,0.0833,4516.1190,32768000,393216000
l1_matrix_add,64,16,512,16384,2,32.0000,256.0000,8.4255,101.1064,39.49,39.49,0.0833,3889.1310,32768000,393216000
l1_matrix_add,64,16,1024,16384,2,32.0000,256.0000,9.3193,111.8322,43.68,43.68,0.0833,3516.1260,32768000,393216000
l1_matrix_add,64,16,2048,16384,2,32.0000,256.0000,10.5563,126.6751,49.48,49.48,0.0833,3104.1300,32768000,393216000
l1_matrix_add,64,16,4096,16384,2,32.0000,256.0000,11.0810,132.9723,51.94,51.94,0.0833,2957.1270,32768000,393216000
