Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,64,64,256,1024,2,128.0000,256.0000,7.6384,91.6608,35.80,35.80,0.0833,268.1190,2048000,24576000
l1_matrix_add,64,64,512,1024,2,128.0000,256.0000,8.7100,104.5205,40.83,40.83,0.0833,235.1310,2048000,24576000
l1_matrix_add,64,64,256,1024,4,128.0000,256.0000,6.8252,81.9029,31.99,31.99,0.0833,600.1250,4096000,49152000
l1_matrix_add,64,64,512,1024,4,128.0000,256.0000,9.6575,115.8904,45.27,45.27,0.0833,424.1250,4096000,49152000
l1_matrix_add,64,64,256,1024,8,128.0000,256.0000,8.2156,98.5876,38.51,38.51,0.0833,997.1230,8192000,98304000
l1_matrix_add,64,64,512,1024,8,128.0000,256.0000,9.6703,116.0437,45.33,45.33,0.0833,847.1290,8192000,98304000
l1_matrix_add,64,64,256,2048,2,128.0000,256.0000,7.0972,85.1670,33.27,33.27,0.0833,577.1250,4096000,49152000
l1_matrix_add,64,64,512,2048,2,128.0000,256.0000,9.4568,113.4817,44.33,44.33,0.0833,433.1270,4096000,49152000
l1_matrix_add,64,64,1024,2048,2,128.0000,256.0000,11.3739,136.4863,53.31,53.31,0.0833,360.1240,4096000,49152000
l1_matrix_add,64,64,256,2048,4,128.0000,256.0000,6.6921,80.3055,31.37,31.37,0.0833,1224.1250,8192000,98304000
l1_matrix_add,64,64,512,2048,4,128.0000,256.0000,9.7976,117.5709,45.93,45.93,0.0833,836.1250,8192000,98304000
l1_matrix_add,64,64,1024,2048,4,128.0000,256.0000,11.4553,137.4637,53.70,53.70,0.0833,715.1270,8192000,98304000
l1_matrix_add,64,64,256,2048,8,128.0000,256.0000,8.5106,102.1275,39.89,39.89,0.0833,1925.1230,16384000,196608000
l1_matrix_add,64,64,512,2048,8,128.0000,256.0000,10.0569,120.6827,47.14,47.14,0.0833,1629.1320,16384000,196608000
l1_matrix_add,64,64,1024,2048,8,128.0000,256.0000,11.9493,143.3916,56.01,56.01,0.0833,1371.1260,16384000,196608000
