Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,32,64,256,1024,2,128.0000,128.0000,5.6871,68.2449,53.32,53.32,0.0833,360.1150,2048000,24576000
l1_matrix_add,32,64,512,1024,2,128.0000,128.0000,6.1849,74.2184,57.98,57.98,0.0833,331.1310,2048000,24576000
l1_matrix_add,32,64,256,1024,4,128.0000,128.0000,5.1709,62.0508,48.48,48.48,0.0833,792.1250,4096000,49152000
l1_matrix_add,32,64,512,1024,4,128.0000,128.0000,6.6480,79.7760,62.33,62.33,0.0833,616.1250,4096000,49152000
l1_matrix_add,32,64,256,1024,8,128.0000,128.0000,5.9616,71.5397,55.89,55.89,0.0833,1374.1190,8192000,98304000
l1_matrix_add,32,64,512,1024,8,128.0000,128.0000,6.6541,79.8487,62.38,62.38,0.0833,1231.1290,8192000,98304000
l1_matrix_add,32,64,256,2048,2,128.0000,128.0000,5.3255,63.9064,49.93,49.93,0.0833,769.1250,4096000,49152000
l1_matrix_add,32,64,512,2048,2,128.0000,128.0000,6.5523,78.6272,61.43,61.43,0.0833,625.1270,4096000,49152000
l1_matrix_add,32,64,1024,2048,2,128.0000,128.0000,7.5139,90.1666,70.44,70.44,0.0833,545.1240,4096000,49152000
l1_matrix_add,32,64,256,2048,4,128.0000,128.0000,5.0941,61.1296,47.76,47.76,0.0833,1608.1250,8192000,98304000
l1_matrix_add,32,64,512,2048,4,128.0000,128.0000,6.7141,80.5688,62.94,62.94,0.0833,1220.1250,8192000,98304000
l1_matrix_add,32,64,1024,2048,4,128.0000,128.0000,7.5984,91.1804,71.23,71.23,0.0833,1078.1270,8192000,98304000
l1_matrix_add,32,64,256,2048,8,128.0000,128.0000,6.1177,73.4127,57.35,57.35,0.0833,2678.1190,16384000,196608000
l1_matrix_add,32,64,512,2048,8,128.0000,128.0000,6.8348,82.0180,64.08,64.08,0.0833,2397.1320,16384000,196608000
l1_matrix_add,32,64,1024,2048,8,128.0000,128.0000,7.8238,93.8855,73.35,73.35,0.0833,2094.1260,16384000,196608000
l1_matrix_add,32,64,256,4096,2,128.0000,128.0000,6.1220,73.4645,57.39,57.39,0.0833,1338.1150,8192000,98304000
l1_matrix_add,32,64,512,4096,2,128.0000,128.0000,6.7195,80.6345,63.00,63.00,0.0833,1219.1310,8192000,98304000
l1_matrix_add,32,64,1024,4096,2,128.0000,128.0000,7.8912,94.6947,73.98,73.98,0.0833,1038.1150,8192000,98304000
l1_matrix_add,32,64,2048,4096,2,128.0000,128.0000,8.2155,98.5863,77.02,77.02,0.0833,997.1370,8192000,98304000
l1_matrix_add,32,64,256,4096,4,128.0000,128.0000,6.1568,73.8816,57.72,57.72,0.0833,2661.1220,16384000,196608000
l1_matrix_add,32,64,512,4096,4,128.0000,128.0000,6.7952,81.5420,63.70,63.70,0.0833,2411.1270,16384000,196608000
