Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,32,64,1024,4096,4,128.0000,128.0000,7.9878,95.8538,74.89,74.89,0.0833,2051.1240,16384000,196608000
l1_matrix_add,32,64,2048,4096,4,128.0000,128.0000,8.3289,99.9465,78.08,78.08,0.0833,1967.1330,16384000,196608000
l1_matrix_add,32,64,256,4096,8,128.0000,128.0000,6.1989,74.3865,58.11,58.11,0.0833,5286.1190,32768000,393216000
l1_matrix_add,32,64,512,4096,8,128.0000,128.0000,6.8853,82.6235,64.55,64.55,0.0833,4759.1320,32768000,393216000
l1_matrix_add,32,64,1024,4096,8,128.0000,128.0000,7.7961,93.5532,73.09,73.09,0.0833,4203.1260,32768000,393216000
l1_matrix_add,32,64,2048,4096,8,128.0000,128.0000,8.4125,100.9505,78.87,78.87,0.0833,3895.1350,32768000,393216000
l1_matrix_add,32,64,256,8192,2,128.0000,128.0000,6.2011,74.4131,58.14,58.14,0.0833,2642.1150,16384000,196608000
l1_matrix_add,32,64,512,8192,2,128.0000,128.0000,6.8178,81.8133,63.92,63.92,0.0833,2403.1310,16384000,196608000
l1_matrix_add,32,64,1024,8192,2,128.0000,128.0000,7.7608,93.1294,72.76,72.76,0.0833,2111.1260,16384000,196608000
l1_matrix_add,32,64,2048,8192,2,128.0000,128.0000,8.3586,100.3031,78.36,78.36,0.0833,1960.1380,16384000,196608000
l1_matrix_add,32,64,4096,8192,2,128.0000,128.0000,8.6590,103.9077,81.18,81.18,0.0833,1892.1410,16384000,196608000
l1_matrix_add,32,64,256,8192,4,128.0000,128.0000,6.2189,74.6265,58.30,58.30,0.0833,5269.1220,32768000,393216000
l1_matrix_add,32,64,512,8192,4,128.0000,128.0000,6.8565,82.2778,64.28,64.28,0.0833,4779.1270,32768000,393216000
l1_matrix_add,32,64,1024,8192,4,128.0000,128.0000,7.7961,93.5533,73.09,73.09,0.0833,4203.1230,32768000,393216000
l1_matrix_add,32,64,2048,8192,4,128.0000,128.0000,8.4125,100.9505,78.87,78.87,0.0833,3895.1350,32768000,393216000
l1_matrix_add,32,64,4096,8192,4,128.0000,128.0000,8.6961,104.3529,81.53,81.53,0.0833,3768.1380,32768000,393216000
l1_matrix_add,32,64,256,16384,2,128.0000,128.0000,6.2414,74.8966,58.51,58.51,0.0833,5250.1150,32768000,393216000
l1_matrix_add,32,64,512,16384,2,128.0000,128.0000,7.0361,84.4331,65.96,65.96,0.0833,4657.1310,32768000,393216000
l1_matrix_add,32,64,1024,16384,2,128.0000,128.0000,7.8184,93.8211,73.30,73.30,0.0833,4191.1260,32768000,393216000
l1_matrix_add,32,64,2048,16384,2,128.0000,128.0000,8.4778,101.7340,79.48,79.48,0.0833,3865.1370,32768000,393216000
l1_matrix_add,32,64,4096,16384,2,128.0000,128.0000,8.7965,105.5577,82.47,82.47,0.0833,3725.1270,32768000,393216000
