Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,16,16,256,4096,2,32.0000,64.0000,3.5647,42.7759,66.84,66.84,0.0833,2298.1150,8192000,98304000
l1_matrix_add,16,16,512,4096,2,32.0000,64.0000,3.7854,45.4242,70.98,70.98,0.0833,2164.1310,8192000,98304000
l1_matrix_add,16,16,1024,4096,2,32.0000,64.0000,4.1019,49.2230,76.91,76.91,0.0833,1997.1160,8192000,98304000
l1_matrix_add,16,16,2048,4096,2,32.0000,64.0000,4.1857,50.2285,78.48,78.48,0.0833,1957.1370,8192000,98304000
l1_matrix_add,16,16,256,4096,4,32.0000,64.0000,3.5764,42.9170,67.06,67.06,0.0833,4581.1220,16384000,196608000
l1_matrix_add,16,16,512,4096,4,32.0000,64.0000,3.8101,45.7214,71.44,71.44,0.0833,4300.1270,16384000,196608000
l1_matrix_add,16,16,1024,4096,4,32.0000,64.0000,4.1206,49.4472,77.26,77.26,0.0833,3976.1190,16384000,196608000
l1_matrix_add,16,16,2048,4096,4,32.0000,64.0000,4.2149,50.5792,79.03,79.03,0.0833,3887.1330,16384000,196608000
l1_matrix_add,16,16,256,4096,8,32.0000,64.0000,3.5906,43.0869,67.32,67.32,0.0833,9126.1190,32768000,393216000
l1_matrix_add,16,16,512,4096,8,32.0000,64.0000,3.8387,46.0649,71.98,71.98,0.0833,8536.1320,32768000,393216000
l1_matrix_add,16,16,1024,4096,8,32.0000,64.0000,4.0756,48.9067,76.42,76.42,0.0833,8040.1290,32768000,393216000
l1_matrix_add,16,16,2048,4096,8,32.0000,64.0000,4.2363,50.8351,79.43,79.43,0.0833,7735.1350,32768000,393216000
l1_matrix_add,16,16,256,8192,2,32.0000,64.0000,3.5913,43.0958,67.34,67.34,0.0833,4562.1150,16384000,196608000
l1_matrix_add,16,16,512,8192,2,32.0000,64.0000,3.8172,45.8066,71.57,71.57,0.0833,4292.1310,16384000,196608000
l1_matrix_add,16,16,1024,8192,2,32.0000,64.0000,4.0674,48.8088,76.26,76.26,0.0833,4028.1290,16384000,196608000
l1_matrix_add,16,16,2048,8192,2,32.0000,64.0000,4.2225,50.6704,79.17,79.17,0.0833,3880.1380,16384000,196608000
l1_matrix_add,16,16,4096,8192,2,32.0000,64.0000,4.2978,51.5742,80.58,80.58,0.0833,3812.1410,16384000,196608000
l1_matrix_add,16,16,256,8192,4,32.0000,64.0000,3.5973,43.1673,67.45,67.45,0.0833,9109.1220,32768000,393216000
l1_matrix_add,16,16,512,8192,4,32.0000,64.0000,3.8298,45.9572,71.81,71.81,0.0833,8556.1270,32768000,393216000
l1_matrix_add,16,16,1024,8192,4,32.0000,64.0000,4.0756,48.9067,76.42,76.42,0.0833,8040.1260,32768000,393216000
l1_matrix_add,16,16,2048,8192,4,32.0000,64.0000,4.2363,50.8351,79.43,79.43,0.0833,7735.1350,32768000,393216000
l1_matrix_add,16,16,4096,8192,4,32.0000,64.0000,4.3070,51.6836,80.76,80.76,0.0833,7608.1380,32768000,393216000
l1_matrix_add,16,16,256,16384,2,32.0000,64.0000,3.6048,43.2575,67.59,67.59,0.0833,9090.1150,32768000,393216000
l1_matrix_add,16,16,512,16384,2,32.0000,64.0000,3.8852,46.6220,72.85,72.85,0.0833,8434.1310,32768000,393216000
l1_matrix_add,16,16,1024,16384,2,32.0000,64.0000,4.0816,48.9798,76.53,76.53,0.0833,8028.1290,32768000,393216000
l1_matrix_add,16,16,2048,16384,2,32.0000,64.0000,4.2527,51.0330,79.74,79.74,0.0833,7705.1370,32768000,393216000
l1_matrix_add,16,16,4096,16384,2,32.0000,64.0000,4.3315,51.9774,81.21,81.21,0.0833,7565.1270,32768000,393216000
