Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,8,32,256,1024,2,64.0000,32.0000,2.1067,25.2809,79.00,79.00,0.0833,972.1170,2048000,24576000
l1_matrix_add,8,32,512,1024,2,64.0000,32.0000,2.2282,26.7383,83.56,83.56,0.0833,919.1320,2048000,24576000
l1_matrix_add,8,32,256,1024,4,64.0000,32.0000,2.0886,25.0632,78.32,78.32,0.0833,1961.1250,4096000,49152000
l1_matrix_add,8,32,512,1024,4,64.0000,32.0000,2.2856,27.4266,85.71,85.71,0.0833,1792.1260,4096000,49152000
l1_matrix_add,8,32,256,1024,8,64.0000,32.0000,2.1405,25.6861,80.27,80.27,0.0833,3827.1210,8192000,98304000
l1_matrix_add,8,32,512,1024,8,64.0000,32.0000,2.2863,27.4352,85.74,85.74,0.0833,3583.1300,8192000,98304000
l1_matrix_add,8,32,256,2048,2,64.0000,32.0000,2.1123,25.3475,79.21,79.21,0.0833,1939.1240,4096000,49152000
l1_matrix_add,8,32,512,2048,2,64.0000,32.0000,2.2741,27.2896,85.28,85.28,0.0833,1801.1280,4096000,49152000
l1_matrix_add,8,32,1024,2048,2,64.0000,32.0000,2.3729,28.4753,88.99,88.99,0.0833,1726.1270,4096000,49152000
l1_matrix_add,8,32,256,2048,4,64.0000,32.0000,2.0765,24.9178,77.87,77.87,0.0833,3945.1250,8192000,98304000
l1_matrix_add,8,32,512,2048,4,64.0000,32.0000,2.2933,27.5197,86.00,86.00,0.0833,3572.1260,8192000,98304000
l1_matrix_add,8,32,1024,2048,4,64.0000,32.0000,2.3792,28.5508,89.22,89.22,0.0833,3443.1300,8192000,98304000
l1_matrix_add,8,32,256,2048,8,64.0000,32.0000,2.1549,25.8589,80.81,80.81,0.0833,7603.1210,16384000,196608000
l1_matrix_add,8,32,512,2048,8,64.0000,32.0000,2.3072,27.6868,86.52,86.52,0.0833,7101.1330,16384000,196608000
l1_matrix_add,8,32,1024,2048,8,64.0000,32.0000,2.3998,28.7980,89.99,89.99,0.0833,6827.1290,16384000,196608000
l1_matrix_add,8,32,256,4096,2,64.0000,32.0000,2.1535,25.8415,80.75,80.75,0.0833,3804.1170,8192000,98304000
l1_matrix_add,8,32,512,4096,2,64.0000,32.0000,2.2940,27.5274,86.02,86.02,0.0833,3571.1320,8192000,98304000
l1_matrix_add,8,32,1024,4096,2,64.0000,32.0000,2.4058,28.8695,90.22,90.22,0.0833,3405.1160,8192000,98304000
l1_matrix_add,8,32,2048,4096,2,64.0000,32.0000,2.4344,29.2125,91.29,91.29,0.0833,3365.1370,8192000,98304000
l1_matrix_add,8,32,256,4096,4,64.0000,32.0000,2.1594,25.9134,80.98,80.98,0.0833,7587.1240,16384000,196608000
l1_matrix_add,8,32,512,4096,4,64.0000,32.0000,2.3027,27.6324,86.35,86.35,0.0833,7115.1280,16384000,196608000
l1_matrix_add,8,32,1024,4096,4,64.0000,32.0000,2.4122,28.9465,90.46,90.46,0.0833,6792.1190,16384000,196608000
l1_matrix_add,8,32,2048,4096,4,64.0000,32.0000,2.4442,29.3308,91.66,91.66,0.0833,6703.1330,16384000,196608000
l1_matrix_add,8,32,256,4096,8,64.0000,32.0000,2.1622,25.9461,81.08,81.08,0.0833,15155.1210,32768000,393216000
l1_matrix_add,8,32,512,4096,8,64.0000,32.0000,6.5338,78.4059,245.02,245.02,0.0833,5015.1320,32768000,393216000
l1_matrix_add,8,32,1024,4096,8,64.0000,32.0000,2.3967,28.7604,89.88,89.88,0.0833,13672.1290,32768000,393216000
l1_matrix_add,8,32,2048,4096,8,64.0000,32.0000,2.4514,29.4166,91.93,91.93,0.0833,13367.1350,32768000,393216000
l1_matrix_add,8,32,256,8192,2,64.0000,32.0000,2.1614,25.9373,81.05,81.05,0.0833,7580.1170,16384000,196608000
l1_matrix_add,8,32,512,8192,2,64.0000,32.0000,2.3053,27.6635,86.45,86.45,0.0833,7107.1320,16384000,196608000
l1_matrix_add,8,32,1024,8192,2,64.0000,32.0000,2.3939,28.7265,89.77,89.77,0.0833,6844.1290,16384000,196608000
l1_matrix_add,8,32,2048,8192,2,64.0000,32.0000,2.4468,29.3614,91.75,91.75,0.0833,6696.1380,16384000,196608000
l1_matrix_add,8,32,4096,8192,2,64.0000,32.0000,2.4719,29.6626,92.70,92.70,0.0833,6628.1410,16384000,196608000
l1_matrix_add,8,32,256,8192,4,64.0000,32.0000,2.1645,25.9735,81.17,81.17,0.0833,15139.1240,32768000,393216000
l1_matrix_add,8,32,512,8192,4,64.0000,32.0000,2.3097,27.7164,86.61,86.61,0.0833,14187.1280,32768000,393216000
l1_matrix_add,8,32,1024,8192,4,64.0000,32.0000,2.3967,28.7604,89.88,89.88,0.0833,13672.1260,32768000,393216000
l1_matrix_add,8,32,2048,8192,4,64.0000,32.0000,2.4514,29.4166,91.93,91.93,0.0833,13367.1350,32768000,393216000
l1_matrix_add,8,32,4096,8192,4,64.0000,32.0000,2.4749,29.6988,92.81,92.81,0.0833,13240.1380,32768000,393216000
l1_matrix_add,8,32,256,16384,2,64.0000,32.0000,2.1655,25.9855,81.20,81.20,0.0833,15132.1170,32768000,393216000
l1_matrix_add,8,32,512,16384,2,64.0000,32.0000,2.3297,27.9568,87.36,87.36,0.0833,14065.1320,32768000,393216000
l1_matrix_add,8,32,1024,16384,2,64.0000,32.0000,2.3988,28.7857,89.96,89.96,0.0833,13660.1290,32768000,393216000
l1_matrix_add,8,32,2048,16384,2,64.0000,32.0000,2.4569,29.4828,92.13,92.13,0.0833,13337.1370,32768000,393216000
l1_matrix_add,8,32,4096,16384,2,64.0000,32.0000,2.4830,29.7956,93.11,93.11,0.0833,13197.1270,32768000,393216000
