Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,8,128,256,1024,2,256.0000,32.0000,2.1601,25.9209,81.00,81.00,0.0833,948.1170,2048000,24576000
l1_matrix_add,8,128,512,1024,2,256.0000,32.0000,2.2879,27.4552,85.80,85.80,0.0833,895.1320,2048000,24576000
l1_matrix_add,8,128,256,1024,4,256.0000,32.0000,2.1410,25.6920,80.29,80.29,0.0833,1913.1250,4096000,49152000
l1_matrix_add,8,128,512,1024,4,256.0000,32.0000,2.3485,28.1815,88.07,88.07,0.0833,1744.1260,4096000,49152000
l1_matrix_add,8,128,256,1024,8,256.0000,32.0000,2.1956,26.3470,82.33,82.33,0.0833,3731.1210,8192000,98304000
l1_matrix_add,8,128,512,1024,8,256.0000,32.0000,2.3492,28.1905,88.10,88.10,0.0833,3487.1300,8192000,98304000
l1_matrix_add,8,128,256,2048,2,256.0000,32.0000,2.1659,25.9909,81.22,81.22,0.0833,1891.1240,4096000,49152000
l1_matrix_add,8,128,512,2048,2,256.0000,32.0000,2.3364,28.0367,87.61,87.61,0.0833,1753.1280,4096000,49152000
l1_matrix_add,8,128,1024,2048,2,256.0000,32.0000,2.4408,29.2898,91.53,91.53,0.0833,1678.1270,4096000,49152000
l1_matrix_add,8,128,256,2048,4,256.0000,32.0000,2.1283,25.5393,79.81,79.81,0.0833,3849.1250,8192000,98304000
l1_matrix_add,8,128,512,2048,4,256.0000,32.0000,2.3566,28.2798,88.37,88.37,0.0833,3476.1260,8192000,98304000
l1_matrix_add,8,128,1024,2048,4,256.0000,32.0000,2.4475,29.3696,91.78,91.78,0.0833,3347.1300,8192000,98304000
l1_matrix_add,8,128,256,2048,8,256.0000,32.0000,2.2107,26.5288,82.90,82.90,0.0833,7411.1210,16384000,196608000
l1_matrix_add,8,128,512,2048,8,256.0000,32.0000,2.3714,28.4562,88.93,88.93,0.0833,6909.1330,16384000,196608000
l1_matrix_add,8,128,1024,2048,8,256.0000,32.0000,2.4693,29.6314,92.60,92.60,0.0833,6635.1290,16384000,196608000
l1_matrix_add,8,128,256,4096,2,256.0000,32.0000,2.2092,26.5105,82.85,82.85,0.0833,3708.1170,8192000,98304000
