Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,16,128,256,1024,2,256.0000,64.0000,3.7639,45.1669,70.57,70.57,0.0833,544.1150,2048000,24576000
l1_matrix_add,16,128,512,1024,2,256.0000,64.0000,3.9990,47.9877,74.98,74.98,0.0833,512.1310,2048000,24576000
l1_matrix_add,16,128,256,1024,4,256.0000,64.0000,3.5307,42.3678,66.20,66.20,0.0833,1160.1250,4096000,49152000
l1_matrix_add,16,128,512,1024,4,256.0000,64.0000,4.1919,50.3027,78.60,78.60,0.0833,977.1250,4096000,49152000
l1_matrix_add,16,128,256,1024,8,256.0000,64.0000,3.8822,46.5869,72.79,72.79,0.0833,2110.1190,8192000,98304000
l1_matrix_add,16,128,512,1024,8,256.0000,64.0000,4.1964,50.3573,78.68,78.68,0.0833,1952.1290,8192000,98304000
l1_matrix_add,16,128,256,2048,2,256.0000,64.0000,3.6021,43.2248,67.54,67.54,0.0833,1137.1250,4096000,49152000
l1_matrix_add,16,128,512,2048,2,256.0000,64.0000,4.1536,49.8435,77.88,77.88,0.0833,986.1270,4096000,49152000
l1_matrix_add,16,128,1024,2048,2,256.0000,64.0000,4.5005,54.0056,84.38,84.38,0.0833,910.1270,4096000,49152000
l1_matrix_add,16,128,256,2048,4,256.0000,64.0000,3.4947,41.9363,65.53,65.53,0.0833,2344.1250,8192000,98304000
l1_matrix_add,16,128,512,2048,4,256.0000,64.0000,4.2202,50.6428,79.13,79.13,0.0833,1941.1250,8192000,98304000
l1_matrix_add,16,128,1024,2048,4,256.0000,64.0000,4.5231,54.2777,84.81,84.81,0.0833,1811.1300,8192000,98304000
l1_matrix_add,16,128,256,2048,8,256.0000,64.0000,3.9478,47.3741,74.02,74.02,0.0833,4150.1190,16384000,196608000
l1_matrix_add,16,128,512,2048,8,256.0000,64.0000,4.2687,51.2249,80.04,80.04,0.0833,3838.1320,16384000,196608000
l1_matrix_add,16,128,1024,2048,8,256.0000,64.0000,4.5982,55.1785,86.22,86.22,0.0833,3563.1290,16384000,196608000
l1_matrix_add,16,128,256,4096,2,256.0000,64.0000,3.9496,47.3956,74.06,74.06,0.0833,2074.1150,8192000,98304000
l1_matrix_add,16,128,512,4096,2,256.0000,64.0000,4.2224,50.6687,79.17,79.17,0.0833,1940.1310,8192000,98304000
l1_matrix_add,16,128,1024,4096,2,256.0000,64.0000,4.6201,55.4414,86.63,86.63,0.0833,1773.1160,8192000,98304000
l1_matrix_add,16,128,2048,4096,2,256.0000,64.0000,4.7267,56.7203,88.63,88.63,0.0833,1733.1370,8192000,98304000
l1_matrix_add,16,128,256,4096,4,256.0000,64.0000,3.9641,47.5689,74.33,74.33,0.0833,4133.1220,16384000,196608000
l1_matrix_add,16,128,512,4096,4,256.0000,64.0000,4.2532,51.0388,79.75,79.75,0.0833,3852.1270,16384000,196608000
l1_matrix_add,16,128,1024,4096,4,256.0000,64.0000,4.6438,55.7260,87.07,87.07,0.0833,3528.1190,16384000,196608000
