Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,64,8,256,1024,2,16.0000,256.0000,5.3878,64.6534,33.67,25.26,0.0833,380.1190,2048000,24576000
l1_matrix_add,64,8,512,1024,2,16.0000,256.0000,5.8998,70.7975,36.87,27.66,0.0833,347.1310,2048000,24576000
l1_matrix_add,64,8,256,1024,4,16.0000,256.0000,4.9701,59.6414,31.06,23.30,0.0833,824.1250,4096000,49152000
l1_matrix_add,64,8,512,1024,4,16.0000,256.0000,6.3198,75.8372,39.50,29.62,0.0833,648.1250,4096000,49152000
l1_matrix_add,64,8,256,1024,8,16.0000,256.0000,5.6687,68.0247,35.43,26.57,0.0833,1445.1230,8192000,98304000
l1_matrix_add,64,8,512,1024,8,16.0000,256.0000,6.3252,75.9029,39.53,29.65,0.0833,1295.1290,8192000,98304000
l1_matrix_add,64,8,256,2048,2,16.0000,256.0000,5.1128,61.3537,31.96,23.97,0.0833,801.1250,4096000,49152000
l1_matrix_add,64,8,512,2048,2,16.0000,256.0000,6.2332,74.7983,38.96,29.22,0.0833,657.1270,4096000,49152000
l1_matrix_add,64,8,1024,2048,2,16.0000,256.0000,7.0122,84.1465,43.83,32.87,0.0833,584.1240,4096000,49152000
l1_matrix_add,64,8,256,2048,4,16.0000,256.0000,4.8992,58.7899,30.62,22.96,0.0833,1672.1250,8192000,98304000
l1_matrix_add,64,8,512,2048,4,16.0000,256.0000,6.3794,76.5533,39.87,29.90,0.0833,1284.1250,8192000,98304000
l1_matrix_add,64,8,1024,2048,4,16.0000,256.0000,7.0431,84.5170,44.02,33.01,0.0833,1163.1270,8192000,98304000
l1_matrix_add,64,8,256,2048,8,16.0000,256.0000,5.8076,69.6914,36.30,27.22,0.0833,2821.1230,16384000,196608000
l1_matrix_add,64,8,512,2048,8,16.0000,256.0000,6.4884,77.8605,40.55,30.41,0.0833,2525.1320,16384000,196608000
l1_matrix_add,64,8,1024,2048,8,16.0000,256.0000,7.2268,86.7212,45.17,33.88,0.0833,2267.1260,16384000,196608000
l1_matrix_add,64,8,256,4096,2,16.0000,256.0000,5.8012,69.6145,36.26,27.19,0.0833,1412.1190,8192000,98304000
l1_matrix_add,64,8,512,4096,2,16.0000,256.0000,6.3844,76.6126,39.90,29.93,0.0833,1283.1310,8192000,98304000
l1_matrix_add,64,8,1024,4096,2,16.0000,256.0000,7.4873,89.8481,46.80,35.10,0.0833,1094.1130,8192000,98304000
l1_matrix_add,64,8,2048,4096,2,16.0000,256.0000,7.6695,92.0337,47.93,35.95,0.0833,1068.1300,8192000,98304000
l1_matrix_add,64,8,256,4096,4,16.0000,256.0000,5.8428,70.1139,36.52,27.39,0.0833,2804.1230,16384000,196608000
l1_matrix_add,64,8,512,4096,4,16.0000,256.0000,6.4526,77.4313,40.33,30.25,0.0833,2539.1270,16384000,196608000
l1_matrix_add,64,8,1024,4096,4,16.0000,256.0000,7.5429,90.5143,47.14,35.36,0.0833,2172.1220,16384000,196608000
l1_matrix_add,64,8,2048,4096,4,16.0000,256.0000,7.7940,93.5282,48.71,36.53,0.0833,2102.1260,16384000,196608000
l1_matrix_add,64,8,256,4096,8,16.0000,256.0000,5.8796,70.5558,36.75,27.56,0.0833,5573.1230,32768000,393216000
l1_matrix_add,64,8,512,4096,8,16.0000,256.0000,6.5338,78.4059,40.84,30.63,0.0833,5015.1320,32768000,393216000
l1_matrix_add,64,8,1024,4096,8,16.0000,256.0000,7.2016,86.4187,45.01,33.76,0.0833,4550.1260,32768000,393216000
l1_matrix_add,64,8,2048,4096,8,16.0000,256.0000,7.8824,94.5884,49.26,36.95,0.0833,4157.1290,32768000,393216000
l1_matrix_add,64,8,256,8192,2,16.0000,256.0000,5.8764,70.5164,36.73,27.55,0.0833,2788.1190,16384000,196608000
l1_matrix_add,64,8,512,8192,2,16.0000,256.0000,6.4730,77.6759,40.46,30.34,0.0833,2531.1310,16384000,196608000
l1_matrix_add,64,8,1024,8192,2,16.0000,256.0000,7.1730,86.0758,44.83,33.62,0.0833,2284.1260,16384000,196608000
l1_matrix_add,64,8,2048,8192,2,16.0000,256.0000,7.8200,93.8404,48.88,36.66,0.0833,2095.1310,16384000,196608000
l1_matrix_add,64,8,4096,8192,2,16.0000,256.0000,8.1103,97.3239,50.69,38.02,0.0833,2020.1410,16384000,196608000
l1_matrix_add,64,8,256,8192,4,16.0000,256.0000,5.8976,70.7717,36.86,27.65,0.0833,5556.1230,32768000,393216000
l1_matrix_add,64,8,512,8192,4,16.0000,256.0000,6.5079,78.0946,40.67,30.51,0.0833,5035.1270,32768000,393216000
l1_matrix_add,64,8,1024,8192,4,16.0000,256.0000,7.1984,86.3808,44.99,33.74,0.0833,4552.1230,32768000,393216000
l1_matrix_add,64,8,2048,8192,4,16.0000,256.0000,7.8805,94.5656,49.25,36.94,0.0833,4158.1280,32768000,393216000
l1_matrix_add,64,8,4096,8192,4,16.0000,256.0000,8.1429,97.7143,50.89,38.17,0.0833,4024.1380,32768000,393216000
l1_matrix_add,64,8,256,16384,2,16.0000,256.0000,5.9147,70.9761,36.97,27.73,0.0833,5540.1190,32768000,393216000
