Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,32,16,256,1024,2,32.0000,128.0000,5.0182,60.2183,47.05,47.05,0.0833,408.1150,2048000,24576000
l1_matrix_add,32,16,512,1024,2,32.0000,128.0000,5.4018,64.8219,50.64,50.64,0.0833,379.1310,2048000,24576000
l1_matrix_add,32,16,256,1024,4,32.0000,128.0000,4.6120,55.3436,43.24,43.24,0.0833,888.1250,4096000,49152000
l1_matrix_add,32,16,512,1024,4,32.0000,128.0000,5.7518,69.0216,53.92,53.92,0.0833,712.1250,4096000,49152000
l1_matrix_add,32,16,256,1024,8,32.0000,128.0000,5.2308,62.7692,49.04,49.04,0.0833,1566.1190,8192000,98304000
l1_matrix_add,32,16,512,1024,8,32.0000,128.0000,5.7563,69.0760,53.97,53.97,0.0833,1423.1290,8192000,98304000
l1_matrix_add,32,16,256,2048,2,32.0000,128.0000,4.7346,56.8149,44.39,44.39,0.0833,865.1250,4096000,49152000
l1_matrix_add,32,16,512,2048,2,32.0000,128.0000,5.6800,68.1600,53.25,53.25,0.0833,721.1270,4096000,49152000
l1_matrix_add,32,16,1024,2048,2,32.0000,128.0000,6.3888,76.6654,59.89,59.89,0.0833,641.1240,4096000,49152000
l1_matrix_add,32,16,256,2048,4,32.0000,128.0000,4.5508,54.6095,42.66,42.66,0.0833,1800.1250,8192000,98304000
l1_matrix_add,32,16,512,2048,4,32.0000,128.0000,5.8012,69.6142,54.39,54.39,0.0833,1412.1250,8192000,98304000
l1_matrix_add,32,16,1024,2048,4,32.0000,128.0000,6.4497,77.3970,60.47,60.47,0.0833,1270.1270,8192000,98304000
l1_matrix_add,32,16,256,2048,8,32.0000,128.0000,5.3505,64.2065,50.16,50.16,0.0833,3062.1190,16384000,196608000
l1_matrix_add,32,16,512,2048,8,32.0000,128.0000,5.8911,70.6935,55.23,55.23,0.0833,2781.1320,16384000,196608000
l1_matrix_add,32,16,1024,2048,8,32.0000,128.0000,6.6114,79.3374,61.98,61.98,0.0833,2478.1260,16384000,196608000
l1_matrix_add,32,16,256,4096,2,32.0000,128.0000,5.3538,64.2462,50.19,50.19,0.0833,1530.1150,8192000,98304000
l1_matrix_add,32,16,512,4096,2,32.0000,128.0000,5.8053,69.6633,54.42,54.42,0.0833,1411.1310,8192000,98304000
l1_matrix_add,32,16,1024,4096,2,32.0000,128.0000,6.6595,79.9145,62.43,62.43,0.0833,1230.1150,8192000,98304000
l1_matrix_add,32,16,2048,4096,2,32.0000,128.0000,6.8890,82.6684,64.58,64.58,0.0833,1189.1370,8192000,98304000
l1_matrix_add,32,16,256,4096,4,32.0000,128.0000,5.3804,64.5649,50.44,50.44,0.0833,3045.1220,16384000,196608000
l1_matrix_add,32,16,512,4096,4,32.0000,128.0000,5.8616,70.3396,54.95,54.95,0.0833,2795.1270,16384000,196608000
l1_matrix_add,32,16,1024,4096,4,32.0000,128.0000,6.7282,80.7384,63.08,63.08,0.0833,2435.1240,16384000,196608000
l1_matrix_add,32,16,2048,4096,4,32.0000,128.0000,6.9686,83.6227,65.33,65.33,0.0833,2351.1330,16384000,196608000
l1_matrix_add,32,16,256,4096,8,32.0000,128.0000,5.4125,64.9502,50.74,50.74,0.0833,6054.1190,32768000,393216000
l1_matrix_add,32,16,512,4096,8,32.0000,128.0000,5.9286,71.1429,55.58,55.58,0.0833,5527.1320,32768000,393216000
l1_matrix_add,32,16,1024,4096,8,32.0000,128.0000,6.5917,79.1000,61.80,61.80,0.0833,4971.1260,32768000,393216000
l1_matrix_add,32,16,2048,4096,8,32.0000,128.0000,7.0270,84.3244,65.88,65.88,0.0833,4663.1350,32768000,393216000
l1_matrix_add,32,16,256,8192,2,32.0000,128.0000,5.4142,64.9704,50.76,50.76,0.0833,3026.1150,16384000,196608000
l1_matrix_add,32,16,512,8192,2,32.0000,128.0000,5.8784,70.5414,55.11,55.11,0.0833,2787.1310,16384000,196608000
l1_matrix_add,32,16,1024,8192,2,32.0000,128.0000,6.5664,78.7968,61.56,61.56,0.0833,2495.1260,16384000,196608000
l1_matrix_add,32,16,2048,8192,2,32.0000,128.0000,6.9893,83.8722,65.53,65.53,0.0833,2344.1380,16384000,196608000
l1_matrix_add,32,16,4096,8192,2,32.0000,128.0000,7.1981,86.3778,67.48,67.48,0.0833,2276.1410,16384000,196608000
l1_matrix_add,32,16,256,8192,4,32.0000,128.0000,5.4278,65.1330,50.89,50.89,0.0833,6037.1220,32768000,393216000
l1_matrix_add,32,16,512,8192,4,32.0000,128.0000,5.9072,70.8864,55.38,55.38,0.0833,5547.1270,32768000,393216000
l1_matrix_add,32,16,1024,8192,4,32.0000,128.0000,6.5917,79.1000,61.80,61.80,0.0833,4971.1230,32768000,393216000
l1_matrix_add,32,16,2048,8192,4,32.0000,128.0000,7.0270,84.3244,65.88,65.88,0.0833,4663.1350,32768000,393216000
l1_matrix_add,32,16,4096,8192,4,32.0000,128.0000,7.2238,86.6852,67.72,67.72,0.0833,4536.1380,32768000,393216000
l1_matrix_add,32,16,256,16384,2,32.0000,128.0000,5.4449,65.3387,51.05,51.05,0.0833,6018.1150,32768000,393216000
l1_matrix_add,32,16,512,16384,2,32.0000,128.0000,6.0400,72.4805,56.63,56.63,0.0833,5425.1310,32768000,393216000
l1_matrix_add,32,16,1024,16384,2,32.0000,128.0000,6.6076,79.2914,61.95,61.95,0.0833,4959.1260,32768000,393216000
l1_matrix_add,32,16,2048,16384,2,32.0000,128.0000,7.0725,84.8704,66.30,66.30,0.0833,4633.1370,32768000,393216000
l1_matrix_add,32,16,4096,16384,2,32.0000,128.0000,7.2929,87.5150,68.37,68.37,0.0833,4493.1270,32768000,393216000
