Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,128,128,256,1024,2,256.0000,512.0000,8.9384,107.2607,20.95,20.95,0.0833,229.1240,2048000,24576000
l1_matrix_add,128,128,512,1024,2,256.0000,512.0000,11.4330,137.1957,26.80,26.80,0.0833,179.1310,2048000,24576000
l1_matrix_add,128,128,256,1024,4,256.0000,512.0000,8.3913,100.6955,19.67,19.67,0.0833,488.1250,4096000,49152000
l1_matrix_add,128,128,512,1024,4,256.0000,512.0000,13.1229,157.4754,30.76,30.76,0.0833,312.1250,4096000,49152000
l1_matrix_add,128,128,256,1024,8,256.0000,512.0000,9.6023,115.2279,22.51,22.51,0.0833,853.1270,8192000,98304000
l1_matrix_add,128,128,512,1024,8,256.0000,512.0000,13.1466,157.7587,30.81,30.81,0.0833,623.1290,8192000,98304000
l1_matrix_add,128,128,256,2048,2,256.0000,512.0000,8.8062,105.6748,20.64,20.64,0.0833,465.1250,4096000,49152000
l1_matrix_add,128,128,512,2048,2,256.0000,512.0000,12.7551,153.0609,29.89,29.89,0.0833,321.1270,4096000,49152000
l1_matrix_add,128,128,1024,2048,2,256.0000,512.0000,16.4415,197.2985,38.53,38.53,0.0833,249.1250,4096000,49152000
l1_matrix_add,128,128,256,2048,4,256.0000,512.0000,8.1910,98.2917,19.20,19.20,0.0833,1000.1250,8192000,98304000
l1_matrix_add,128,128,512,2048,4,256.0000,512.0000,13.3829,160.5946,31.37,31.37,0.0833,612.1250,8192000,98304000
l1_matrix_add,128,128,1024,2048,4,256.0000,512.0000,16.6800,200.1600,39.09,39.09,0.0833,491.1270,8192000,98304000
l1_matrix_add,128,128,256,2048,8,256.0000,512.0000,9.8632,118.3582,23.12,23.12,0.0833,1661.1270,16384000,196608000
l1_matrix_add,128,128,512,2048,8,256.0000,512.0000,13.8714,166.4573,32.51,32.51,0.0833,1181.1320,16384000,196608000
l1_matrix_add,128,128,1024,2048,8,256.0000,512.0000,17.7484,212.9807,41.60,41.60,0.0833,923.1260,16384000,196608000
l1_matrix_add,128,128,256,4096,2,256.0000,512.0000,9.8093,117.7119,22.99,22.99,0.0833,835.1240,8192000,98304000
l1_matrix_add,128,128,512,4096,2,256.0000,512.0000,13.4047,160.8559,31.42,31.42,0.0833,611.1310,8192000,98304000
l1_matrix_add,128,128,1024,4096,2,256.0000,512.0000,19.7820,237.3845,46.36,46.36,0.0833,414.1130,8192000,98304000
l1_matrix_add,128,128,2048,4096,2,256.0000,512.0000,20.1213,241.4560,47.16,47.16,0.0833,407.1300,8192000,98304000
l1_matrix_add,128,128,256,4096,4,256.0000,512.0000,9.9470,119.3644,23.31,23.31,0.0833,1647.1240,16384000,196608000
