Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,8,16,256,1024,2,32.0000,32.0000,2.0396,24.4752,76.49,76.49,0.0833,1004.1170,2048000,24576000
l1_matrix_add,8,16,512,1024,2,32.0000,32.0000,2.1532,25.8387,80.75,80.75,0.0833,951.1320,2048000,24576000
l1_matrix_add,8,16,256,1024,4,32.0000,32.0000,2.0226,24.2711,75.85,75.85,0.0833,2025.1250,4096000,49152000
l1_matrix_add,8,16,512,1024,4,32.0000,32.0000,2.2067,26.4810,82.75,82.75,0.0833,1856.1260,4096000,49152000
l1_matrix_add,8,16,256,1024,8,32.0000,32.0000,2.0712,24.8549,77.67,77.67,0.0833,3955.1210,8192000,98304000
l1_matrix_add,8,16,512,1024,8,32.0000,32.0000,2.2074,26.4890,82.78,82.78,0.0833,3711.1300,8192000,98304000
l1_matrix_add,8,16,256,2048,2,32.0000,32.0000,2.0448,24.5377,76.68,76.68,0.0833,2003.1240,4096000,49152000
l1_matrix_add,8,16,512,2048,2,32.0000,32.0000,2.1961,26.3532,82.35,82.35,0.0833,1865.1280,4096000,49152000
l1_matrix_add,8,16,1024,2048,2,32.0000,32.0000,2.2881,27.4573,85.80,85.80,0.0833,1790.1270,4096000,49152000
l1_matrix_add,8,16,256,2048,4,32.0000,32.0000,2.0112,24.1348,75.42,75.42,0.0833,4073.1250,8192000,98304000
l1_matrix_add,8,16,512,2048,4,32.0000,32.0000,2.2140,26.5677,83.02,83.02,0.0833,3700.1260,8192000,98304000
l1_matrix_add,8,16,1024,2048,4,32.0000,32.0000,2.2940,27.5274,86.02,86.02,0.0833,3571.1300,8192000,98304000
l1_matrix_add,8,16,256,2048,8,32.0000,32.0000,2.0847,25.0165,78.18,78.18,0.0833,7859.1210,16384000,196608000
l1_matrix_add,8,16,512,2048,8,32.0000,32.0000,2.2270,26.7235,83.51,83.51,0.0833,7357.1330,16384000,196608000
l1_matrix_add,8,16,1024,2048,8,32.0000,32.0000,2.3131,27.7572,86.74,86.74,0.0833,7083.1290,16384000,196608000
l1_matrix_add,8,16,256,4096,2,32.0000,32.0000,2.0834,25.0003,78.13,78.13,0.0833,3932.1170,8192000,98304000
l1_matrix_add,8,16,512,4096,2,32.0000,32.0000,2.2146,26.5749,83.05,83.05,0.0833,3699.1320,8192000,98304000
l1_matrix_add,8,16,1024,4096,2,32.0000,32.0000,2.3186,27.8236,86.95,86.95,0.0833,3533.1160,8192000,98304000
l1_matrix_add,8,16,2048,4096,2,32.0000,32.0000,2.3452,28.1420,87.94,87.94,0.0833,3493.1370,8192000,98304000
l1_matrix_add,8,16,256,4096,4,32.0000,32.0000,2.0890,25.0676,78.34,78.34,0.0833,7843.1240,16384000,196608000
l1_matrix_add,8,16,512,4096,4,32.0000,32.0000,2.2227,26.6727,83.35,83.35,0.0833,7371.1280,16384000,196608000
l1_matrix_add,8,16,1024,4096,4,32.0000,32.0000,2.3246,27.8951,87.17,87.17,0.0833,7048.1190,16384000,196608000
l1_matrix_add,8,16,2048,4096,4,32.0000,32.0000,2.3543,28.2518,88.29,88.29,0.0833,6959.1330,16384000,196608000
l1_matrix_add,8,16,256,4096,8,32.0000,32.0000,2.0915,25.0982,78.43,78.43,0.0833,15667.1210,32768000,393216000
l1_matrix_add,8,16,512,4096,8,32.0000,32.0000,2.2323,26.7874,83.71,83.71,0.0833,14679.1330,32768000,393216000
