Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,8,64,256,1024,2,128.0000,32.0000,2.1420,25.7040,80.32,80.32,0.0833,956.1170,2048000,24576000
l1_matrix_add,8,64,512,1024,2,128.0000,32.0000,2.2677,27.2120,85.04,85.04,0.0833,903.1320,2048000,24576000
l1_matrix_add,8,64,256,1024,4,128.0000,32.0000,2.1232,25.4789,79.62,79.62,0.0833,1929.1250,4096000,49152000
l1_matrix_add,8,64,512,1024,4,128.0000,32.0000,2.3271,27.9253,87.27,87.27,0.0833,1760.1260,4096000,49152000
l1_matrix_add,8,64,256,1024,8,128.0000,32.0000,2.1769,26.1230,81.63,81.63,0.0833,3763.1210,8192000,98304000
l1_matrix_add,8,64,512,1024,8,128.0000,32.0000,2.3278,27.9342,87.29,87.29,0.0833,3519.1300,8192000,98304000
l1_matrix_add,8,64,256,2048,2,128.0000,32.0000,2.1477,25.7728,80.54,80.54,0.0833,1907.1240,4096000,49152000
l1_matrix_add,8,64,512,2048,2,128.0000,32.0000,2.3153,27.7832,86.82,86.82,0.0833,1769.1280,4096000,49152000
l1_matrix_add,8,64,1024,2048,2,128.0000,32.0000,2.4178,29.0132,90.67,90.67,0.0833,1694.1270,4096000,49152000
l1_matrix_add,8,64,256,2048,4,128.0000,32.0000,2.1107,25.3287,79.15,79.15,0.0833,3881.1250,8192000,98304000
l1_matrix_add,8,64,512,2048,4,128.0000,32.0000,2.3351,28.0218,87.57,87.57,0.0833,3508.1260,8192000,98304000
l1_matrix_add,8,64,1024,2048,4,128.0000,32.0000,2.4243,29.0915,90.91,90.91,0.0833,3379.1300,8192000,98304000
l1_matrix_add,8,64,256,2048,8,128.0000,32.0000,2.1918,26.3016,82.19,82.19,0.0833,7475.1210,16384000,196608000
l1_matrix_add,8,64,512,2048,8,128.0000,32.0000,2.3496,28.1951,88.11,88.11,0.0833,6973.1330,16384000,196608000
l1_matrix_add,8,64,1024,2048,8,128.0000,32.0000,2.4457,29.3483,91.71,91.71,0.0833,6699.1290,16384000,196608000
l1_matrix_add,8,64,256,4096,2,128.0000,32.0000,2.1903,26.2837,82.14,82.14,0.0833,3740.1170,8192000,98304000
l1_matrix_add,8,64,512,4096,2,128.0000,32.0000,2.3358,28.0297,87.59,87.59,0.0833,3507.1320,8192000,98304000
l1_matrix_add,8,64,1024,4096,2,128.0000,32.0000,2.4519,29.4225,91.95,91.95,0.0833,3341.1160,8192000,98304000
l1_matrix_add,8,64,2048,4096,2,128.0000,32.0000,2.4816,29.7788,93.06,93.06,0.0833,3301.1370,8192000,98304000
l1_matrix_add,8,64,256,4096,4,128.0000,32.0000,2.1965,26.3581,82.37,82.37,0.0833,7459.1240,16384000,196608000
l1_matrix_add,8,64,512,4096,4,128.0000,32.0000,2.3449,28.1386,87.93,87.93,0.0833,6987.1280,16384000,196608000
l1_matrix_add,8,64,1024,4096,4,128.0000,32.0000,2.4585,29.5025,92.20,92.20,0.0833,6664.1190,16384000,196608000
l1_matrix_add,8,64,2048,4096,4,128.0000,32.0000,2.4918,29.9018,93.44,93.44,0.0833,6575.1330,16384000,196608000
l1_matrix_add,8,64,256,4096,8,128.0000,32.0000,2.1993,26.3919,82.47,82.47,0.0833,14899.1210,32768000,393216000
l1_matrix_add,8,64,512,4096,8,128.0000,32.0000,2.3555,28.2663,88.33,88.33,0.0833,13911.1330,32768000,393216000
l1_matrix_add,8,64,1024,4096,8,128.0000,32.0000,2.4424,29.3092,91.59,91.59,0.0833,13416.1290,32768000,393216000
l1_matrix_add,8,64,2048,4096,8,128.0000,32.0000,2.4992,29.9910,93.72,93.72,0.0833,13111.1350,32768000,393216000
l1_matrix_add,8,64,256,8192,2,128.0000,32.0000,2.1986,26.3828,82.45,82.45,0.0833,7452.1170,16384000,196608000
l1_matrix_add,8,64,512,8192,2,128.0000,32.0000,2.3476,28.1708,88.03,88.03,0.0833,6979.1320,16384000,196608000
l1_matrix_add,8,64,1024,8192,2,128.0000,32.0000,2.4395,29.2740,91.48,91.48,0.0833,6716.1290,16384000,196608000
l1_matrix_add,8,64,2048,8192,2,128.0000,32.0000,2.4945,29.9336,93.54,93.54,0.0833,6568.1380,16384000,196608000
l1_matrix_add,8,64,4096,8192,2,128.0000,32.0000,2.5206,30.2467,94.52,94.52,0.0833,6500.1410,16384000,196608000
l1_matrix_add,8,64,256,8192,4,128.0000,32.0000,2.2017,26.4203,82.56,82.56,0.0833,14883.1240,32768000,393216000
l1_matrix_add,8,64,512,8192,4,128.0000,32.0000,2.3521,28.2257,88.21,88.21,0.0833,13931.1280,32768000,393216000
l1_matrix_add,8,64,1024,8192,4,128.0000,32.0000,2.4424,29.3092,91.59,91.59,0.0833,13416.1260,32768000,393216000
l1_matrix_add,8,64,2048,8192,4,128.0000,32.0000,2.4992,29.9910,93.72,93.72,0.0833,13111.1350,32768000,393216000
l1_matrix_add,8,64,4096,8192,4,128.0000,32.0000,2.5237,30.2843,94.64,94.64,0.0833,12984.1380,32768000,393216000
l1_matrix_add,8,64,256,16384,2,128.0000,32.0000,2.2027,26.4327,82.60,82.60,0.0833,14876.1170,32768000,393216000
l1_matrix_add,8,64,512,16384,2,128.0000,32.0000,2.3729,28.4751,88.98,88.98,0.0833,13809.1320,32768000,393216000
l1_matrix_add,8,64,1024,16384,2,128.0000,32.0000,2.4446,29.3354,91.67,91.67,0.0833,13404.1290,32768000,393216000
l1_matrix_add,8,64,2048,16384,2,128.0000,32.0000,2.5050,30.0598,93.94,93.94,0.0833,13081.1370,32768000,393216000
l1_matrix_add,8,64,4096,16384,2,128.0000,32.0000,2.5321,30.3850,94.95,94.95,0.0833,12941.1270,32768000,393216000
