Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,128,32,256,1024,2,64.0000,512.0000,8.0909,97.0908,18.96,18.96,0.0833,253.1240,2048000,24576000
l1_matrix_add,128,32,512,1024,2,64.0000,512.0000,10.0822,120.9860,23.63,23.63,0.0833,203.1310,2048000,24576000
l1_matrix_add,128,32,256,1024,4,64.0000,512.0000,7.6400,91.6801,17.91,17.91,0.0833,536.1250,4096000,49152000
l1_matrix_add,128,32,512,1024,4,64.0000,512.0000,11.3738,136.4859,26.66,26.66,0.0833,360.1250,4096000,49152000
l1_matrix_add,128,32,256,1024,8,64.0000,512.0000,8.6311,103.5731,20.23,20.23,0.0833,949.1270,8192000,98304000
l1_matrix_add,128,32,512,1024,8,64.0000,512.0000,11.3916,136.6987,26.70,26.70,0.0833,719.1290,8192000,98304000
l1_matrix_add,128,32,256,2048,2,64.0000,512.0000,7.9825,95.7895,18.71,18.71,0.0833,513.1250,4096000,49152000
l1_matrix_add,128,32,512,2048,2,64.0000,512.0000,11.0965,133.1574,26.01,26.01,0.0833,369.1270,4096000,49152000
l1_matrix_add,128,32,1024,2048,2,64.0000,512.0000,13.7854,165.4253,32.31,32.31,0.0833,297.1250,4096000,49152000
l1_matrix_add,128,32,256,2048,4,64.0000,512.0000,7.4736,89.6832,17.52,17.52,0.0833,1096.1250,8192000,98304000
l1_matrix_add,128,32,512,2048,4,64.0000,512.0000,11.5686,138.8229,27.11,27.11,0.0833,708.1250,8192000,98304000
l1_matrix_add,128,32,1024,2048,4,64.0000,512.0000,13.9527,167.4323,32.70,32.70,0.0833,587.1270,8192000,98304000
l1_matrix_add,128,32,256,2048,8,64.0000,512.0000,8.8413,106.0953,20.72,20.72,0.0833,1853.1270,16384000,196608000
l1_matrix_add,128,32,512,2048,8,64.0000,512.0000,11.9318,143.1822,27.97,27.97,0.0833,1373.1320,16384000,196608000
l1_matrix_add,128,32,1024,2048,8,64.0000,512.0000,14.6925,176.3101,34.44,34.44,0.0833,1115.1260,16384000,196608000
l1_matrix_add,128,32,256,4096,2,64.0000,512.0000,8.7980,105.5756,20.62,20.62,0.0833,931.1240,8192000,98304000
l1_matrix_add,128,32,512,4096,2,64.0000,512.0000,11.5848,139.0181,27.15,27.15,0.0833,707.1310,8192000,98304000
l1_matrix_add,128,32,1024,4096,2,64.0000,512.0000,16.0592,192.7102,37.64,37.64,0.0833,510.1130,8192000,98304000
l1_matrix_add,128,32,2048,4096,2,64.0000,512.0000,16.2821,195.3849,38.16,38.16,0.0833,503.1300,8192000,98304000
l1_matrix_add,128,32,256,4096,4,64.0000,512.0000,8.9086,106.9031,20.88,20.88,0.0833,1839.1240,16384000,196608000
l1_matrix_add,128,32,512,4096,4,64.0000,512.0000,11.8115,141.7376,27.68,27.68,0.0833,1387.1270,16384000,196608000
l1_matrix_add,128,32,1024,4096,4,64.0000,512.0000,16.3167,195.8009,38.24,38.24,0.0833,1004.1220,16384000,196608000
l1_matrix_add,128,32,2048,4096,4,64.0000,512.0000,16.7333,200.7995,39.22,39.22,0.0833,979.1260,16384000,196608000
l1_matrix_add,128,32,256,4096,8,64.0000,512.0000,8.9502,107.4030,20.98,20.98,0.0833,3661.1270,32768000,393216000
l1_matrix_add,128,32,512,4096,8,64.0000,512.0000,12.0865,145.0376,28.33,28.33,0.0833,2711.1320,32768000,393216000
l1_matrix_add,128,32,1024,4096,8,64.0000,512.0000,14.5757,174.9083,34.16,34.16,0.0833,2248.1260,32768000,393216000
l1_matrix_add,128,32,2048,4096,8,64.0000,512.0000,16.9332,203.1990,39.69,39.69,0.0833,1935.1280,32768000,393216000
l1_matrix_add,128,32,256,8192,2,64.0000,512.0000,8.9280,107.1361,20.93,20.93,0.0833,1835.1240,16384000,196608000
l1_matrix_add,128,32,512,8192,2,64.0000,512.0000,11.8799,142.5593,27.84,27.84,0.0833,1379.1310,16384000,196608000
l1_matrix_add,128,32,1024,8192,2,64.0000,512.0000,14.4719,173.6626,33.92,33.92,0.0833,1132.1260,16384000,196608000
l1_matrix_add,128,32,2048,8192,2,64.0000,512.0000,16.7674,201.2090,39.30,39.30,0.0833,977.1330,16384000,196608000
l1_matrix_add,128,32,4096,8192,2,64.0000,512.0000,18.6791,224.1487,43.78,43.78,0.0833,877.1320,16384000,196608000
l1_matrix_add,128,32,256,8192,4,64.0000,512.0000,8.9846,107.8154,21.06,21.06,0.0833,3647.1240,32768000,393216000
l1_matrix_add,128,32,512,8192,4,64.0000,512.0000,11.9980,143.9757,28.12,28.12,0.0833,2731.1270,32768000,393216000
l1_matrix_add,128,32,1024,8192,4,64.0000,512.0000,14.5757,174.9086,34.16,34.16,0.0833,2248.1230,32768000,393216000
l1_matrix_add,128,32,2048,8192,4,64.0000,512.0000,17.0035,204.0423,39.85,39.85,0.0833,1927.1300,32768000,393216000
l1_matrix_add,128,32,4096,8192,4,64.0000,512.0000,18.9287,227.1445,44.36,44.36,0.0833,1731.1270,32768000,393216000
l1_matrix_add,128,32,256,16384,2,64.0000,512.0000,8.9945,107.9337,21.08,21.08,0.0833,3643.1240,32768000,393216000
l1_matrix_add,128,32,512,16384,2,64.0000,512.0000,12.5590,150.7076,29.44,29.44,0.0833,2609.1310,32768000,393216000
l1_matrix_add,128,32,1024,16384,2,64.0000,512.0000,14.6539,175.8470,34.35,34.35,0.0833,2236.1260,32768000,393216000
l1_matrix_add,128,32,2048,16384,2,64.0000,512.0000,17.6254,211.5054,41.31,41.31,0.0833,1859.1300,32768000,393216000
l1_matrix_add,128,32,4096,16384,2,64.0000,512.0000,19.4570,233.4845,45.60,45.60,0.0833,1684.1200,32768000,393216000
