Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,16,8,1024,4096,8,16.0000,64.0000,3.6151,43.3816,67.78,67.78,0.0833,9064.1290,32768000,393216000
l1_matrix_add,16,8,2048,4096,8,16.0000,64.0000,3.7410,44.8921,70.14,70.14,0.0833,8759.1350,32768000,393216000
l1_matrix_add,16,8,256,8192,2,16.0000,64.0000,3.2289,38.7472,60.54,60.54,0.0833,5074.1150,16384000,196608000
l1_matrix_add,16,8,512,8192,2,16.0000,64.0000,3.4104,40.9248,63.94,63.94,0.0833,4804.1310,16384000,196608000
l1_matrix_add,16,8,1024,8192,2,16.0000,64.0000,3.6087,43.3045,67.66,67.66,0.0833,4540.1290,16384000,196608000
l1_matrix_add,16,8,2048,8192,2,16.0000,64.0000,3.7303,44.7636,69.94,69.94,0.0833,4392.1380,16384000,196608000
l1_matrix_add,16,8,4096,8192,2,16.0000,64.0000,3.7890,45.4675,71.04,71.04,0.0833,4324.1410,16384000,196608000
l1_matrix_add,16,8,256,8192,4,16.0000,64.0000,3.2338,38.8050,60.63,60.63,0.0833,10133.1220,32768000,393216000
l1_matrix_add,16,8,512,8192,4,16.0000,64.0000,3.4204,41.0450,64.13,64.13,0.0833,9580.1270,32768000,393216000
l1_matrix_add,16,8,1024,8192,4,16.0000,64.0000,3.6151,43.3816,67.78,67.78,0.0833,9064.1260,32768000,393216000
l1_matrix_add,16,8,2048,8192,4,16.0000,64.0000,3.7410,44.8921,70.14,70.14,0.0833,8759.1350,32768000,393216000
l1_matrix_add,16,8,4096,8192,4,16.0000,64.0000,3.7960,45.5526,71.18,71.18,0.0833,8632.1380,32768000,393216000
l1_matrix_add,16,8,256,16384,2,16.0000,64.0000,3.2398,38.8779,60.75,60.75,0.0833,10114.1150,32768000,393216000
l1_matrix_add,16,8,512,16384,2,16.0000,64.0000,3.4645,41.5744,64.96,64.96,0.0833,9458.1310,32768000,393216000
l1_matrix_add,16,8,1024,16384,2,16.0000,64.0000,3.6199,43.4391,67.87,67.87,0.0833,9052.1290,32768000,393216000
l1_matrix_add,16,8,2048,16384,2,16.0000,64.0000,3.7539,45.0464,70.38,70.38,0.0833,8729.1370,32768000,393216000
l1_matrix_add,16,8,4096,16384,2,16.0000,64.0000,3.8151,45.7807,71.53,71.53,0.0833,8589.1270,32768000,393216000
