Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,16,8,256,1024,2,16.0000,64.0000,3.0838,37.0056,57.82,57.82,0.0833,664.1150,2048000,24576000
l1_matrix_add,16,8,512,1024,2,16.0000,64.0000,3.2398,38.8780,60.75,60.75,0.0833,632.1310,2048000,24576000
l1_matrix_add,16,8,256,1024,4,16.0000,64.0000,2.9255,35.1054,54.85,54.85,0.0833,1400.1250,4096000,49152000
l1_matrix_add,16,8,512,1024,4,16.0000,64.0000,3.3653,40.3837,63.10,63.10,0.0833,1217.1250,4096000,49152000
l1_matrix_add,16,8,256,1024,8,16.0000,64.0000,3.1628,37.9535,59.30,59.30,0.0833,2590.1190,8192000,98304000
l1_matrix_add,16,8,512,1024,8,16.0000,64.0000,3.3682,40.4189,63.15,63.15,0.0833,2432.1290,8192000,98304000
l1_matrix_add,16,8,256,2048,2,16.0000,64.0000,2.9743,35.6917,55.77,55.77,0.0833,1377.1250,4096000,49152000
l1_matrix_add,16,8,512,2048,2,16.0000,64.0000,3.3406,40.0872,62.64,62.64,0.0833,1226.1270,4096000,49152000
l1_matrix_add,16,8,1024,2048,2,16.0000,64.0000,3.5613,42.7362,66.78,66.78,0.0833,1150.1270,4096000,49152000
l1_matrix_add,16,8,256,2048,4,16.0000,64.0000,2.9007,34.8087,54.39,54.39,0.0833,2824.1250,8192000,98304000
l1_matrix_add,16,8,512,2048,4,16.0000,64.0000,3.3836,40.6026,63.44,63.44,0.0833,2421.1250,8192000,98304000
l1_matrix_add,16,8,1024,2048,4,16.0000,64.0000,3.5755,42.9063,67.04,67.04,0.0833,2291.1300,8192000,98304000
l1_matrix_add,16,8,256,2048,8,16.0000,64.0000,3.2062,38.4743,60.12,60.12,0.0833,5110.1190,16384000,196608000
l1_matrix_add,16,8,512,2048,8,16.0000,64.0000,3.4147,40.9759,64.02,64.02,0.0833,4798.1320,16384000,196608000
l1_matrix_add,16,8,1024,2048,8,16.0000,64.0000,3.6223,43.4673,67.92,67.92,0.0833,4523.1290,16384000,196608000
l1_matrix_add,16,8,256,4096,2,16.0000,64.0000,3.2074,38.4885,60.14,60.14,0.0833,2554.1150,8192000,98304000
l1_matrix_add,16,8,512,4096,2,16.0000,64.0000,3.3849,40.6193,63.47,63.47,0.0833,2420.1310,8192000,98304000
l1_matrix_add,16,8,1024,4096,2,16.0000,64.0000,3.6359,43.6302,68.17,68.17,0.0833,2253.1160,8192000,98304000
l1_matrix_add,16,8,2048,4096,2,16.0000,64.0000,3.7015,44.4184,69.40,69.40,0.0833,2213.1370,8192000,98304000
l1_matrix_add,16,8,256,4096,4,16.0000,64.0000,3.2169,38.6026,60.32,60.32,0.0833,5093.1220,16384000,196608000
l1_matrix_add,16,8,512,4096,4,16.0000,64.0000,3.4047,40.8568,63.84,63.84,0.0833,4812.1270,16384000,196608000
l1_matrix_add,16,8,1024,4096,4,16.0000,64.0000,3.6505,43.8063,68.45,68.45,0.0833,4488.1190,16384000,196608000
l1_matrix_add,16,8,2048,4096,4,16.0000,64.0000,3.7244,44.6924,69.83,69.83,0.0833,4399.1330,16384000,196608000
l1_matrix_add,16,8,256,4096,8,16.0000,64.0000,3.2283,38.7400,60.53,60.53,0.0833,10150.1190,32768000,393216000
l1_matrix_add,16,8,512,4096,8,16.0000,64.0000,3.4276,41.1308,64.27,64.27,0.0833,9560.1320,32768000,393216000
