Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,128,16,256,1024,2,32.0000,512.0000,7.1828,86.1941,22.45,16.83,0.0833,285.1240,2048000,24576000
l1_matrix_add,128,16,512,1024,2,32.0000,512.0000,8.7100,104.5205,27.22,20.41,0.0833,235.1310,2048000,24576000
l1_matrix_add,128,16,256,1024,4,32.0000,512.0000,6.8252,81.9029,21.33,16.00,0.0833,600.1250,4096000,49152000
l1_matrix_add,128,16,512,1024,4,32.0000,512.0000,9.6575,115.8904,30.18,22.63,0.0833,424.1250,4096000,49152000
l1_matrix_add,128,16,256,1024,8,32.0000,512.0000,7.6054,91.2650,23.77,17.83,0.0833,1077.1270,8192000,98304000
l1_matrix_add,128,16,512,1024,8,32.0000,512.0000,9.6703,116.0437,30.22,22.66,0.0833,847.1290,8192000,98304000
l1_matrix_add,128,16,256,2048,2,32.0000,512.0000,7.0972,85.1670,22.18,16.63,0.0833,577.1250,4096000,49152000
l1_matrix_add,128,16,512,2048,2,32.0000,512.0000,9.4568,113.4817,29.55,22.16,0.0833,433.1270,4096000,49152000
l1_matrix_add,128,16,1024,2048,2,32.0000,512.0000,11.3423,136.1080,35.44,26.58,0.0833,361.1250,4096000,49152000
l1_matrix_add,128,16,256,2048,4,32.0000,512.0000,6.6921,80.3055,20.91,15.68,0.0833,1224.1250,8192000,98304000
l1_matrix_add,128,16,512,2048,4,32.0000,512.0000,9.7976,117.5709,30.62,22.96,0.0833,836.1250,8192000,98304000
l1_matrix_add,128,16,1024,2048,4,32.0000,512.0000,11.4553,137.4637,35.80,26.85,0.0833,715.1270,8192000,98304000
l1_matrix_add,128,16,256,2048,8,32.0000,512.0000,7.7681,93.2177,24.28,18.21,0.0833,2109.1270,16384000,196608000
l1_matrix_add,128,16,512,2048,8,32.0000,512.0000,10.0569,120.6827,31.43,23.57,0.0833,1629.1320,16384000,196608000
l1_matrix_add,128,16,1024,2048,8,32.0000,512.0000,11.9493,143.3916,37.34,28.01,0.0833,1371.1260,16384000,196608000
l1_matrix_add,128,16,256,4096,2,32.0000,512.0000,7.7347,92.8163,24.17,18.13,0.0833,1059.1240,8192000,98304000
l1_matrix_add,128,16,512,4096,2,32.0000,512.0000,9.8092,117.7109,30.65,22.99,0.0833,835.1310,8192000,98304000
l1_matrix_add,128,16,1024,4096,2,32.0000,512.0000,12.8379,154.0542,40.12,30.09,0.0833,638.1130,8192000,98304000
l1_matrix_add,128,16,2048,4096,2,32.0000,512.0000,12.9799,155.7587,40.56,30.42,0.0833,631.1300,8192000,98304000
l1_matrix_add,128,16,256,4096,4,32.0000,512.0000,7.8201,93.8407,24.44,18.33,0.0833,2095.1240,16384000,196608000
l1_matrix_add,128,16,512,4096,4,32.0000,512.0000,9.9712,119.6548,31.16,23.37,0.0833,1643.1270,16384000,196608000
l1_matrix_add,128,16,1024,4096,4,32.0000,512.0000,13.0019,156.0230,40.63,30.47,0.0833,1260.1220,16384000,196608000
l1_matrix_add,128,16,2048,4096,4,32.0000,512.0000,13.2650,159.1805,41.45,31.09,0.0833,1235.1260,16384000,196608000
l1_matrix_add,128,16,256,4096,8,32.0000,512.0000,7.8521,94.2257,24.54,18.40,0.0833,4173.1270,32768000,393216000
l1_matrix_add,128,16,512,4096,8,32.0000,512.0000,10.1665,121.9981,31.77,23.83,0.0833,3223.1320,32768000,393216000
l1_matrix_add,128,16,1024,4096,8,32.0000,512.0000,11.8719,142.4631,37.10,27.82,0.0833,2760.1260,32768000,393216000
l1_matrix_add,128,16,2048,4096,8,32.0000,512.0000,13.3904,160.6847,41.84,31.38,0.0833,2447.1280,32768000,393216000
l1_matrix_add,128,16,256,8192,2,32.0000,512.0000,7.8350,94.0202,24.48,18.36,0.0833,2091.1240,16384000,196608000
l1_matrix_add,128,16,512,8192,2,32.0000,512.0000,10.0200,120.2399,31.31,23.48,0.0833,1635.1310,16384000,196608000
l1_matrix_add,128,16,1024,8192,2,32.0000,512.0000,11.8030,141.6356,36.88,27.66,0.0833,1388.1260,16384000,196608000
l1_matrix_add,128,16,2048,8192,2,32.0000,512.0000,13.2865,159.4378,41.52,31.14,0.0833,1233.1330,16384000,196608000
l1_matrix_add,128,16,4096,8192,2,32.0000,512.0000,14.4590,173.5085,45.18,33.89,0.0833,1133.1320,16384000,196608000
l1_matrix_add,128,16,256,8192,4,32.0000,512.0000,7.8786,94.5430,24.62,18.47,0.0833,4159.1240,32768000,393216000
l1_matrix_add,128,16,512,8192,4,32.0000,512.0000,10.1038,121.2459,31.57,23.68,0.0833,3243.1270,32768000,393216000
l1_matrix_add,128,16,1024,8192,4,32.0000,512.0000,11.8719,142.4632,37.10,27.82,0.0833,2760.1230,32768000,393216000
l1_matrix_add,128,16,2048,8192,4,32.0000,512.0000,13.4343,161.2116,41.98,31.49,0.0833,2439.1300,32768000,393216000
l1_matrix_add,128,16,4096,8192,4,32.0000,512.0000,14.6082,175.2981,45.65,34.24,0.0833,2243.1270,32768000,393216000
l1_matrix_add,128,16,256,16384,2,32.0000,512.0000,7.8862,94.6340,24.64,18.48,0.0833,4155.1240,32768000,393216000
l1_matrix_add,128,16,512,16384,2,32.0000,512.0000,10.4988,125.9851,32.81,24.61,0.0833,3121.1310,32768000,393216000
l1_matrix_add,128,16,1024,16384,2,32.0000,512.0000,11.9238,143.0851,37.26,27.95,0.0833,2748.1260,32768000,393216000
l1_matrix_add,128,16,2048,16384,2,32.0000,512.0000,13.8196,165.8349,43.19,32.39,0.0833,2371.1300,32768000,393216000
l1_matrix_add,128,16,4096,16384,2,32.0000,512.0000,14.9209,179.0503,46.63,34.97,0.0833,2196.1200,32768000,393216000
