Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,64,128,256,1024,2,256.0000,256.0000,7.8733,94.4798,36.91,36.91,0.0833,260.1190,2048000,24576000
l1_matrix_add,64,128,512,1024,2,256.0000,256.0000,9.0168,108.2019,42.27,42.27,0.0833,227.1310,2048000,24576000
l1_matrix_add,64,128,256,1024,4,256.0000,256.0000,7.0122,84.1464,32.87,32.87,0.0833,584.1250,4096000,49152000
l1_matrix_add,64,128,512,1024,4,256.0000,256.0000,10.0361,120.4337,47.04,47.04,0.0833,408.1250,4096000,49152000
l1_matrix_add,64,128,256,1024,8,256.0000,256.0000,8.4880,101.8564,39.79,39.79,0.0833,965.1230,8192000,98304000
l1_matrix_add,64,128,512,1024,8,256.0000,256.0000,10.0499,120.5993,47.11,47.11,0.0833,815.1290,8192000,98304000
l1_matrix_add,64,128,256,2048,2,256.0000,256.0000,7.2996,87.5955,34.22,34.22,0.0833,561.1250,4096000,49152000
l1_matrix_add,64,128,512,2048,2,256.0000,256.0000,9.8196,117.8346,46.03,46.03,0.0833,417.1270,4096000,49152000
l1_matrix_add,64,128,1024,2048,2,256.0000,256.0000,11.9027,142.8322,55.79,55.79,0.0833,344.1240,4096000,49152000
l1_matrix_add,64,128,256,2048,4,256.0000,256.0000,6.8718,82.4612,32.21,32.21,0.0833,1192.1250,8192000,98304000
l1_matrix_add,64,128,512,2048,4,256.0000,256.0000,10.1875,122.2497,47.75,47.75,0.0833,804.1250,8192000,98304000
l1_matrix_add,64,128,1024,2048,4,256.0000,256.0000,11.9919,143.9030,56.21,56.21,0.0833,683.1270,8192000,98304000
l1_matrix_add,64,128,256,2048,8,256.0000,256.0000,8.8033,105.6394,41.27,41.27,0.0833,1861.1230,16384000,196608000
l1_matrix_add,64,128,512,2048,8,256.0000,256.0000,10.4681,125.6175,49.07,49.07,0.0833,1565.1320,16384000,196608000
l1_matrix_add,64,128,1024,2048,8,256.0000,256.0000,12.5344,150.4124,58.75,58.75,0.0833,1307.1260,16384000,196608000
l1_matrix_add,64,128,256,4096,2,256.0000,256.0000,8.7886,105.4629,41.20,41.20,0.0833,932.1190,8192000,98304000
l1_matrix_add,64,128,512,4096,2,256.0000,256.0000,10.2001,122.4010,47.81,47.81,0.0833,803.1310,8192000,98304000
l1_matrix_add,64,128,1024,4096,2,256.0000,256.0000,13.3396,160.0748,62.53,62.53,0.0833,614.1130,8192000,98304000
l1_matrix_add,64,128,2048,4096,2,256.0000,256.0000,13.9289,167.1467,65.29,65.29,0.0833,588.1300,8192000,98304000
l1_matrix_add,64,128,256,4096,4,256.0000,256.0000,8.8844,106.6133,41.65,41.65,0.0833,1844.1230,16384000,196608000
l1_matrix_add,64,128,512,4096,4,256.0000,256.0000,10.3754,124.5042,48.63,48.63,0.0833,1579.1270,16384000,196608000
l1_matrix_add,64,128,1024,4096,4,256.0000,256.0000,13.5168,162.2015,63.36,63.36,0.0833,1212.1220,16384000,196608000
l1_matrix_add,64,128,2048,4096,4,256.0000,256.0000,14.3452,172.1421,67.24,67.24,0.0833,1142.1260,16384000,196608000
l1_matrix_add,64,128,256,4096,8,256.0000,256.0000,8.9699,107.6383,42.05,42.05,0.0833,3653.1230,32768000,393216000
l1_matrix_add,64,128,512,4096,8,256.0000,256.0000,10.5869,127.0434,49.63,49.63,0.0833,3095.1320,32768000,393216000
l1_matrix_add,64,128,1024,4096,8,256.0000,256.0000,12.4587,149.5046,58.40,58.40,0.0833,2630.1260,32768000,393216000
l1_matrix_add,64,128,2048,4096,8,256.0000,256.0000,14.6473,175.7681,68.66,68.66,0.0833,2237.1290,32768000,393216000
l1_matrix_add,64,128,256,8192,2,256.0000,256.0000,8.9622,107.5466,42.01,42.01,0.0833,1828.1190,16384000,196608000
l1_matrix_add,64,128,512,8192,2,256.0000,256.0000,10.4282,125.1379,48.88,48.88,0.0833,1571.1310,16384000,196608000
l1_matrix_add,64,128,1024,8192,2,256.0000,256.0000,12.3734,148.4813,58.00,58.00,0.0833,1324.1260,16384000,196608000
l1_matrix_add,64,128,2048,8192,2,256.0000,256.0000,14.4336,173.2029,67.66,67.66,0.0833,1135.1310,16384000,196608000
l1_matrix_add,64,128,4096,8192,2,256.0000,256.0000,15.4545,185.4546,72.44,72.44,0.0833,1060.1410,16384000,196608000
l1_matrix_add,64,128,256,8192,4,256.0000,256.0000,9.0118,108.1416,42.24,42.24,0.0833,3636.1230,32768000,393216000
l1_matrix_add,64,128,512,8192,4,256.0000,256.0000,10.5190,126.2279,49.31,49.31,0.0833,3115.1270,32768000,393216000
l1_matrix_add,64,128,1024,8192,4,256.0000,256.0000,12.4493,149.3912,58.36,58.36,0.0833,2632.1230,32768000,393216000
l1_matrix_add,64,128,2048,8192,4,256.0000,256.0000,14.6408,175.6897,68.63,68.63,0.0833,2238.1280,32768000,393216000
l1_matrix_add,64,128,4096,8192,4,256.0000,256.0000,15.5731,186.8775,73.00,73.00,0.0833,2104.1380,32768000,393216000
l1_matrix_add,64,128,256,16384,2,256.0000,256.0000,9.0516,108.6196,42.43,42.43,0.0833,3620.1190,32768000,393216000
l1_matrix_add,64,128,512,16384,2,256.0000,256.0000,10.9477,131.3728,51.32,51.32,0.0833,2993.1310,32768000,393216000
l1_matrix_add,64,128,1024,16384,2,256.0000,256.0000,12.5063,150.0752,58.62,58.62,0.0833,2620.1260,32768000,393216000
l1_matrix_add,64,128,2048,16384,2,256.0000,256.0000,14.8397,178.0765,69.56,69.56,0.0833,2208.1300,32768000,393216000
